commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang
Sidi Hsaine	3.23	8.7	10.0	0.8564950653507603	0.8356164383561644	0.745042492917847	0.8279	Bon	516
Ouardana	3.85	11.0	4.5	0.8234195785542812	0.7831050228310502	0.9008498583569405	0.8268	Bon	517
Sidi Al Kamel	3.06	8.2	11.7	0.8655641504401174	0.8470319634703196	0.6968838526912181	0.8263	Bon	518
Jraifia	2.56	7.1	15.4	0.8922379301146972	0.8721461187214612	0.5920679886685551	0.8262	Bon	519
Oulad Said	3.01	8.0	12.2	0.8682315284075753	0.8515981735159817	0.6827195467422096	0.8261	Bon	520
Aghouatim	2.82	7.3	14.0	0.8783675646839157	0.8675799086757991	0.631728045325779	0.8258	Bon	521
Tafersit	3.08	8.3	11.6	0.8644971992531342	0.8447488584474886	0.6997167138810199	0.8256	Bon	522
Oued Jdida	2.65	7.0	15.2	0.8874366497732729	0.8744292237442922	0.5977337110481586	0.8256	Bon	522
Lalla Mimouna	3.3	8.9	9.9	0.852760736196319	0.8310502283105022	0.7478753541076487	0.8253	Bon	524
Ouled Zidane	2.28	5.7	18.6	0.907175246732462	0.9041095890410958	0.5014164305949007	0.8251	Bon	525
Guenfouda	3.28	8.5	10.5	0.8538276873833022	0.8401826484018264	0.7308781869688386	0.8251	Bon	525
Skoura Ahl El Oust	2.61	6.1	16.6	0.8895705521472392	0.8949771689497716	0.5580736543909348	0.8249	Bon	527
Jouala	2.38	6.2	17.7	0.901840490797546	0.8926940639269406	0.5269121813031161	0.8241	Bon	528
Sidi El Hattab	2.82	7.6	14.0	0.8783675646839157	0.860730593607306	0.631728045325779	0.8237	Bon	529
Imsouane	3.44	9.6	8.7	0.8452920778874367	0.8150684931506849	0.7818696883852692	0.8235	Bon	530
Azzaba	3.02	7.9	12.8	0.8676980528140837	0.8538812785388128	0.6657223796033993	0.8232	Bon	531
Dcheira	1.57	4.0	24.4	0.9450520138703654	0.9429223744292238	0.3371104815864022	0.8228	Bon	532
Oulad El Garne	2.76	7.4	14.7	0.8815684182448653	0.865296803652968	0.6118980169971671	0.8228	Bon	532
Dir El Ksiba	3.2	8.4	11.5	0.8580954921312349	0.8424657534246576	0.7025495750708215	0.8223	Bon	534
El Gantour	2.72	7.1	15.4	0.8837023206188317	0.8721461187214612	0.5920679886685551	0.8219	Bon	535
Laatamna	2.6799999999999997	6.9	15.899999999999999	0.8858362229927981	0.8767123287671232	0.5779036827195467	0.8215	Bon	536
Foum Jemaa	3.19	8.4	11.8	0.8586289677247266	0.8424657534246576	0.6940509915014164	0.8209	Bon	537
Kasbat Ben Mchich	2.57	6.6	16.9	0.8917044545212056	0.8835616438356164	0.5495750708215297	0.8208	Bon	538
Timzguida-Ouftas	3.66	9.7	8.1	0.8335556148306215	0.812785388127854	0.7988668555240793	0.8204	Bon	539
Ait Erkha	2.72	7.1	15.7	0.8837023206188317	0.8721461187214612	0.5835694050991501	0.8202	Bon	540
Ait Igas	2.61	6.7	16.7	0.8895705521472392	0.8812785388127854	0.5552407932011332	0.8202	Bon	540
Sidi Allal Tazi	3.57	9.3	9.1	0.8383568951720459	0.821917808219178	0.7705382436260624	0.8199	Bon	542
Lamaachate	3.17	8.4	12.1	0.8596959189117098	0.8424657534246576	0.6855524079320113	0.8197	Bon	543
Ait Ishaq	3.51	9.7	9.0	0.8415577487329955	0.812785388127854	0.773371104815864	0.8193	Bon	544
Guisser	3.45	9.2	9.9	0.8447586022939451	0.8242009132420092	0.7478753541076487	0.8192	Bon	545
Khalfia	3.29	8.9	11.1	0.8532942117898106	0.8310502283105022	0.7138810198300283	0.8187	Bon	546
Ait Sidi Daoud	2.87	7.5	14.8	0.8757001867164578	0.863013698630137	0.6090651558073654	0.8186	Bon	547
Ait Yaazem	3.11	7.9	13.3	0.8628967724726594	0.8538812785388128	0.6515580736543909	0.8179	Bon	548
Ghassate	2.98	7.6	14.3	0.8698319551880501	0.860730593607306	0.6232294617563738	0.8178	Bon	549
Sidi Boumehdi	2.43	6.3	18.5	0.899173112830088	0.8904109589041096	0.5042492917847026	0.8176	Bon	550
Labyar	3.33	9.3	10.7	0.8511603094158442	0.821917808219178	0.725212464589235	0.8172	Bon	551
Sahel Chamali	2.3	5.8	19.8	0.9061082955454788	0.9018264840182648	0.4674220963172804	0.8171	Bon	552
Assahrij	3.21	8.3	12.5	0.8575620165377434	0.8447488584474886	0.6742209631728044	0.817	Bon	553
Metrane	3.49	9.3	10.1	0.8426246999199787	0.821917808219178	0.7422096317280453	0.8163	Bon	554
Smimou	3.59	9.7	9.2	0.8372899439850627	0.812785388127854	0.7677053824362606	0.816	Bon	555
Ziaida	2.92	7.8	14.9	0.8730328087489998	0.8561643835616438	0.6062322946175637	0.8146	Bon	556
Ouisselsate	3.47	8.9	11.1	0.8436916511069619	0.8310502283105022	0.7138810198300283	0.8139	Bon	557
Aghbal	3.37	9.1	11.4	0.8490264070418778	0.8264840182648402	0.7053824362606231	0.8135	Bon	558
Abadou	2.82	7.4	16.3	0.8783675646839157	0.865296803652968	0.56657223796034	0.8121	Bon	559
Taghbalte	2.54	6.3	19.0	0.8933048813016804	0.8904109589041096	0.49008498583569404	0.8118	Bon	560
Ouled Nacer	3.31	8.8	12.4	0.8522272606028274	0.8333333333333333	0.6770538243626062	0.8115	Bon	561
Oulad Amer	3.72	10.3	8.7	0.8303547612696719	0.7990867579908676	0.7818696883852692	0.8113	Bon	562
Ras Ain Rhamna	2.76	6.8	17.7	0.8815684182448653	0.8789954337899544	0.5269121813031161	0.8099	Bon	563
Zrizer	3.04	7.8	15.2	0.8666311016271006	0.8561643835616438	0.5977337110481586	0.8097	Bon	564
Bni Salah	2.26	5.8	21.3	0.9082421979194452	0.9018264840182648	0.4249291784702549	0.8097	Bon	564
Taghazout	3.58	9.4	10.8	0.8378234195785543	0.819634703196347	0.7223796033994334	0.8093	Bon	566
Tah	2.7	7.5	17.3	0.8847692718058149	0.863013698630137	0.5382436260623229	0.8089	Bon	567
Ras El Ain Chaouia	2.62	7.0	18.3	0.8890370765537476	0.8744292237442922	0.5099150141643058	0.8088	Bon	568
Ait Ben Yacoub	3.57	9.4	11.0	0.8383568951720459	0.819634703196347	0.71671388101983	0.8084	Bon	569
Lakhzazra	3.58	9.7	10.6	0.8378234195785543	0.812785388127854	0.7280453257790368	0.8084	Bon	569
Tinzart	2.96	7.7	16.1	0.8708989063750334	0.8584474885844748	0.5722379603399432	0.8074	Bon	571
Sidi Badhaj	3.36	8.3	13.5	0.8495598826353694	0.8447488584474886	0.6458923512747875	0.8074	Bon	571
Mezguita	1.85	4.5	25.2	0.9301146972526007	0.9315068493150684	0.31444759206798867	0.8074	Bon	571
Ouaoumana	3.29	8.7	13.4	0.8532942117898106	0.8356164383561644	0.6487252124645893	0.8071	Bon	574
Boutrouch	4.44	12.9	2.9	0.7919445185382769	0.7397260273972602	0.9461756373937678	0.8071	Bon	574
Tidili	3.32	8.6	13.4	0.8516937850093358	0.8378995433789954	0.6487252124645893	0.807	Bon	576
Ait Sedrate Jbel El Oulia	3.0	7.7	16.1	0.8687650040010669	0.8584474885844748	0.5722379603399432	0.8064	Bon	577
Mettouh	3.29	8.9	13.3	0.8532942117898106	0.8310502283105022	0.6515580736543909	0.8063	Bon	578
Louta	3.94	10.8	8.0	0.8186182982128568	0.7876712328767123	0.8016997167138811	0.806	Bon	579
Tamazouzte	2.77	7.4	17.7	0.8810349426513737	0.865296803652968	0.5269121813031161	0.8055	Bon	580
Trougout	3.39	9.4	12.5	0.8479594558548946	0.819634703196347	0.6742209631728044	0.8047	Bon	581
Tazemmourt	3.08	8.1	15.6	0.8644971992531342	0.8493150684931507	0.5864022662889519	0.8043	Bon	582
Ajdir	3.525	9.15	12.35	0.8407575353427581	0.8253424657534246	0.678470254957507	0.8037	Bon	583
Tamanar	3.81	9.6	10.5	0.8255534809282475	0.8150684931506849	0.7308781869688386	0.8035	Bon	584
Oulmes	3.99	10.8	8.3	0.8159509202453987	0.7876712328767123	0.7932011331444759	0.8029	Bon	585
Oued Naanaa	2.62	6.7	19.8	0.8890370765537476	0.8812785388127854	0.4674220963172804	0.8024	Bon	586
M'semrir	3.17	7.9	15.8	0.8596959189117098	0.8538812785388128	0.5807365439093484	0.8022	Bon	587
El Marbouh	3.35	8.7	14.0	0.850093358228861	0.8356164383561644	0.631728045325779	0.8021	Bon	588
N'zalat Bni Amar	3.73	10.2	10.4	0.8298212856761803	0.8013698630136986	0.7337110481586402	0.8021	Bon	588
Oulad Mtaa	3.49	9.0	13.0	0.8426246999199787	0.8287671232876712	0.660056657223796	0.802	Bon	590
Rass Oumlil	2.03	5.4	24.3	0.920512136569752	0.910958904109589	0.33994334277620386	0.8015	Bon	591
Azghar	3.37	8.8	13.9	0.8490264070418778	0.8333333333333333	0.6345609065155806	0.8014	Bon	592
Oulad Settout	3.58	9.4	12.2	0.8378234195785543	0.819634703196347	0.6827195467422096	0.8013	Bon	593
Siroua	3.4	9.3	13.2	0.847425980261403	0.821917808219178	0.6543909348441926	0.8012	Bon	594
Timahdite	3.34	8.8	14.1	0.8506268338223526	0.8333333333333333	0.6288951841359773	0.8011	Bon	595
Tissa	3.92	10.5	9.4	0.81968524939984	0.7945205479452054	0.7620396600566572	0.8006	Bon	596
Oulad Zarrad	2.77	7.3	18.7	0.8810349426513737	0.8675799086757991	0.4985835694050992	0.8005	Bon	597
Mrhassiyine	3.71	9.8	11.3	0.8308882368631635	0.8105022831050228	0.7082152974504249	0.8002	Bon	598
Ait Ayach	3.27	8.5	15.0	0.8543611629767938	0.8401826484018264	0.603399433427762	0.7999	Bon	599
Zoug	2.21	5.2	24.0	0.9109095758869032	0.9155251141552512	0.348441926345609	0.7998	Bon	600
Ait Bouyahia El Hajjama	3.2	8.2	15.9	0.8580954921312349	0.8470319634703196	0.5779036827195467	0.7987	Bon	601
Laghnimyine	3.59	9.6	12.4	0.8372899439850627	0.8150684931506849	0.6770538243626062	0.7986	Bon	602
Bounaamane	3.99	10.6	9.5	0.8159509202453987	0.7922374429223744	0.7592067988668555	0.7975	Bon	603
Sidi Ali Ben Hamdouche	3.6	9.4	12.8	0.8367564683915711	0.819634703196347	0.6657223796033993	0.7974	Bon	604
Zaouiat Sidi Ben Hamdoun	3.36	9.0	14.5	0.8495598826353694	0.8287671232876712	0.6175637393767706	0.7969	Bon	605
Oulad Ayyad	3.01	7.6	17.9	0.8682315284075753	0.860730593607306	0.5212464589235127	0.7966	Bon	606
Laagagcha	3.09	8.1	17.0	0.8639637236596426	0.8493150684931507	0.546742209631728	0.7961	Bon	607
Boumaiz	3.42	9.0	14.4	0.8463590290744198	0.8287671232876712	0.6203966005665722	0.7959	Bon	608
Atiamim	2.89	7.5	18.9	0.8746332355294746	0.863013698630137	0.4929178470254958	0.7948	Bon	609
Bouya Omar	3.9	9.8	11.4	0.8207522005868232	0.8105022831050228	0.7053824362606231	0.7946	Bon	610
El Orjane	3.58	9.6	13.2	0.8378234195785543	0.8150684931506849	0.6543909348441926	0.7943	Bon	611
Sebt Azzinate	3.38	9.0	14.9	0.8484929314483862	0.8287671232876712	0.6062322946175637	0.7941	Bon	612
Ida-Ougnidif	3.41	9.2	14.6	0.8468925046679114	0.8242009132420092	0.6147308781869688	0.7937	Bon	613
Taghjijt	4.04	10.8	9.7	0.8132835422779408	0.7876712328767123	0.7535410764872521	0.7937	Bon	613
Ras-El-Ma	3.79	10.3	11.5	0.8266204321152307	0.7990867579908676	0.7025495750708215	0.7935	Bon	615
M'hamid El Ghizlane	2.68	7.1	20.6	0.8858362229927981	0.8721461187214612	0.4447592067988668	0.7935	Bon	615
Oulad Khallouf	2.92	7.4	19.2	0.8730328087489998	0.865296803652968	0.48441926345609065	0.793	Bon	617
Melaab	3.41	9.2	14.8	0.8468925046679114	0.8242009132420092	0.6090651558073654	0.7925	Bon	618
Si Hsaien Ben Abderrahmane	3.35	8.7	15.7	0.850093358228861	0.8356164383561644	0.5835694050991501	0.7924	Bon	619
Aferkat	2.65	6.9	21.2	0.8874366497732729	0.8767123287671232	0.42776203966005666	0.7923	Bon	620
Ouaklim	3.76	9.2	13.2	0.8282208588957055	0.8242009132420092	0.6543909348441926	0.7922	Bon	621
Chtaiba	3.51	9.1	14.6	0.8415577487329955	0.8264840182648402	0.6147308781869688	0.7917	Bon	622
Afella Ighir	3.18	8.4	17.0	0.8591624433182182	0.8424657534246576	0.546742209631728	0.7917	Bon	622
Ait Milk	3.85	10.4	11.5	0.8234195785542812	0.7968036529680365	0.7025495750708215	0.7913	Bon	624
M'garto	3.76	9.7	13.0	0.8282208588957055	0.812785388127854	0.660056657223796	0.79	Bon	625
Sidi Abdelkhaleq	3.3	8.6	16.5	0.852760736196319	0.8378995433789954	0.5609065155807365	0.7899	Bon	626
Ain Orma	3.63	9.4	14.0	0.8351560416110964	0.819634703196347	0.631728045325779	0.7898	Bon	627
Sidi Ahmed Ou Moussa	3.26	8.3	17.1	0.8548946385702855	0.8447488584474886	0.5439093484419263	0.7897	Bon	628
Nekkour	3.66	9.8	13.4	0.8335556148306215	0.8105022831050228	0.6487252124645893	0.7897	Bon	628
Tansifte	2.88	7.2	20.3	0.8751667111229662	0.8698630136986301	0.45325779036827185	0.7892	Bon	630
Malloussa	3.92	10.0	12.1	0.81968524939984	0.8059360730593608	0.6855524079320113	0.7887	Bon	631
Rdadna Oulad Malek	2.99	7.8	19.3	0.8692984795945585	0.8561643835616438	0.4815864022662889	0.7878	Bon	632
Khatazakane	3.87	10.1	12.4	0.822352627367298	0.8036529680365296	0.6770538243626062	0.7877	Bon	633
Zrarda	4.04	10.9	10.7	0.8132835422779408	0.7853881278538812	0.725212464589235	0.7873	Bon	634
Machraa Ben Abbou	3.55	9.6	14.6	0.8394238463590291	0.8150684931506849	0.6147308781869688	0.7872	Bon	635
Sidi Boushab	3.98	10.5	11.5	0.8164843958388903	0.7945205479452054	0.7025495750708215	0.7871	Bon	636
Tassousfi	3.66	9.3	14.5	0.8335556148306215	0.821917808219178	0.6175637393767706	0.7869	Bon	637
Bir Taleb	3.2	8.2	18.0	0.8580954921312349	0.8470319634703196	0.518413597733711	0.7868	Bon	638
Labkhati	3.46	9.1	15.7	0.8442251267004535	0.8264840182648402	0.5835694050991501	0.7868	Bon	638
Sidi El Rhandour	3.17	8.0	18.4	0.8596959189117098	0.8515981735159817	0.5070821529745042	0.7867	Bon	640
Tighmi	3.65	9.6	14.3	0.8340890904241132	0.8150684931506849	0.6232294617563738	0.7862	Bon	641
Tachraft	3.23	8.4	17.9	0.8564950653507603	0.8424657534246576	0.5212464589235127	0.7852	Bon	642
Ain Dorbane-Lahlaf	2.83	7.4	21.0	0.8778340890904242	0.865296803652968	0.43342776203966005	0.7852	Bon	642
Anjra	3.63	9.2	15.1	0.8351560416110964	0.8242009132420092	0.6005665722379603	0.785	Bon	644
Aghbalou	3.83	10.0	13.2	0.8244865297412644	0.8059360730593608	0.6543909348441926	0.7849	Bon	645
Sebt Ennabour	3.56	9.3	15.4	0.8388903707655375	0.821917808219178	0.5920679886685551	0.7844	Bon	646
Boulaouane	3.42	9.2	16.2	0.8463590290744198	0.8242009132420092	0.5694050991501416	0.7843	Bon	647
Bouhlou	3.97	10.6	12.0	0.8170178714323819	0.7922374429223744	0.6883852691218131	0.7839	Bon	648
M'zizel	3.92	10.0	13.0	0.81968524939984	0.8059360730593608	0.660056657223796	0.7836	Bon	649
Chouihia	4.12	11.4	10.6	0.809015737530008	0.773972602739726	0.7280453257790368	0.7823	Bon	650
Kasbat Troch	3.09	7.9	19.7	0.8639637236596426	0.8538812785388128	0.4702549575070821	0.7822	Bon	651
Daoura	3.36	9.1	17.0	0.8495598826353694	0.8264840182648402	0.546742209631728	0.7821	Bon	652
Tlauh	3.3	8.7	17.8	0.852760736196319	0.8356164383561644	0.5240793201133144	0.7819	Bon	653
Ras Ijerri	4.03	10.3	12.5	0.8138170178714323	0.7990867579908676	0.6742209631728044	0.7815	Bon	654
Bni Ykhlef	3.85	10.2	13.5	0.8234195785542812	0.8013698630136986	0.6458923512747875	0.7813	Bon	655
Kariat Ben Aouda	3.06	7.8	20.2	0.8655641504401174	0.8561643835616438	0.4560906515580736	0.7808	Bon	656
Boughriba	3.53	9.2	16.3	0.8404907975460123	0.8242009132420092	0.56657223796034	0.7808	Bon	656
Ait Sedrate Sahl Charkia	4.12	10.3	12.2	0.809015737530008	0.7990867579908676	0.6827195467422096	0.7808	Bon	656
M'hajer	4.43	12.0	8.8	0.7924779941317686	0.7602739726027397	0.7790368271954674	0.7801	Bon	659
Bni Khaled	3.49	8.9	17.0	0.8426246999199787	0.8310502283105022	0.546742209631728	0.78	Bon	660
Laouamra	4.03	10.7	12.3	0.8138170178714323	0.7899543378995434	0.6798866855524079	0.7799	Bon	661
Sebaa Rouadi	3.18	8.0	19.7	0.8591624433182182	0.8515981735159817	0.4702549575070821	0.7791	Bon	662
Ait Imour	3.1	8.3	19.8	0.863430248066151	0.8447488584474886	0.4674220963172804	0.7786	Bon	663
Gourrama	4.45	12.0	9.0	0.7914110429447853	0.7602739726027397	0.773371104815864	0.7785	Bon	664
Laatatra	4.13	11.1	11.6	0.8084822619365164	0.7808219178082192	0.6997167138810199	0.7784	Bon	665
Oulad Hassoune Hamri	3.35	8.2	18.8	0.850093358228861	0.8470319634703196	0.49575070821529743	0.7783	Bon	666
Assoul	3.0	7.7	21.1	0.8687650040010669	0.8584474885844748	0.4305949008498583	0.778	Bon	667
Oulad Sbih	3.07	7.7	20.8	0.8650306748466258	0.8584474885844748	0.43909348441926344	0.7779	Bon	668
Iznaguen	3.53	9.0	17.1	0.8404907975460123	0.8287671232876712	0.5439093484419263	0.7777	Bon	669
El Foqra	4.22	11.5	11.1	0.803680981595092	0.771689497716895	0.7138810198300283	0.7761	Bon	670
Aouint Yghomane	3.94	10.4	13.8	0.8186182982128568	0.7968036529680365	0.6373937677053824	0.7758	Bon	671
Ait Naamane	3.53	8.7	17.8	0.8404907975460123	0.8356164383561644	0.5240793201133144	0.7757	Bon	672
Tidili Fetouaka	3.79	9.7	15.4	0.8266204321152307	0.812785388127854	0.5920679886685551	0.7756	Bon	673
Oulad Bouali Loued	3.03	7.8	21.3	0.8671645772205921	0.8561643835616438	0.4249291784702549	0.7754	Bon	674
Tiztoutine	3.53	9.6	16.9	0.8404907975460123	0.8150684931506849	0.5495750708215297	0.7747	Bon	675
Oulad Amghar	4.05	10.8	13.1	0.8127500666844492	0.7876712328767123	0.6572237960339944	0.7741	Bon	676
Askaouen	3.59	9.2	17.2	0.8372899439850627	0.8242009132420092	0.5410764872521246	0.7741	Bon	676
Bni Marghnine	3.71	9.9	15.8	0.8308882368631635	0.8082191780821918	0.5807365439093484	0.7741	Bon	676
Mesti	3.32	8.2	19.7	0.8516937850093358	0.8470319634703196	0.4702549575070821	0.774	Bon	679
Sidi Ahmed El Khadir	4.18	11.1	12.2	0.8058148839690584	0.7808219178082192	0.6827195467422096	0.7737	Bon	680
Laqsir	3.23	8.3	20.1	0.8564950653507603	0.8447488584474886	0.45892351274787524	0.7735	Bon	681
Zemrane	3.32	8.2	19.9	0.8516937850093358	0.8470319634703196	0.46458923512747874	0.7729	Bon	682
Serghina	3.62	9.1	17.4	0.835689517204588	0.8264840182648402	0.5354107648725213	0.7729	Bon	682
Mnasra	3.81	9.8	15.7	0.8255534809282475	0.8105022831050228	0.5835694050991501	0.7726	Bon	684
Ammelne	4.04	10.5	13.8	0.8132835422779408	0.7945205479452054	0.6373937677053824	0.7725	Bon	685
Ait Aadel	4.17	10.9	12.7	0.80634835956255	0.7853881278538812	0.6685552407932012	0.7725	Bon	685
Tekna	2.43	6.2	26.6	0.899173112830088	0.8926940639269406	0.2747875354107647	0.7724	Bon	687
Khemis Sidi Yahya	3.97	10.3	14.4	0.8170178714323819	0.7990867579908676	0.6203966005665722	0.7723	Bon	688
Dar Chaoui	3.74	9.4	16.6	0.8292878100826887	0.819634703196347	0.5580736543909348	0.7721	Bon	689
Ermila	3.87	9.4	16.0	0.822352627367298	0.819634703196347	0.5750708215297451	0.7721	Bon	689
Imi-N'fast	3.34	8.2	20.0	0.8506268338223526	0.8470319634703196	0.461756373937677	0.7718	Bon	691
Houderrane	4.13	11.0	12.9	0.8084822619365164	0.7831050228310502	0.6628895184135977	0.7718	Bon	691
Allyene	3.64	9.4	17.2	0.8346225660176048	0.819634703196347	0.5410764872521246	0.7714	Bon	693
Tazaghine	3.41	9.1	18.7	0.8468925046679114	0.8264840182648402	0.4985835694050992	0.7711	Bon	694
M'zem Sanhaja	3.26	8.3	20.4	0.8548946385702855	0.8447488584474886	0.4504249291784702	0.771	Bon	695
Arbaoua	3.44	8.7	19.1	0.8452920778874367	0.8356164383561644	0.4872521246458923	0.7708	Bon	696
Houara Oulad Raho	3.8	9.8	16.1	0.8260869565217391	0.8105022831050228	0.5722379603399432	0.7706	Bon	697
Fraita	2.74	7.0	24.5	0.8826353694318485	0.8744292237442922	0.33427762039660047	0.7705	Bon	698
Itzer	4.5	12.0	10.2	0.7887436649773273	0.7602739726027397	0.7393767705382437	0.7703	Bon	699
Ksar El Majaz	3.78	9.6	16.5	0.8271539077087223	0.8150684931506849	0.5609065155807365	0.7703	Bon	699
Taghzirt	4.51	11.4	11.0	0.7882101893838357	0.773972602739726	0.71671388101983	0.7696	Bon	701
Ait Boudaoud	3.98	10.5	14.6	0.8164843958388903	0.7945205479452054	0.6147308781869688	0.7695	Bon	702
Tighassaline	4.2	11.4	12.5	0.8047479327820752	0.773972602739726	0.6742209631728044	0.7694	Bon	703
Tioughza	3.43	8.9	19.2	0.8458255534809282	0.8310502283105022	0.48441926345609065	0.7691	Bon	704
Aousserd	2.41	6.7	26.7	0.9002400640170712	0.8812785388127854	0.2719546742209631	0.7689	Bon	705
Maaziz	4.5	11.9	10.7	0.7887436649773273	0.7625570776255708	0.725212464589235	0.7682	Bon	706
Bouguargouh	3.9	10.2	15.6	0.8207522005868232	0.8013698630136986	0.5864022662889519	0.7681	Bon	707
Oulad Fares El Halla	3.63	9.2	18.1	0.8351560416110964	0.8242009132420092	0.5155807365439093	0.768	Bon	708
Bni Hassane	4.26	11.3	12.7	0.8015470792211257	0.776255707762557	0.6685552407932012	0.7674	Bon	709
Guigou	4.52	11.9	10.8	0.7876767137903441	0.7625570776255708	0.7223796033994334	0.7671	Bon	710
Sour El Aaz	3.57	9.1	18.7	0.8383568951720459	0.8264840182648402	0.4985835694050992	0.7668	Bon	711
M'haya	4.3	11.2	12.8	0.7994131768471593	0.7785388127853882	0.6657223796033993	0.7664	Bon	712
Abteh	3.8	9.3	17.6	0.8260869565217391	0.821917808219178	0.5297450424929178	0.7656	Bon	713
Skoura M'daz	4.21	11.0	13.8	0.8042144571885836	0.7831050228310502	0.6373937677053824	0.7645	Bon	714
Chbanate	3.75	9.6	17.8	0.8287543344891971	0.8150684931506849	0.5240793201133144	0.7637	Bon	715
Haouzia	3.74	9.6	17.9	0.8292878100826887	0.8150684931506849	0.5212464589235127	0.7634	Bon	716
Souk Tlet El Gharb	3.77	10.1	17.2	0.8276873833022139	0.8036529680365296	0.5410764872521246	0.7632	Bon	717
Tadighoust	4.25	10.6	14.4	0.8020805548146173	0.7922374429223744	0.6203966005665722	0.7628	Bon	718
Gleibat El Foula	4.17	12.5	12.5	0.80634835956255	0.7488584474885844	0.6742209631728044	0.7627	Bon	719
Ouled Cebbah	3.5	9.0	19.9	0.8420912243264871	0.8287671232876712	0.46458923512747874	0.7626	Bon	720
Oulad Si Bouhya	4.44	12.4	11.4	0.7919445185382769	0.7511415525114156	0.7053824362606231	0.7624	Bon	721
Ait Hadi	3.27	8.3	21.9	0.8543611629767938	0.8447488584474886	0.40793201133144474	0.7622	Bon	722
Ain Blal	3.04	7.9	23.5	0.8666311016271006	0.8538812785388128	0.3626062322946175	0.762	Bon	723
Had Dra	3.52	9.2	19.7	0.8410242731395039	0.8242009132420092	0.4702549575070821	0.7618	Bon	724
Bni Sidel Louta	3.87	10.2	17.1	0.822352627367298	0.8013698630136986	0.5439093484419263	0.7604	Bon	725
Belyounech	3.09	7.9	23.7	0.8639637236596426	0.8538812785388128	0.35694050991501414	0.7595	Bon	726
Fezouane	4.65	11.8	11.7	0.7807415310749533	0.7648401826484018	0.6968838526912181	0.7592	Bon	727
Zouada	3.34	8.5	21.9	0.8506268338223526	0.8401826484018264	0.40793201133144474	0.759	Bon	728
Tangarfa	3.73	10.1	18.2	0.8298212856761803	0.8036529680365296	0.5127478753541077	0.7586	Bon	729
Sidi Ahmed Laaroussi	3.53	9.3	20.1	0.8404907975460123	0.821917808219178	0.45892351274787524	0.7586	Bon	729
Jouamaa	4.32	11.0	14.5	0.7983462256601761	0.7831050228310502	0.6175637393767706	0.7576	Bon	731
Oulad Boughadi	4.11	10.3	16.4	0.8095492131234996	0.7990867579908676	0.5637393767705383	0.7572	Bon	732
Ayir	3.8	9.8	18.5	0.8260869565217391	0.8105022831050228	0.5042492917847026	0.757	Bon	733
Sidi Smail	4.36	11.3	14.1	0.7962123232862096	0.776255707762557	0.6288951841359773	0.7568	Bon	734
Bouguedra	4.0	9.8	17.7	0.8154174446519071	0.8105022831050228	0.5269121813031161	0.7562	Bon	735
Taouzint	3.56	9.4	20.3	0.8388903707655375	0.819634703196347	0.45325779036827185	0.756	Bon	736
Ksabi-Moulouya	4.02	9.8	17.7	0.814350493464924	0.8105022831050228	0.5269121813031161	0.7557	Bon	737
Sidi Bouzid Arragragui	3.64	9.1	20.4	0.8346225660176048	0.8264840182648402	0.4504249291784702	0.7553	Bon	738
Nouirate	3.61	9.5	20.1	0.8362229927980795	0.817351598173516	0.45892351274787524	0.7551	Bon	739
Moulay Bouzarqtoune	3.56	8.9	21.1	0.8388903707655375	0.8310502283105022	0.4305949008498583	0.7549	Bon	740
Sidi Aayad	3.3	8.9	22.4	0.852760736196319	0.8310502283105022	0.3937677053824362	0.7544	Bon	741
Tabant	4.19	10.4	16.4	0.8052814083755668	0.7968036529680365	0.5637393767705383	0.7544	Bon	741
Laamria	4.15	10.9	16.0	0.8074153107495332	0.7853881278538812	0.5750708215297451	0.7543	Bon	743
Ait Taguella	4.35	11.5	14.4	0.7967457988797013	0.771689497716895	0.6203966005665722	0.754	Bon	744
Oulad Msabbel	3.54	9.3	20.9	0.8399573219525207	0.821917808219178	0.4362606232294618	0.7538	Bon	745
Amgala	4.6	10.5	14.5	0.7834089090424113	0.7945205479452054	0.6175637393767706	0.7536	Bon	746
Tamezmoute	3.19	7.8	24.4	0.8586289677247266	0.8561643835616438	0.3371104815864022	0.7536	Bon	746
Imi-Mqourn	4.72	12.6	11.4	0.7770072019205122	0.7465753424657534	0.7053824362606231	0.7536	Bon	746
Jbiel	3.71	9.4	20.1	0.8308882368631635	0.819634703196347	0.45892351274787524	0.7531	Bon	749
Loualidia	4.89	13.1	10.1	0.767938116831155	0.7351598173515982	0.7422096317280453	0.753	Bon	750
Melg El Ouidane	4.68	12.5	11.8	0.7791411042944786	0.7488584474885844	0.6940509915014164	0.753	Bon	750
Melilia	4.11	10.5	17.0	0.8095492131234996	0.7945205479452054	0.546742209631728	0.7525	Bon	752
Sebta	4.11	10.5	17.0	0.8095492131234996	0.7945205479452054	0.546742209631728	0.7525	Bon	752
Sidi Mzal	4.57	12.3	12.7	0.7850093358228861	0.7534246575342465	0.6685552407932012	0.7522	Bon	754
Meknassa Al Gharbia	3.9	9.9	18.9	0.8207522005868232	0.8082191780821918	0.4929178470254958	0.7514	Bon	755
Tarsouat	4.09	11.3	16.4	0.8106161643104828	0.776255707762557	0.5637393767705383	0.7509	Bon	756
