commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang
Assa	1.13	3.2	1.4	0.9685249399839957	0.9611872146118722	0.9886685552407932	0.9704	Bon	109
Sidi Othmane	0.89	2.5	3.4	0.9813283542277941	0.9771689497716894	0.9320113314447592	0.9702	Bon	110
Biougra	0.97	2.7	2.8	0.9770605494798613	0.9726027397260274	0.9490084985835694	0.9701	Bon	111
Moulay Rachid	0.99	2.8	2.7	0.9759935982928781	0.9703196347031964	0.9518413597733711	0.9695	Bon	112
Ouled Salah	1.14	3.2	1.6	0.9679914643905041	0.9611872146118722	0.9830028328611898	0.969	Bon	113
Ouislane	1.16	3.3	1.4	0.9669245132035209	0.9589041095890412	0.9886685552407932	0.9689	Bon	114
Sidi Ifni	1.1	3.1	2.0	0.9701253667644705	0.9634703196347032	0.971671388101983	0.9684	Bon	115
Khémisset	1.12	3.2	1.9	0.9690584155774873	0.9611872146118722	0.9745042492917847	0.9678	Bon	116
Mers El Kheir	0.97	2.8	3.1	0.9770605494798613	0.9703196347031964	0.9405099150141643	0.9677	Bon	117
El Menzel	1.01	2.9	2.8	0.9749266471058949	0.9680365296803652	0.9490084985835694	0.9677	Bon	117
Debdou	0.99	2.9	2.9	0.9759935982928781	0.9680365296803652	0.9461756373937678	0.9676	Bon	119
Tamallalt	1.1	3.1	2.2	0.9701253667644705	0.9634703196347032	0.9660056657223796	0.9673	Bon	120
Taliouine	1.14	3.3	1.8	0.9679914643905041	0.9589041095890412	0.9773371104815864	0.9671	Bon	121
Dakhla	0.88	2.5	4.0	0.9818618298212857	0.9771689497716894	0.9150141643059491	0.9671	Bon	121
Méchouar-Kasba	1.03	3.0	2.8	0.9738596959189117	0.9657534246575342	0.9490084985835694	0.9665	Bon	123
Bni Makada	1.18	3.4	1.6	0.9658575620165377	0.95662100456621	0.9830028328611898	0.9665	Bon	123
Tétouan	1.17	3.3	1.8	0.9663910376100293	0.9589041095890412	0.9773371104815864	0.9663	Bon	125
Skhirate	1.19	3.4	1.8	0.9653240864230461	0.95662100456621	0.9773371104815864	0.9651	Bon	126
Ait Iaaza	1.16	3.3	2.1	0.9669245132035209	0.9589041095890412	0.9688385269121813	0.9649	Bon	127
Boufakrane	0.81	2.3	5.0	0.9855961589757268	0.9817351598173516	0.886685552407932	0.9647	Bon	128
Tarmigt	1.01	2.8	3.5	0.9749266471058949	0.9703196347031964	0.9291784702549575	0.9644	Bon	129
Khenifra	1.25	3.6	1.5	0.9621232328620966	0.952054794520548	0.9858356940509915	0.9638	Bon	130
Midelt	1.17	3.2	2.4	0.9663910376100293	0.9611872146118722	0.9603399433427762	0.9636	Bon	131
Taza	1.16	3.4	2.3	0.9669245132035209	0.95662100456621	0.9631728045325779	0.9631	Bon	132
Sidi Rahal	0.98	2.7	4.0	0.9765270738863697	0.9726027397260274	0.9150141643059491	0.963	Bon	133
Sefrou	1.11	3.2	2.8	0.9695918911709789	0.9611872146118722	0.9490084985835694	0.963	Bon	133
Al Hoceima	1.29	3.6	1.5	0.9599893304881302	0.952054794520548	0.9858356940509915	0.9628	Bon	135
Jamaat Shaim	1.2	3.3	2.4	0.9647906108295545	0.9589041095890412	0.9603399433427762	0.9621	Bon	136
Ait Ourir	1.11	3.1	3.1	0.9695918911709789	0.9634703196347032	0.9405099150141643	0.9619	Bon	137
Mechraa Bel Ksiri	1.28	3.7	1.6	0.9605228060816218	0.9497716894977168	0.9830028328611898	0.9618	Bon	138
Goulmima	1.06	2.9	3.7	0.972259269138437	0.9680365296803652	0.9235127478753541	0.9612	Bon	139
Lqliaa	1.29	3.7	1.7	0.9599893304881302	0.9497716894977168	0.9801699716713881	0.961	Bon	140
