commune_norm	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite	indice_transport	indice_densite_routiere	Indice_POI	Indice_accessibilite_norm	indice_transport_norm	indice_densite_routiere_norm	Indice_POI_norm
hadboumoussa	31.3	14.3	0.8285		0.5774	1.2	0.0	2.36	0.11	0.024445734734746604	0.0	0.03433364762493103	0.0049590875278948815
haddada	34.8	7.7	0.6952		0.5943	1.81	1.44	2.63	0.33	0.038902252609875475	0.03789074834227978	0.03872289234970915	0.014877262583684646
haddra	27.2	15.9	0.7618		0.5284	2.1	0.48	3.64	0.7	0.04577502340296953	0.012630249447426594	0.05514191891276803	0.031557829722967425
hadelgharbia	26.0	15.8	0.6636		0.5616	3.61	3.85	4.85	0.15	0.08156082994632133	0.10130512577623414	0.07481223786455143	0.0067623920834930205
hadkourt	26.2	14.1	0.9337		0.6536	9.24	0.0	18.46	0.07	0.2149873801708714	0.0	0.29606268491725574	0.0031557829722967433
hadsoualem	30.6	8.4	0.9602		0.801	12.69	0.0	24.64	1.84	0.2967496533990593	0.0	0.3965276197288437	0.08295200955751439
haouza	19.8	14.0	0.5197		0.3457						0.0		0.0
haouzia	31.5	9.5	0.7634		0.4897	12.5	15.38	15.4	0.95	0.2922468035691011	0.40469424271129384	0.24631791136977044	0.04282848319545579
harbil	32.8	7.7	0.9262		0.7235	7.01	13.7	5.32	1.18	0.16213814269294127	0.3604883696453007	0.08245277497805409	0.05319748439014509
harhoura	19.4	21.7	1.0		0.6935	27.54	7.69	48.53	4.85	0.6486829164247374	0.20234712135564692	0.7848944955619889	0.2186506773662743
hassan	13.7	26.3	0.9932	17.0	0.8246	53.82	17.07	87.24	25.38	1.0	0.4491632459741083	1.0	1.0
hassiberkane	27.5	15.1	0.5542		0.3934	1.36	0.24	2.54	0.11	0.028237608275764017	0.006315124723713297	0.03725981077478311	0.0049590875278948815
hattane	25.5	17.6	0.9533		0.8485	9.79	3.37	17.54	0.04	0.22802194546811871	0.08867487632880755	0.28110673992912283	0.0018033045555981388
hayhassani	22.4	13.9	0.9866	9.0	0.8169	54.81	68.27	61.51	17.85	1.0	1.0	0.9959033715902109	0.8047246579356695
haymohammadi	17.8	21.5	0.9795	1.0	0.8755	40.38	12.5	72.33	2.35	0.9529807680913845	0.3289127460267342	1.0	0.10594414264139065
helmerbaa	25.4	20.4	0.8693		0.5937	1.3	0.0	2.58	0.04	0.026815655697882485	0.0	0.03791006925252802	0.0018033045555981388
hiadna	34.0	9.7	0.7131		0.5183	0.96	0.0	1.85	0.18	0.018757924423220492	0.0	0.02604285203368349	0.008114870500191624
hilala	19.6	29.2	0.1712		0.3231	2.94	0.0	5.85	0.07	0.06568235949331093	0.0	0.09106869980817409	0.0031557829722967433
hjarennhal	34.3	7.1	0.9204		0.7379	9.59	19.71	7.26	0.22	0.22328210354184697	0.5186296179349545	0.11399031114868202	0.009918175055789763
houaraouledraho	28.9	12.3	0.7706		0.5441	1.62	0.0	3.03	0.55	0.03439940277991731	0.0	0.04522547712715821	0.02479543763947441
houderrane	22.2	22.8	0.7718		0.5881	2.04	0.0	4.06	0.04	0.044353070825088	0.0	0.06196963292908954	0.0018033045555981388
hrara	30.0	12.2	0.6625		0.5722	2.3	0.0	4.49	0.29	0.05051486532924129	0.0	0.06895991156484729	0.013073958028086505
hssaine	23.3	13.0	0.9942		0.8526	26.87	26.92	34.76	7.09	0.6328044459717271	0.7083464898431748	0.561043014598305	0.3196357324797701
hssyia	39.2	12.1	0.846		0.5899	0.69	0.0	1.36	0.07	0.012359137822753613	0.0	0.01807718568130839	0.0031557829722967433
iaazzanene	26.1	17.7	0.8838		0.6115	1.72	0.0	3.36	0.22	0.03676932374305318	0.0	0.050590109568553684	0.009918175055789763
ibdar	23.1	25.4	0.857		0.4521	4.27	0.0	8.52	0.07	0.09720230830301813	0.0	0.1344734531976466	0.0031557829722967433
ibnyacoub	26.3	21.1	0.6608		0.4863	1.57	0.0	3.12	0.04	0.03321444229834936	0.0	0.04668855870208425	0.0018033045555981388
ichamraren	30.9	18.1	0.5251		0.3086	2.56	0.0	5.12	0.0	0.05667665983339459	0.0	0.07920148258932956	0.0
idaouaazza	29.6	14.6	0.7188		0.3312	1.97	0.0	3.93	0.04	0.04269412615089288	0.0	0.0598562928764186	0.0018033045555981388
idaougailal	27.4	15.9	0.5303		0.3853	2.14	0.0	4.26	0.04	0.04672299178822389	0.0	0.06522092531781407	0.0018033045555981388
idaougnidif	16.0	30.9	0.7937		0.475	4.52	0.0	8.9	0.37	0.10312711071085782	0.0	0.14065090873622318	0.016680567139282784
idaougougmar	19.4	31.4	0.7165		0.3591	2.23	0.0	4.39	0.18	0.04885592065504618	0.0	0.06733426537048501	0.008114870500191624
idaougoummad	24.8	19.4	0.7042		0.5993	3.33	0.0	6.6	0.15	0.07492505124954087	0.0	0.10326104626589107	0.0067623920834930205
idaouguelloul	27.4	16.9	0.8391		0.5421	1.8	0.0	3.58	0.04	0.03866526051356189	0.0	0.05416653119615067	0.0018033045555981388
idaoukazzou	25.9	20.9	0.2281		0.2502	0.82	0.0	1.63	0.0	0.015440035074830261	0.0	0.022466430406086504	0.0
idaoumoumen	26.3	16.1	0.6477		0.5023	0.08	0.0	0.09	0.15	0.0	0.0	0.0	0.0067623920834930205
idelsane	29.2	15.1	0.8856		0.6395	0.46	0.0	0.75	0.4	0.006908319607541091	0.0	0.00816074389569857	0.01803304555598139
idmine	21.4	23.0	0.5549		0.3627	2.78	0.0	5.49	0.15	0.06189048595229352	0.0	0.08521637350846993	0.0067623920834930205
iferni	25.5	21.5	0.7108		0.5453	0.67	0.0	1.26	0.18	0.011885153630126441	0.0	0.016451539486946123	0.008114870500191624
ifrane	23.6	14.3	1.0	4.0	0.7864	13.32	0.48	25.16	2.97	0.3116801554668153	0.012630249447426594	0.4049809799395275	0.13389536325316181
ifraneatlassaghir	24.8	20.5	0.9119	1.0	0.6056	3.18	0.0	6.28	0.18	0.07137016980483704	0.0	0.09805897844393183	0.008114870500191624
ighil	31.3	15.6	0.5029		0.5185	0.77	0.0	1.53	0.04	0.014255074593262319	0.0	0.02084078421172424	0.0018033045555981388
ighilnoumgoun	35.2	10.6	0.45		0.3712	1.95	0.0	3.41	1.21	0.042220141958265706	0.0	0.05140293266573482	0.054549962806843696
ighoud	32.6	11.8	0.4944		0.4788	2.48	0.0	4.95	0.04	0.05478072306288588	0.0	0.0764378840589137	0.0018033045555981388
ighremnougdal	26.3	15.2	0.8598	1.0	0.5108	1.55	0.0	2.62	1.18	0.03274045810572219	0.0	0.038560327730272924	0.05319748439014509
ighzrane						4.54	0.0	9.05	0.07	0.10360109490348501	0.0	0.1430893780277666	0.0031557829722967433
igli	27.2	13.0	0.8762		0.6451	1.11	0.0	2.2	0.07	0.022312805867924314	0.0	0.03173261371395142	0.0031557829722967433
igoudarmnabha	27.1	12.7	0.839		0.5159	2.8	0.0	5.56	0.11	0.06236447014492069	0.0	0.08635432584452352	0.0049590875278948815
iguerferouane	30.4	12.7	0.5692		0.4018	1.13	0.48	1.96	0.04	0.022786790060551485	0.012630249447426594	0.027831062847481977	0.0018033045555981388
iguidi	28.5	16.6	0.4723		0.4015	1.83	0.0	3.59	0.18	0.03937623680250266	0.0	0.0543290958155869	0.008114870500191624
ihaddadene	25.5	15.8	0.8883		0.7384	8.04	1.92	14.79	0.37	0.1865483286132408	0.050520997789706375	0.23640146958416058	0.016680567139282784
ijermaouas	25.2	16.8	0.4933		0.2911	0.36	0.0	0.68	0.11	0.00453839864440521	0.0	0.007022791559644985	0.0049590875278948815
ijoukak	26.5	17.0	0.3042		0.4237	1.08	0.0	1.81	0.88	0.02160182957898355	0.0	0.02539259355593858	0.03967270022315905
ikniouen	35.2	10.5	0.7219		0.5046	2.35	0.0	4.41	0.7	0.05169982581080924	0.0	0.06765939460935748	0.031557829722967425
iksane	23.0	20.0	0.8522		0.5596	1.86	0.0	3.64	0.18	0.04008721309144342	0.0	0.05514191891276803	0.008114870500191624
imaouen	23.4	28.0	0.5201		0.2589	2.61	0.0	5.2	0.07	0.057861620314962524	0.0	0.08050199954481937	0.0031557829722967433
imgdal	27.2	17.5	0.2467		0.3567	0.31	0.0	0.56	0.15	0.00335343816283727	0.0	0.005072016126410267	0.0067623920834930205
imgrade	26.8	20.5	0.4705		0.2991	1.02	0.0	2.04	0.0	0.02017987700110202	0.0	0.02913157980297179	0.0
imider	32.9	11.5	0.8527		0.6947	0.98	0.24	1.74	0.18	0.019231908615847667	0.006315124723713297	0.024254641219884996	0.008114870500191624
imilchil	31.9	12.1	0.2209		0.2824	1.06	0.24	1.48	1.25	0.021127845386356373	0.006315124723713297	0.020027961114543105	0.05635326736244184
imilmaiss	32.9	15.2	0.5727		0.308	1.16	0.0	2.31	0.04	0.02349776634949225	0.0	0.033520824527749904	0.0018033045555981388
imimqourn	24.8	18.8	0.7536		0.5251	6.18	4.57	9.51	0.26	0.14246779869891346	0.12025049994737404	0.150567350521833	0.011721479611387902
imindounit	34.5	11.0	0.2329		0.2415	1.06	0.0	2.1	0.04	0.021127845386356373	0.0	0.03010696751958915	0.0018033045555981388
iminfast	28.9	16.8	0.7718		0.4335	0.88	0.0	1.75	0.04	0.01686198765271179	0.0	0.02441720583932122	0.0018033045555981388
iminoulaoune	31.1	12.2	0.5544		0.3603	0.94	0.0	1.73	0.4	0.018283940230593314	0.0	0.024092076600448768	0.01803304555598139
imintanoute	29.1	11.7	0.9248		0.6705	7.38	0.0	14.61	0.4	0.170906850256544	0.0	0.23347530643430853	0.01803304555598139
imintayart	12.6	39.7	0.1772		0.349	0.13	0.0	0.26	0.0	0.0	0.0	0.00019507754332347108	0.0
imintlit	29.2	18.1	0.5996		0.4018	7.02	0.0	14.04	0.0	0.16237513478925483	0.0	0.22420912312644362	0.0
imlil	27.4	15.3	0.8652		0.6855	1.26	0.0	2.45	0.15	0.025867687312628132	0.0	0.035796729199857075	0.0067623920834930205
imlili	0.2	3.4	0.9504		0.5061						0.0		0.0
immouzzerkandar	26.8	13.4	0.9317		0.7405						0.0		0.0
imoulass	25.9	19.6	0.5594		0.522	0.42	0.0	0.77	0.18	0.0059603512222867385	0.0	0.008485873134571024	0.008114870500191624
imouzzer	22.0	24.0	0.4004		0.2288	3.19	0.24	6.1	0.33	0.07160716190115063	0.006315124723713297	0.09513281529407974	0.014877262583684646
imouzzerkandar						5.32	0.0	10.09	1.4	0.12208647841594489	0.0	0.15999609844913415	0.06311565944593485
imouzzermarmoucha	26.0	15.4	0.9131		0.5773	6.7	0.24	12.75	1.25	0.15479138770722004	0.006315124723713297	0.2032382872191704	0.05635326736244184
imrabten	23.7	17.5	0.6825		0.403	1.77	0.0	3.52	0.07	0.037954284224621125	0.0	0.05319114347953331	0.0031557829722967433
imsouane	24.9	16.8	0.8235		0.4826	4.1	0.24	7.5	1.4	0.09317344266568714	0.006315124723713297	0.11789186201515146	0.06311565944593485
imzouren	27.5	13.6	0.9092		0.609	12.25	0.24	23.8	1.4	0.2863220011612614	0.006315124723713297	0.3828721916962007	0.06311565944593485
inchaden	28.1	9.0	0.9276		0.6709	3.12	7.45	1.68	0.22	0.06994821722695552	0.1960319966319336	0.023279253503267636	0.009918175055789763
inezgane	24.8	12.7	0.9732		0.7761	12.94	9.62	18.08	5.07	0.30267445580689895	0.2531312493421746	0.28988522937867905	0.2285688524220641
iounane	30.2	9.3	0.6744		0.4934	0.72	0.0	1.43	0.04	0.013070114111694378	0.0	0.019215138017361973	0.0018033045555981388
iqaddar	28.6	12.1	0.8299		0.6775	3.22	0.0	6.3	0.37	0.0723181381900914	0.0	0.09838410768280428	0.016680567139282784
irherm	22.3	17.3	0.8636		0.6308	5.91	0.0	11.59	0.59	0.13606901209844657	0.0	0.18438079136456811	0.026598742195072547
irhzrane	22.7	21.6	0.5278		0.4202						0.0		0.0
irighntahala	15.3	34.3	0.6308		0.4905	1.16	0.0	2.22	0.26	0.02349776634949225	0.0	0.03205774295282387	0.011721479611387902
irohalen	33.7	14.5	0.2259		0.2785	4.62	0.0	9.23	0.0	0.10549703167399373	0.0	0.14601554117761867	0.0
isly	32.1	9.6	0.8551		0.7219	2.52	0.24	4.75	0.37	0.05572869144814023	0.006315124723713297	0.07318659167018918	0.016680567139282784
issafen	19.4	26.8	0.6066		0.4789	0.96	0.0	1.85	0.18	0.018757924423220492	0.0	0.02604285203368349	0.008114870500191624
issaguen	32.1	8.0	0.6605		0.4839	1.37	0.24	2.37	0.55	0.028474600372077604	0.006315124723713297	0.03449621224436726	0.02479543763947441
isseksi	29.4	17.5	0.0481		0.4346	1.06	0.0	2.11	0.0	0.021127845386356373	0.0	0.030269532139025373	0.0
issen	26.7	13.3	0.9183		0.7056	2.48	0.0	4.94	0.04	0.05478072306288588	0.0	0.07627531943947748	0.0018033045555981388
itzer	25.2	16.7	0.7703		0.6513	0.9	0.0	1.72	0.22	0.017335971845338968	0.0	0.023929511981012543	0.009918175055789763
izemmouren	28.0	15.1	0.9025		0.6334	1.24	0.0	2.34	0.33	0.025393703120000957	0.0	0.03400851838605858	0.014877262583684646
iznaguen	26.4	15.8	0.7777		0.4887	1.17	0.0	2.21	0.33	0.02373475844580584	0.0	0.03189517833338764	0.014877262583684646
jaafra	33.3	10.8	0.6225		0.5108	1.26	0.0	2.52	0.0	0.025867687312628132	0.0	0.03693468153591066	0.0
jabria	33.3	12.9	0.6021		0.3372	3.24	0.0	6.47	0.0	0.07279212238271858	0.0	0.10114770621322013	0.0
jahjouh	26.3	15.7	0.8587		0.6335	2.61	0.0	5.21	0.04	0.057861620314962524	0.0	0.08066456416425559	0.0018033045555981388
jaidate	29.9	12.3	0.6784		0.5903	1.9	0.0	3.77	0.07	0.04103518147669777	0.0	0.057255258965438975	0.0031557829722967433
jamaatshaim	26.4	13.4	0.9621		0.7916	7.14	0.0	14.26	0.07	0.1652190399450179	0.0	0.2277855447540406	0.0031557829722967433
jaqma	28.9	13.6	0.8733		0.5942	4.56	0.0	9.1	0.04	0.10407507909611219	0.0	0.14390220112494773	0.0018033045555981388
jbabra	30.0	13.6	0.3167		0.1849	1.24	0.0	2.46	0.04	0.025393703120000957	0.0	0.0359592938192933	0.0018033045555981388
jbarna	24.3	17.6	0.5177		0.5001	1.48	0.0	2.94	0.04	0.03108151343152707	0.0	0.04376239555223217	0.0018033045555981388
jbellahbib	29.4	13.5	0.7111		0.6734	1.54	2.4	1.65	0.0	0.0325034660094086	0.06315124723713297	0.022791559644958957	0.0
jbiel	31.3	12.4	0.7531		0.5793	1.09	0.0	2.15	0.07	0.02183882167529714	0.0	0.03091979061677028	0.0031557829722967433
jbilate	28.2	13.2	0.6439		0.624	4.65	7.45	4.66	0.44	0.10620800796293449	0.1960319966319336	0.07172351009526313	0.019836350111579526
jdiriya	24.5	7.9	0.6613		0.4						0.0		0.0
jdour	32.9	12.4	0.6354		0.4853	1.37	0.0	2.74	0.0	0.028474600372077604	0.0	0.040511103163507645	0.0
jemaatmoulblad	27.8	18.2	0.1809		0.4788	1.01	0.0	2.03	0.0	0.019942884904788433	0.0	0.028969015183535562	0.0
jerada	23.5	16.8	0.9321		0.6798	17.22	0.0	34.23	0.55	0.4041070730291146	0.0	0.5524270897681849	0.02479543763947441
jnanebouih	34.3	10.4	0.5855		0.4998	0.93	0.0	1.84	0.04	0.01804694813427973	0.0	0.025880287414247263	0.0018033045555981388
jnanelouard	28.5	10.5	0.9016	1.0	0.5963	17.01	0.24	29.93	9.88	0.39913023900652933	0.006315124723713297	0.48252430341060754	0.4454162252327403
jorf	29.5	13.3	0.8566		0.6477	1.57	0.0	3.0	0.33	0.03321444229834936	0.0	0.04473778326884953	0.014877262583684646
jorfelmelha	29.0	10.6	0.9479		0.7125	6.84	0.0	13.51	0.4	0.15810927705561026	0.0	0.21559319829632362	0.01803304555598139
jouala	28.6	15.2	0.8241		0.5889	0.88	0.0	1.74	0.07	0.01686198765271179	0.0	0.024254641219884996	0.0031557829722967433
jouamaa	32.3	8.8	0.7576		0.5724	6.62	10.58	6.81	0.22	0.15289545093671134	0.27839174823702784	0.10667490327405182	0.009918175055789763
jraifia	4.0	12.7	0.8262		0.5308						0.0		0.0
kafelghar	25.5	19.0	0.145		0.3965	2.04	0.0	4.06	0.07	0.044353070825088	0.0	0.06196963292908954	0.0031557829722967433
kalaatbouqorra	26.1	12.9	0.557		0.5845	0.97	0.0	1.91	0.07	0.01899491651953408	0.0	0.027018239750300845	0.0031557829722967433
kalaatmgouna	32.0	11.6	0.889	1.0	0.619	5.8	0.24	10.62	2.09	0.1334620990389971	0.006315124723713297	0.16861202327925415	0.09422266303000275
kandarsidikhiar	31.4	11.1	0.4629		0.3855	1.77	0.0	3.46	0.18	0.037954284224621125	0.0	0.05221575576291595	0.008114870500191624
kariabamohamed	27.6	11.9	0.9039		0.6561	11.5	0.0	22.58	1.07	0.2685475939377423	0.0	0.363039308124981	0.04823839686225022
kariatbenaouda	29.2	12.5	0.7808		0.5298	2.33	0.24	4.52	0.0	0.05122584161818206	0.006315124723713297	0.06944760542315595	0.0
kasbatadla	24.5	16.6	0.9536		0.7829	12.8	0.0	24.62	2.46	0.2993565664585088	0.0	0.39620249048997125	0.11090323016928554
kasbatbenmchich	30.6	11.7	0.8208		0.6123	6.4	0.0	12.74	0.15	0.1476816248178124	0.0	0.20307572259973417	0.0067623920834930205
kasbatsidiabdellahbenmbarek	26.1	18.7	0.6949		0.53	0.26	0.0	0.48	0.11	0.00216847768126933	0.0	0.0037714991709204538	0.0049590875278948815
kasbattroch	29.8	15.2	0.7822		0.6046	7.43	0.0	14.85	0.04	0.17209181073811194	0.0	0.23737685730077795	0.0018033045555981388
kceibya	34.3	9.2	0.6336		0.5409	2.71	0.24	5.27	0.0	0.060231541278098405	0.006315124723713297	0.08163995188087295	0.0
kechoula	30.2	15.5	0.5247		0.4295	1.4	0.0	2.81	0.0	0.029185576661018363	0.0	0.04164905549956123	0.0
kelaatsraghna	27.4	13.5	0.9786		0.7463						0.0		0.0
kenitra	23.1	15.2	0.9912	2.0	0.8224	42.34	77.64	26.14	29.89	0.9994312189688479	1.0	0.4209123126442777	1.0
kerrouchen	25.8	16.4	0.4021		0.3738	1.56	0.0	3.1	0.04	0.032977450202035775	0.0	0.0463634294632118	0.0018033045555981388
ketama	27.6	9.8	0.7207		0.5727	1.29	0.0	2.5	0.22	0.026578663601568898	0.0	0.03660955229703821	0.009918175055789763
khalfia	27.6	18.1	0.8187		0.5783	3.34	0.0	6.66	0.07	0.07516204334585445	0.0	0.10423643398250844	0.0031557829722967433
khatazakane	27.9	14.7	0.7877		0.4792	2.72	0.24	5.27	0.07	0.060468533374412	0.006315124723713297	0.08163995188087295	0.0031557829722967433
khemisset	22.0	18.7	0.9678		0.7487	9.9	0.0	18.45	3.38	0.23062885852756823	0.0	0.2959001202978195	0.15237923494804273
khemissetchaouia	25.8	19.0	0.842		0.5732	3.83	0.0	7.64	0.04	0.08677465606522027	0.0	0.12016776668725863	0.0018033045555981388
khemissidiyahya	25.9	17.1	0.7723		0.5526	6.58	0.0	13.09	0.18	0.15194748255145699	0.0	0.2087654842800021	0.008114870500191624
khenifra	23.4	16.3	0.9638		0.7502	9.35	0.24	17.4	2.9	0.21759429323032087	0.006315124723713297	0.2788308352570157	0.13073958028086505
khlalfa	29.5	12.0	0.6736		0.5343	2.35	0.24	4.25	0.77	0.05169982581080924	0.006315124723713297	0.06505836069837785	0.03471361269526417
khmisksiba	30.1	15.3	0.4109		0.2312	2.96	0.0	5.9	0.04	0.0661563436859381	0.0	0.09188152290535523	0.0018033045555981388
khnichet	29.5	11.4	0.8384		0.5987	4.38	0.0	8.74	0.04	0.0998092213624676	0.0	0.13804987482524356	0.0018033045555981388
khouribga	25.2	16.6	0.98		0.8296	29.03	44.71	28.82	6.02	0.6839947387754621	1.0	0.46447963065318637	0.2713973356175199
khouzama	28.3	15.4	0.6048		0.3576	1.98	0.0	3.89	0.15	0.042931118247206475	0.0	0.059206034398673696	0.0067623920834930205
kissane	26.5	17.5	0.4702		0.5333	3.07	0.0	6.13	0.04	0.06876325674538757	0.0	0.09562050915238843	0.0018033045555981388
korimate	29.0	16.3	0.5905		0.4205	2.16	0.0	4.32	0.0	0.04719697598085106	0.0	0.06619631303443144	0.0
koudiatbnidghough	32.3	14.2	0.7048		0.3819	2.24	0.0	4.48	0.0	0.04909291275135977	0.0	0.06879734694541106	0.0
kouzemt	31.7	19.3	0.3226		0.3237	1.98	0.0	3.95	0.0	0.042931118247206475	0.0	0.06018142211529105	0.0
kridid	32.7	12.7	0.5858		0.4117	3.22	0.0	6.43	0.0	0.0723181381900914	0.0	0.10049744773547523	0.0
krifate	27.5	15.0	0.8681		0.6364	2.12	0.0	4.16	0.22	0.046249007595596706	0.0	0.06359527912345181	0.009918175055789763
ksabimoulouya	30.0	13.3	0.7557		0.5715	1.06	0.0	1.91	0.55	0.021127845386356373	0.0	0.027018239750300845	0.02479543763947441
ksarbjir	31.9	10.6	0.6772		0.482	0.78	0.0	1.55	0.04	0.014492066689575908	0.0	0.021165913450596693	0.0018033045555981388
ksarelkebir	25.1	15.4	0.9515		0.73	7.27	0.72	12.63	3.71	0.16829993719709455	0.01894537417113989	0.20128751178593568	0.16725649753172736
ksarelmajaz	28.7	9.7	0.7703	3.0	0.5757	5.16	6.73	5.83	1.14	0.11829460487492748	0.1770866224607937	0.09074357056930164	0.05139417983454695
ksarsghir	29.6	10.5	0.8406		0.6388	9.23	13.22	10.4	0.33	0.21475038807455782	0.34785812019787415	0.16503560165165718	0.014877262583684646
ktaoua	32.2	15.1	0.4244		0.5596	0.08	0.0	0.14	0.04	0.0	0.0	0.0	0.0018033045555981388
laagagcha	28.1	15.3	0.7961		0.5384	3.4	0.0	6.78	0.04	0.07658399592373598	0.0	0.10618720941574315	0.0018033045555981388
laajajra	32.7	11.1	0.526		0.4089	3.49	0.0	6.97	0.04	0.07871692479055828	0.0	0.10927593718503145	0.0018033045555981388
laamamra	30.2	13.7	0.5361		0.2501	2.27	0.0	4.54	0.0	0.04980388904030053	0.0	0.06977273466202842	0.0
laamria	29.7	17.0	0.7543		0.4777	1.72	0.0	3.43	0.0	0.03676932374305318	0.0	0.05172806190460728	0.0
laanoussar	29.5	13.5	0.6344		0.4463	0.92	0.0	1.82	0.04	0.017809956037966142	0.0	0.02555515817537481	0.0018033045555981388
laaouama	33.5	7.3	0.9349		0.6662	10.19	16.83	10.23	0.15	0.23750162932066224	0.4428481212503949	0.16227200312124132	0.0067623920834930205
laaouinate	27.3	15.7	0.6076		0.5599	2.68	0.0	5.3	0.15	0.05952056498915764	0.0	0.08212764573918163	0.0067623920834930205
laaounate	27.8	16.5	0.8387		0.4956	1.06	0.0	2.08	0.11	0.021127845386356373	0.0	0.029781838280716698	0.0049590875278948815
laatamna	54.8	31.3	0.8215		0.6306	6.5	0.0	12.91	0.22	0.1500515457809483	0.0	0.20583932113015002	0.009918175055789763
laatatra	29.3	12.6	0.7784		0.5764	3.52	0.0	7.03	0.04	0.07942790107949904	0.0	0.11025132490164882	0.0018033045555981388
laattaouia	30.6	10.6	0.938		0.6798	4.92	0.0	9.62	0.55	0.11260679456340136	0.0	0.1523555613356315	0.02479543763947441
laattaouiaechchaibia	30.0	12.5	0.9001		0.6527	1.32	0.0	2.61	0.07	0.027289639890509663	0.0	0.038397763110836695	0.0031557829722967433
laayoune	28.5	9.3	0.9914		0.815						0.0		0.0
labkhati	29.7	15.0	0.7868		0.5775	3.31	0.0	6.61	0.04	0.07445106705691369	0.0	0.10342361088532731	0.0018033045555981388
labouirat	32.0	6.4	0.5397		0.3214	0.39	0.0	0.7	0.18	0.0052493749333459745	0.0	0.007347920798517437	0.008114870500191624
labrikiyne	30.4	12.2	0.6847		0.4864	1.35	0.0	2.59	0.29	0.02800061617945043	0.0	0.038072633871964245	0.013073958028086505
labyar	24.5	21.3	0.8172		0.5696	2.11	0.0	4.18	0.11	0.04601201549928311	0.0	0.06392040836232425	0.0049590875278948815
lagdadra	28.9	15.7	0.4585		0.296	2.51	0.0	5.02	0.0	0.055491699351826636	0.0	0.07757583639496728	0.0
lagfaf	27.2	16.2	0.8979		0.8024	7.93	0.24	15.68	0.07	0.18394141555379137	0.006315124723713297	0.2508697207139848	0.0031557829722967433
lagfifat	25.8	14.3	0.8468		0.5201	2.04	0.0	4.07	0.04	0.044353070825088	0.0	0.062132197548525774	0.0018033045555981388
laghdir	30.5	13.4	0.5584		0.5732	1.28	0.0	2.51	0.11	0.02634167150525531	0.0	0.03677211691647443	0.0049590875278948815
laghdira	30.9	11.3	0.8284		0.5683	3.89	0.0	7.64	0.33	0.0881966086431018	0.0	0.12016776668725863	0.014877262583684646
laghnadra	30.4	14.0	0.7392		0.5396	2.18	0.0	4.35	0.04	0.047670960173478244	0.0	0.06668400689274011	0.0018033045555981388
laghnimyine	29.2	14.1	0.7986		0.4462	4.08	0.0	8.06	0.26	0.09269945847305996	0.0	0.12699548070358016	0.011721479611387902
laghoualem	27.5	15.0	0.6624		0.337	2.04	0.24	3.93	0.04	0.044353070825088	0.006315124723713297	0.0598562928764186	0.0018033045555981388
lagnadiz	29.3	15.1	0.6442		0.3681	1.68	0.0	3.35	0.0	0.03582135535779883	0.0	0.05042754494911746	0.0
lagouira	0.0	0.0	0.9873		0.5494						0.0		0.0
lahdar	27.3	16.1	0.7021		0.5689	3.34	0.0	6.67	0.04	0.07516204334585445	0.0	0.10439899860194467	0.0018033045555981388
lahouaza	27.2	16.8	0.8903		0.5655	3.05	0.0	5.96	0.33	0.06828927255276039	0.0	0.09285691062197259	0.014877262583684646
lahraouyine	28.9	9.8	0.9251		0.7711	16.93	6.01	30.12	0.33	0.3972343022360206	0.1581412482896538	0.48561303117989585	0.014877262583684646
lahsasna	29.9	12.6	0.8393		0.5443	3.89	0.0	7.75	0.07	0.0881966086431018	0.0	0.12195597750105712	0.0031557829722967433
lahsinate	27.2	17.9	0.5836		0.4533	1.9	0.0	3.78	0.04	0.04103518147669777	0.0	0.0574178235848752	0.0018033045555981388
