commune_norm	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite	indice_transport	indice_densite_routiere	Indice_POI	Indice_accessibilite_norm	indice_transport_norm	indice_densite_routiere_norm	Indice_POI_norm
boukhrisse	29.1	17.1	0.3689		0.3831	1.2	0.0	2.41	0.0	0.024445734734746604	0.0	0.03514647072211217	0.0
boukraa	22.8	15.7	0.9201		0.588						0.0		0.0
boulanouare	25.3	16.5	0.8732		0.8272	3.38	3.85	4.36	0.22	0.0761100117311088	0.10130512577623414	0.06684657151217634	0.009918175055789763
boulaouane	27.7	15.7	0.7843		0.4334	2.3	0.0	4.49	0.29	0.05051486532924129	0.0	0.06895991156484729	0.013073958028086505
boulemane	24.0	17.2	0.9447	4.0	0.678	3.36	0.24	6.36	0.55	0.07563602753848163	0.006315124723713297	0.09935949539942164	0.02479543763947441
boumaiz	29.3	12.6	0.7959		0.6755	3.7	0.0	7.37	0.07	0.08369375881314363	0.0	0.11577852196248052	0.0031557829722967433
boumalnedades	29.0	13.4	0.9455	2.0	0.7387	6.12	0.24	11.25	2.09	0.14104584612103194	0.006315124723713297	0.17885359430373643	0.09422266303000275
boumerieme	33.2	12.7	0.1989		0.229	0.51	0.0	0.99	0.07	0.00809328008910903	0.0	0.012062294762168007	0.0031557829722967433
boumia	27.1	12.9	0.9163		0.622	2.36	0.0	4.68	0.11	0.05193681790712282	0.0	0.07204863933413558	0.0049590875278948815
bounaamane	24.0	22.0	0.7975		0.4924	2.85	0.0	5.65	0.11	0.06354943062648864	0.0	0.08781740741944956	0.0049590875278948815
bounrar	27.7	18.3	0.2576		0.395	1.36	0.0	2.7	0.07	0.028237608275764017	0.0	0.03986084468576274	0.0031557829722967433
bouqachmir	25.4	17.0	0.0793		0.2928	2.56	0.0	5.12	0.0	0.05667665983339459	0.0	0.07920148258932956	0.0
bourd	27.7	14.8	0.6189		0.5415	1.5	0.0	2.99	0.04	0.031555497624154244	0.0	0.04457521864941331	0.0018033045555981388
bourrous	30.5	12.4	0.6682		0.441	1.52	0.0	3.02	0.04	0.032029481816781426	0.0	0.045062912507721986	0.0018033045555981388
bouskoura	28.5	8.4	0.988		0.7883	16.28	16.35	21.51	3.12	0.38182981597563737	0.4302178718029684	0.34564489384530483	0.14065775533665484
boutferda	32.4	10.2	0.191		0.351	1.12	0.0	2.15	0.22	0.0225497979642379	0.0	0.03091979061677028	0.009918175055789763
boutrouch	25.5	24.5	0.8071		0.4968	1.71	0.0	3.4	0.04	0.036532331646739594	0.0	0.05124036804629859	0.0018033045555981388
bouyablane	28.8	11.5	0.0601		0.1817	1.7	0.0	3.35	0.11	0.036295339550426006	0.0	0.05042754494911746	0.0049590875278948815
bouyaomar	31.2	13.1	0.7946		0.475	1.32	0.0	2.64	0.0	0.027289639890509663	0.0	0.03888545696914538	0.0
bouzemmour	29.5	21.2	0.1031		0.1507	1.27	0.0	2.53	0.04	0.026104679408941723	0.0	0.03709724615534688	0.0018033045555981388
bouzeroual	35.4	11.4	0.7248		0.5381	3.46	0.0	6.92	0.0	0.0780059485016175	0.0	0.10846311408785032	0.0
bouznika	25.6	13.1	0.9758	1.0	0.8041	4.97	0.0	8.92	2.53	0.1137917550449693	0.0	0.14097603797509564	0.11405901314158227
brachoua	25.3	16.4	0.7338		0.6131	1.47	0.0	2.87	0.18	0.03084452133521348	0.0	0.04262444321617859	0.008114870500191624
bradia	28.3	16.5	0.907		0.6502	2.11	0.0	4.16	0.15	0.04601201549928311	0.0	0.06359527912345181	0.0067623920834930205
braksa	29.5	14.2	0.7048		0.4985	3.27	0.0	6.53	0.04	0.07350309867165934	0.0	0.1021230939298375	0.0018033045555981388
brarha	26.1	17.6	0.0853		0.2725	5.58	0.0	11.16	0.0	0.1282482729200982	0.0	0.17739051272881037	0.0
brikcha	23.2	17.5	0.3962		0.4729	2.29	0.0	4.49	0.22	0.050277873232927706	0.0	0.06895991156484729	0.009918175055789763
bsara	30.3	15.1	0.6193		0.483	2.35	0.0	4.67	0.07	0.05169982581080924	0.0	0.07188607471469936	0.0031557829722967433
bzou	26.3	18.9	0.8582		0.7165	2.25	0.0	4.4	0.26	0.049329904847673356	0.0	0.06749682998992125	0.011721479611387902
chahda	28.8	15.1	0.7455		0.5951	2.23	0.0	4.45	0.04	0.04885592065504618	0.0	0.06830965308710238	0.0018033045555981388
chaibate	27.9	17.1	0.6708		0.5158	2.55	0.0	5.09	0.04	0.05643966773708099	0.0	0.07871378873102088	0.0018033045555981388
chakrane	29.7	12.8	0.2686		0.2606	1.15	0.0	2.28	0.07	0.023260774253178663	0.0	0.03303313066944122	0.0031557829722967433
charfmghogha				1.0		22.3	40.38	16.61	9.4	0.5244990579564174	1.0	0.2659882303215538	0.4237765705655626
charfsouani						47.03	18.03	80.66	6.46	1.0	0.4744237448689615	1.0	0.2912336857290994
charqaoua	30.3	13.1	0.5726		0.4993	3.02	0.0	6.02	0.04	0.06757829626381963	0.0	0.09383229833858993	0.0018033045555981388
charrate	27.7	13.0	0.8948		0.6666	6.06	0.0	12.01	0.26	0.13962389354315038	0.0	0.19120850538088963	0.011721479611387902
chbanate	27.2	15.3	0.7637		0.6647	5.32	0.0	10.61	0.07	0.12208647841594489	0.0	0.16844945865981792	0.0031557829722967433
chbika	13.7	17.6	0.4037		0.647	1.14	0.0	2.16	0.29	0.023023782156865073	0.0	0.03108235523620651	0.013073958028086505
chefchaouen	24.8	13.1	0.9764	4.0	0.7852	12.05	2.16	13.96	22.11	0.28158215923498964	0.05683612251341968	0.22290860617095382	0.9967765931068712
chichaoua	30.5	9.7	0.9389		0.7164	7.07	3.85	11.48	0.88	0.1635600952708228	0.10130512577623414	0.18259258055076963	0.03967270022315905
choara	31.2	11.7	0.8586		0.6709	2.82	0.0	5.65	0.0	0.06283845433754787	0.0	0.08781740741944956	0.0
chorfamdaghra	31.8	12.1	0.9285		0.8078	0.75	0.0	1.36	0.37	0.013781090400635142	0.0	0.01807718568130839	0.016680567139282784
chouafaa	32.9	10.1	0.6303		0.3398	4.69	0.0	9.37	0.04	0.10715597634818885	0.0	0.1482914458497258	0.0018033045555981388
chougrane	27.3	17.9	0.5276		0.4424	3.62	0.0	7.22	0.07	0.08179782204263492	0.0	0.11334005267093712	0.0031557829722967433
chouihia	24.5	18.3	0.7823		0.529	2.11	0.0	4.14	0.22	0.04601201549928311	0.0	0.06327014988457935	0.009918175055789763
chtaiba	33.5	13.5	0.7917		0.5147	1.61	0.0	3.2	0.04	0.03416241068360372	0.0	0.047989075657574064	0.0018033045555981388
chtouka	30.1	11.8	0.6366		0.4069	3.83	0.24	7.45	0.18	0.08677465606522027	0.006315124723713297	0.11707903891797034	0.008114870500191624
dakhla	28.4	5.1	0.9671		0.7515						0.0		0.0
daoura	13.6	25.5	0.7821		0.2687						0.0		0.0
darbelamri	32.5	10.8	0.7374		0.6002	1.28	0.0	2.51	0.11	0.02634167150525531	0.0	0.03677211691647443	0.0049590875278948815
darbnikarrich	28.5	11.5	0.9085		0.6125	6.06	4.57	9.22	0.4	0.13962389354315038	0.12025049994737404	0.14585297655818244	0.01803304555598139
darbouazza	28.6	8.5	0.9795	2.0	0.7577	26.7	13.46	43.54	4.44	0.6287755803343961	0.3541732449215874	0.7037747504633118	0.20016680567139342
darchaffai	31.9	12.4	0.437		0.2033	3.27	0.0	6.54	0.0	0.07350309867165934	0.0	0.10228565854927371	0.0
darchaoui	25.9	14.1	0.7721		0.5884	3.67	9.13	1.8	0.15	0.08298278252420285	0.2402378696979267	0.025230028936502356	0.0067623920834930205
darelhamra	23.1	21.6	0.4864		0.399	1.9	0.0	3.75	0.11	0.04103518147669777	0.0	0.05693012972656652	0.0049590875278948815
darelkebdani	23.1	20.3	0.8573		0.6011	1.94	0.0	3.78	0.26	0.04198314986195212	0.0	0.0574178235848752	0.011721479611387902
dargueddari	30.2	11.1	0.9198		0.7524	16.13	0.0	32.25	0.04	0.3782749345309335	0.0	0.5202392951198122	0.0018033045555981388
darjamaa	26.4	17.3	0.6256		0.4205	1.82	0.0	3.64	0.0	0.03913924470618906	0.0	0.05514191891276803	0.0
darlaaslouji	32.7	9.8	0.5983		0.4246	3.98	0.0	7.95	0.0	0.09032953750992409	0.0	0.12520726988978165	0.0
darouldzidouh	30.7	13.9	0.8507		0.6352	4.62	0.0	9.19	0.11	0.10549703167399373	0.0	0.14536528269987375	0.0049590875278948815
daroumsoltane	27.2	14.0	0.8572		0.6747	6.39	0.0	12.76	0.04	0.1474446327214988	0.0	0.20340085183860662	0.0018033045555981388
darsiaissa	29.4	14.2	0.6878		0.4729	3.75	0.0	7.47	0.07	0.08487871929471157	0.0	0.11740416815684278	0.0031557829722967433
dayataoua	31.6	9.9	0.6972		0.5393	1.38	0.0	2.67	0.22	0.028711592468391188	0.0	0.03937315082745406	0.009918175055789763
dcheira	14.9	29.0	0.8228		0.6322						0.0		0.0
dcheiraeljihadia	24.6	12.1	0.9884	1.0	0.8563	19.97	13.46	29.75	5.29	0.4692798995153513	0.3541732449215874	0.4795981402607554	0.23848702747785386
debdou	26.2	17.1	0.9676		0.7146	5.01	0.0	9.93	0.22	0.11473972343022365	0.0	0.15739506453815452	0.009918175055789763
demnate	26.8	13.0	0.9451	2.0	0.6827	7.36	0.0	14.23	1.21	0.17043286606391686	0.0	0.22729785089573193	0.054549962806843696
derdara	29.3	11.5	0.5794		0.5451	1.64	0.48	2.8	0.48	0.034873386972544475	0.012630249447426594	0.041486490880125	0.021639654667177665
deroua	29.4	9.3	0.9851		0.784	7.05	1.44	12.57	1.65	0.16308611107819562	0.03789074834227978	0.20031212406931834	0.07438631291842322
direlksiba	27.4	13.9	0.8223		0.6255	2.59	0.0	5.14	0.11	0.05738763612233534	0.0	0.079526611828202	0.0049590875278948815
dkhissa	30.5	10.7	0.8867		0.7275	2.08	0.96	3.36	0.55	0.045301039210342356	0.025260498894853187	0.050590109568553684	0.02479543763947441
douirane	32.0	12.4	0.5684		0.4761	0.71	0.0	1.38	0.11	0.01283312201538079	0.0	0.01840231492018084	0.0049590875278948815
drargua	30.6	8.2	0.9484		0.7347	6.2	10.1	5.62	1.8	0.14294178289154064	0.26576149878960126	0.08732971356114089	0.08114870500191625
driouch	28.1	12.8	0.9037		0.5958	10.07	0.0	19.56	1.43	0.23465772416489922	0.0	0.3139447930552406	0.06446813786263346
dzouz	32.4	12.8	0.8308		0.6011	1.15	0.0	2.3	0.0	0.023260774253178663	0.0	0.033358259908313675	0.0
echateaelabied	20.5	24.5	0.8718		0.5619	2.45	0.0	4.88	0.07	0.05406974677394512	0.0	0.07529993172286012	0.0031557829722967433
echchallalate	30.7	8.7	0.9434	1.0	0.7629	9.71	4.81	16.36	0.44	0.22612600869761007	0.1265656246710873	0.26192411483564815	0.019836350111579526
echemmaia	28.2	12.9	0.936		0.7321	2.79	0.0	5.33	0.62	0.06212747804860711	0.0	0.08261533959749032	0.02795122061177115
eddachra	32.5	13.8	0.8565		0.6434	0.82	0.0	1.64	0.0	0.015440035074830261	0.0	0.02262899502552273	0.0
eddir	28.2	13.3	0.7077		0.4557	0.78	0.0	1.57	0.0	0.014492066689575908	0.0	0.021491042689469147	0.0
elaamria	30.5	13.0	0.8466		0.5881	1.55	0.0	3.06	0.11	0.03274045810572219	0.0	0.04571317098546689	0.0049590875278948815
elaaroui	26.1	14.6	0.9075		0.6238	8.68	4.81	13.78	1.73	0.20171582277731046	0.1265656246710873	0.2199824430211017	0.07799292202961951
elaiounsidimellouk	25.1	16.8	0.9117		0.7057	18.01	0.24	35.66	0.55	0.42282944863788813	0.006315124723713297	0.5756738303475654	0.02479543763947441
elargoub	2.0	2.5	0.925		0.8443						0.0		0.0
elatef	33.3	9.7	0.0845		0.1567	1.85	0.0	3.68	0.04	0.03985022099512983	0.0	0.05579217739051294	0.0018033045555981388
elbahraoyine	31.7	9.0	0.9186		0.7087	5.07	8.17	5.16	0.18	0.11616167600810519	0.2149773708030735	0.07985174106707446	0.008114870500191624
elbarkanyene	21.5	21.6	0.6731		0.6204	1.42	0.0	2.69	0.37	0.02965956085364554	0.0	0.03969828006632651	0.016680567139282784
elbeddouza	31.1	11.5	0.6169		0.4367	3.08	0.0	6.08	0.22	0.06900024884170117	0.0	0.0948076860552073	0.009918175055789763
elbibane	26.2	17.4	0.5736		0.5928	1.93	0.0	3.62	0.59	0.04174615776563853	0.0	0.054816789673895576	0.026598742195072547
elborj	22.8	20.0	0.1995		0.45	1.4	0.0	2.72	0.22	0.029185576661018363	0.0	0.040185973924635195	0.009918175055789763
elborouj	27.2	13.6	0.9033	1.0	0.6677	11.67	0.0	23.14	0.48	0.2725764595750733	0.0	0.3721429268134097	0.021639654667177665
elbsabsa	33.5	13.1	0.3217		0.3762	1.54	0.0	3.07	0.0	0.0325034660094086	0.0	0.045875735604903115	0.0
elfaid	26.6	20.0	0.7259		0.4731	0.74	0.0	1.4	0.22	0.013544098304321555	0.0	0.018727444159053294	0.009918175055789763
elfida	16.8	22.2	0.9806	1.0	0.8295	56.37	18.75	99.93	3.89	1.0	0.49336911904010133	1.0	0.175371368031919
elfoqra	29.3	16.8	0.7761		0.5359	2.74	0.0	5.49	0.0	0.060942517567039174	0.0	0.08521637350846993	0.0
elgantour	28.2	14.8	0.8219		0.6654	1.81	0.0	3.61	0.04	0.038902252609875475	0.0	0.05465422505445935	0.0018033045555981388
elganzra	30.7	13.3	0.5383		0.5328	1.01	0.0	2.03	0.0	0.019942884904788433	0.0	0.028969015183535562	0.0
elgara	25.0	15.6	0.9472		0.7241	15.31	0.0	30.58	0.11	0.35884158263321936	0.0	0.4930910036739622	0.0049590875278948815
elghiate	30.8	15.4	0.4357		0.3986	1.51	0.0	3.0	0.07	0.03179248972046783	0.0	0.04473778326884953	0.0031557829722967433
elgouraani	30.6	14.7	0.7143		0.5784	1.76	0.0	3.51	0.04	0.03771729212830754	0.0	0.053028578860097084	0.0018033045555981388
elgouzate	27.9	16.1	0.2487		0.5651	5.69	0.0	11.37	0.04	0.13085518597954765	0.0	0.18080436973697112	0.0018033045555981388
elguerdane	27.0	11.7	0.9368		0.7423	13.0	0.0	25.92	0.18	0.3040964083847805	0.0	0.4173358910166807	0.008114870500191624
elhagounia	22.1	13.9	0.7105		0.6959						0.0		0.0
elhajeb	25.0	14.5	0.9793		0.7906	8.29	0.24	15.21	3.08	0.19247313102108052	0.006315124723713297	0.24322918360048212	0.13885445078105668
elhammam	23.8	19.1	0.5768		0.5244	1.3	0.0	2.55	0.15	0.026815655697882485	0.0	0.03742237539421934	0.0067623920834930205
elhamra	29.3	10.5	0.7037		0.5631	3.19	3.85	3.93	0.37	0.07160716190115063	0.10130512577623414	0.0598562928764186	0.016680567139282784
elhanchane	26.1	14.4	0.8875		0.684	4.98	0.0	9.89	0.15	0.1140287471412829	0.0	0.15674480606040964	0.0067623920834930205
elhaouafate	30.4	12.9	0.7269		0.543	3.0	0.24	5.85	0.04	0.06710431207119245	0.006315124723713297	0.09106869980817409	0.0018033045555981388
elhoceima	22.6	17.0	0.9628		0.7333	10.96	0.48	20.38	3.12	0.2557500207368086	0.012630249447426594	0.32727509184901116	0.14065775533665484
eljadida	24.5	13.9	0.9904	5.0	0.8381	41.75	31.01	55.47	23.54	0.9854486852863461	0.8159667403431223	0.89771434145073	1.0
elkbab	24.0	17.1	0.7277		0.5946	2.5	0.0	4.83	0.44	0.055254707255513055	0.0	0.07448710862567899	0.019836350111579526
elkelaadessraghna				2.0		15.52	0.0	29.55	3.71	0.36381841665580467	0.0	0.4763468478720309	0.16725649753172736
elkharroub	28.6	15.5	0.6066		0.4377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
elkoudiaelbeida	26.8	13.4	0.8671		0.6073	2.8	0.0	5.53	0.18	0.06236447014492069	0.0	0.08586663198621484	0.008114870500191624
elksiba	22.8	18.5	0.9321		0.7197	11.54	0.0	22.92	0.4	0.26949556232299665	0.0	0.36856650518581274	0.01803304555598139
elmaaderelkabir	21.0	23.1	0.9096		0.642	3.35	0.0	6.63	0.18	0.07539903544216804	0.0	0.10374874012419975	0.008114870500191624
elmaarif				5.0		54.9	40.62	75.58	24.61	1.0	1.0	1.0	1.0
elmachouarstinia	17.6	25.1	0.972		0.886						0.0		0.0
elmachouastinia				1.0		1.06	0.0	1.45	1.65	0.021127845386356373	0.0	0.019540267256234426	0.07438631291842322
elmahbass	27.3	10.0	0.8867		0.5287	0.1	0.0	0.21	0.0	0.0	0.0	0.0	0.0
elmajjatiaouledtaleb						10.48	6.01	17.16	0.51	0.24437440011375633	0.1581412482896538	0.27492928439054626	0.02299213308387627
elmansouria	26.5	12.5	0.972	1.0	0.7933	11.25	0.72	21.65	1.03	0.2626227915299026	0.01894537417113989	0.3479207985174119	0.046435092306652076
elmanzla	27.4	14.7	0.5322		0.5386	4.16	7.69	3.65	0.15	0.09459539524356868	0.20234712135564692	0.055304483532204254	0.0067623920834930205
elmarbouh	31.9	11.5	0.8021		0.6517	4.3	0.0	8.55	0.11	0.0979132845919589	0.0	0.13496114705595527	0.0049590875278948815
elmariniyine	24.6	14.9	0.9402		0.7272	22.12	1.2	37.72	14.51	0.5202332002227728	0.03157562361856649	0.609162141951428	0.6541487275432248
elmarsa	30.8	3.4	0.9749		0.7903						0.0		0.0
elmenzeh	22.9	16.5	0.9753		0.7928	8.39	6.01	12.89	0.7	0.19484305198421642	0.1581412482896538	0.20551419189127756	0.031557829722967425
elmenzel	23.6	19.7	0.9677		0.8119	8.8	0.0	17.55	0.11	0.20455972793307353	0.0	0.2812693045485591	0.0049590875278948815
elmers	26.0	18.9	0.5697		0.4928	0.57	0.0	1.08	0.15	0.009515232666990558	0.0	0.013525376337094048	0.0067623920834930205
elorjane	29.9	14.7	0.7943		0.5175	0.76	0.0	1.49	0.07	0.014018082496948732	0.0	0.020190525733979333	0.0031557829722967433
elouatia	31.7	5.4	0.9815		0.8489	13.33	0.24	26.04	1.18	0.31191714756312894	0.006315124723713297	0.4192866664499154	0.05319748439014509
eloued	28.4	12.9	0.692		0.5635	1.11	0.0	2.09	0.33	0.022312805867924314	0.0	0.029944402900152923	0.014877262583684646
elouidane	29.7	11.0	0.9061		0.6787						0.0		0.0
elyoussoufia	19.6	17.5	0.9794		0.7843	22.58	10.34	37.78	2.94	0.5311348366531977	0.2720766235133146	0.6101375296680454	0.1325428848364632
enjil	27.7	13.9	0.5556		0.5016	0.6	0.0	1.18	0.04	0.010226208955931322	0.0	0.01515102253145631	0.0018033045555981388
ennzala	33.3	11.9	0.4869		0.3551	1.19	0.0	2.32	0.15	0.024208742638433017	0.0	0.033683389147186125	0.0067623920834930205
ermila	30.3	12.3	0.7721		0.5352	1.23	0.24	2.29	0.07	0.02515671102368737	0.006315124723713297	0.033195695288877454	0.0031557829722967433
errachidia	27.8	12.1	0.9961	1.0	0.8785	11.81	1.44	20.84	4.77	0.27589434892346354	0.03789074834227978	0.3347530643430776	0.21504406825507802
errafiaya	32.1	14.3	0.8479		0.5372	1.96	0.0	3.93	0.0	0.04245713405457929	0.0	0.0598562928764186	0.0
errich	28.2	13.1	0.9843	1.0	0.8397	4.78	0.24	8.95	1.18	0.10928890521501114	0.006315124723713297	0.1414637318334043	0.05319748439014509
errissani	33.5	10.5	0.5821		0.5004	0.62	0.0	0.95	0.73	0.010700193148558499	0.0	0.0114120362844231	0.032910308139666035
errouha	35.4	10.2	0.6651		0.4981	1.06	0.0	2.1	0.04	0.021127845386356373	0.0	0.03010696751958915	0.0018033045555981388
errteb	31.2	14.6	0.8451		0.7317	0.57	0.0	0.99	0.37	0.009515232666990558	0.0	0.012062294762168007	0.016680567139282784
esbiaat	31.1	13.0	0.7175		0.5326	1.96	0.0	3.93	0.0	0.04245713405457929	0.0	0.0598562928764186	0.0
essaouira	22.1	15.6	0.9804	11.0	0.7955	8.51	2.16	7.46	20.68	0.19768695713997947	0.05683612251341968	0.11724160353740655	0.9323084552442378
essemara	28.1	8.9	0.9833		0.7406						0.0		0.0
essfalat	29.7	14.6	0.6983		0.657	1.74	0.0	3.46	0.07	0.037243307935680356	0.0	0.05221575576291595	0.0031557829722967433
essifa	33.4	11.8	0.8814		0.6217	3.12	0.0	6.22	0.04	0.06994821722695552	0.0	0.09708359072731447	0.0018033045555981388
ettaous	31.5	9.2	0.9026	1.0	0.6458	1.94	0.48	1.3	5.73	0.04198314986195212	0.012630249447426594	0.01710179796469103	0.2583233775894334
ezzaouite	31.6	16.6	0.4903		0.367	2.97	0.0	5.92	0.04	0.0663933357822517	0.0	0.09220665214422767	0.0018033045555981388
ezzhiliga	25.9	15.9	0.6711		0.4125	1.68	0.0	3.34	0.04	0.03582135535779883	0.0	0.050264980329681234	0.0018033045555981388
famelhisn	26.6	16.3	0.9373		0.6739	0.46	0.0	0.83	0.22	0.006908319607541091	0.0	0.009461260851188381	0.009918175055789763
fask	25.5	18.4	0.881		0.5885	1.31	0.0	2.51	0.29	0.027052647794196076	0.0	0.03677211691647443	0.013073958028086505
fdalate	26.7	13.6	0.9137		0.7477	4.04	0.0	8.04	0.11	0.09175149008780561	0.0	0.12667035146470768	0.0049590875278948815
fennassababelhit	28.1	17.1	0.1086		0.2965	0.69	0.0	1.38	0.0	0.012359137822753613	0.0	0.01840231492018084	0.0
ferklaeloulia	29.6	12.8	0.9272		0.785	0.57	0.0	0.76	0.95	0.009515232666990558	0.0	0.008323308515134797	0.04282848319545579
ferklaessoufla	27.5	15.0	0.8885		0.7044	3.18	0.0	6.29	0.15	0.07137016980483704	0.0	0.09822154306336806	0.0067623920834930205
fesmedina	20.8	18.9	0.9056	8.0	0.7446	21.77	3.12	34.88	16.97	0.5119384768517972	0.08209662140827287	0.5629937900315397	0.7650519577125103
fezna	31.4	13.1	0.8459		0.7127	1.16	0.0	2.14	0.44	0.02349776634949225	0.0	0.030757225997334058	0.019836350111579526
fezouane	25.8	17.0	0.7592		0.6079	3.04	0.0	5.91	0.44	0.06805228045644682	0.0	0.09204408752479144	0.019836350111579526
fezouata	36.0	11.4	0.6878		0.6013	0.98	0.0	1.91	0.11	0.019231908615847667	0.0	0.027018239750300845	0.0049590875278948815
fifi	25.9	13.2	0.5358		0.4235	0.59	0.0	1.14	0.11	0.009989216859617735	0.0	0.014500764053711403	0.0049590875278948815
figuig	20.9	23.0	0.9072		0.7746	1.21	0.0	1.25	2.94	0.02468272683106019	0.0	0.016288974867509895	0.1325428848364632
fnideq	28.6	10.3	0.9381	1.0	0.7101	9.55	3.12	16.47	1.91	0.22233413515659264	0.08209662140827287	0.26371232564944663	0.08610779252981113
foqraouledaameur	28.4	15.2	0.6992		0.3935	2.68	0.0	5.35	0.0	0.05952056498915764	0.0	0.08294046883636276	0.0
foumelanceur	29.9	12.4	0.6991		0.6479	1.27	0.0	2.49	0.11	0.026104679408941723	0.0	0.03644698767760198	0.0049590875278948815
foumeloued	29.4	8.9	0.976		0.7175						0.0		0.0
foumjemaa	26.4	16.7	0.8209		0.5928	2.61	0.0	5.2	0.07	0.057861620314962524	0.0	0.08050199954481937	0.0031557829722967433
foumoudi	29.9	12.7	0.8846		0.7727	1.02	0.0	2.02	0.04	0.02017987700110202	0.0	0.028806450564099337	0.0018033045555981388
foumzguid	30.3	14.1	0.8523		0.565	3.82	0.48	7.01	0.88	0.08653766396890668	0.012630249447426594	0.10992619566277637	0.03967270022315905
fquihbensalah	25.6	16.1	0.9513		0.7643	17.19	0.0	33.21	2.94	0.4033960967401739	0.0	0.5358454985856899	0.1325428848364632
fraita	31.7	13.3	0.7705		0.4632	1.81	0.0	3.62	0.0	0.038902252609875475	0.0	0.054816789673895576	0.0
freija	26.3	13.5	0.8597		0.5423	1.97	0.0	3.86	0.18	0.04269412615089288	0.0	0.05871834054036501	0.008114870500191624
fritissa	32.2	10.0	0.6455		0.4705	1.02	0.0	1.93	0.26	0.02017987700110202	0.0	0.0273433689891733	0.011721479611387902
gafait	24.3	18.5	0.6642		0.4823	0.84	0.0	1.69	0.0	0.015914019267457436	0.0	0.02344181812270386	0.0
galaz	26.0	17.4	0.3043		0.3949	2.44	0.0	4.86	0.07	0.053832754677631524	0.0	0.07497480248398766	0.0031557829722967433
galdamane	27.8	14.3	0.6671		0.5341	1.73	0.0	3.41	0.11	0.03700631583936677	0.0	0.05140293266573482	0.0049590875278948815
gdana	27.0	16.5	0.7304		0.5488	4.7	0.0	9.4	0.0	0.10739296844450243	0.0	0.14877913970803452	0.0
ghafsai						23.29	0.24	46.28	0.4	0.5479612754914626	0.006315124723713297	0.7483174561888379	0.01803304555598139
ghassate	26.8	18.2	0.8178		0.4559	0.61	0.0	1.12	0.26	0.010463201052244912	0.0	0.014175634814838954	0.011721479611387902
gheriselouloui	28.0	14.8	0.9227		0.7512	0.58	0.0	1.14	0.04	0.009752224763304146	0.0	0.014500764053711403	0.0018033045555981388
gherisessoufli	29.5	15.3	0.8996		0.7342	1.0	0.0	1.99	0.04	0.019705892808474845	0.0	0.02831875670579066	0.0018033045555981388
ghiataelgharbia	29.1	14.6	0.6633		0.5644	1.89	0.0	3.74	0.11	0.04079818938038418	0.0	0.0567675651071303	0.0049590875278948815
ghmate	29.1	12.8	0.7488		0.5965	4.76	6.97	5.1	0.59	0.10881492102238395	0.183401747184507	0.07887635335045709	0.026598742195072547
gleibatelfoula	5.9	26.5	0.7627		0.2658						0.0		0.0
gmassa	28.7	15.9	0.6756		0.4813	2.19	0.0	4.36	0.04	0.047907952269791824	0.0	0.06684657151217634	0.0018033045555981388
goulmima	25.4	17.0	0.9612	1.0	0.8201	6.52	0.0	12.62	1.03	0.15052552997357543	0.0	0.20112494716649945	0.046435092306652076
gourrama	32.1	12.7	0.7785		0.5886	1.23	0.0	2.44	0.04	0.02515671102368737	0.0	0.035634164580420846	0.0018033045555981388
gteter	32.8	10.3	0.5597		0.244	1.77	0.48	3.14	0.29	0.037954284224621125	0.012630249447426594	0.04701368794095671	0.013073958028086505
gueliz	20.0	16.9	0.9977	8.0	0.8005	40.42	44.47	42.09	30.19	0.9539287364766389	1.0	0.6802028806450591	1.0
guelmim	26.9	12.3	0.9859	1.0	0.7609	16.28	0.48	30.74	3.82	0.38182981597563737	0.012630249447426594	0.49569203758494185	0.17221558505962226
gueltatzemmour	13.5	19.1	0.4225		0.2071						0.0		0.0
guenfouda	25.0	16.4	0.8251		0.6027	1.92	0.0	3.78	0.15	0.04150916566932494	0.0	0.0574178235848752	0.0067623920834930205
guercif	27.4	12.4	0.9597		0.749	11.11	0.24	20.83	3.12	0.25930490218151236	0.006315124723713297	0.33459049972364135	0.14065775533665484
guerstiaallaline	31.8	12.6	0.7396		0.6202	1.08	0.0	1.93	0.59	0.02160182957898355	0.0	0.0273433689891733	0.026598742195072547
guettaya	25.7	18.6	0.7336		0.5721	3.64	0.0	7.26	0.07	0.08227180623526209	0.0	0.11399031114868202	0.0031557829722967433
gueznaia	32.1	5.7	0.9755	1.0	0.8059	16.98	33.17	13.05	2.5	0.39841926271758854	0.872802862856542	0.2081152258022572	0.11270653472488368
guigou	27.7	12.7	0.7671		0.5821	1.1	0.0	2.07	0.33	0.022075813771610726	0.0	0.02961927366128047	0.014877262583684646
guir	33.7	13.4	0.6384		0.4846	0.77	0.0	1.53	0.04	0.014255074593262319	0.0	0.02084078421172424	0.0018033045555981388
guisser	30.6	14.0	0.8192		0.64	4.3	0.24	8.42	0.07	0.0979132845919589	0.006315124723713297	0.1328478070032843	0.0031557829722967433
gzenayaeljanoubia	27.0	15.6	0.5985		0.4653	2.6	0.0	5.18	0.07	0.057624628218648936	0.0	0.0801768703059469	0.0031557829722967433
hadbouhssoussen	26.5	15.6	0.7462		0.5455	2.37	0.0	4.68	0.15	0.05217381000343641	0.0	0.07204863933413558	0.0067623920834930205
