ï»¿libelle_arabe,commune,densite,densite_norm,commune_norm
??? ?? ??,Bir Tam-Tam,8954.0,0.0157602593277432,birtamtam
??? ????,Bni Ykhlef,8928.0,0.0157144292480517,bniykhlef
??? ??????,Bni Bouchibet,8909.0,0.0156809380359695,bnibouchibet
?????,Aoufous,8886.0,0.0156403960423963,aoufous
??? ?????,Ait Ouassif,8885.0,0.0156386333470236,aitouassif
?????,Smimou,8883.0,0.0156351079562781,smimou
???????,Bounaamane,8880.0,0.0156298198701598,bounaamane
?????????,Lambarkiyne,8863.0,0.0155998540488231,lambarkiyne
??? ????,Ouaoumana,8850.0,0.0155769390089774,ouaoumana
??? ????,Ait Hadi,8844.0,0.0155663628367409,aithadi
???????,Brikcha,8777.0,0.0154482622467667,brikcha
????,M'tal,8773.0,0.0154412114652757,mtal
?????,Tissint,8773.0,0.0154412114652757,tissint
????? ????,Oulad Said,8742.0,0.0153865679087205,ouledsaid
?????????,Sahtryine,8733.0,0.0153707036503658,sahtryine
??? ????,Ait Aadel,8724.0,0.0153548393920111,aitaadel
?????? ??????,Arbaa Sahel,8709.0,0.0153283989614198,arbaasahel
?????,Iqaddar,8705.0,0.0153213481799288,iqaddar
??? ??????,Ain Zohra,8704.0,0.0153195854845561,ainzohra
??? ??????,Souk Kdim,8699.0,0.0153107720076924,soukkdim
???????,M'semrir,8686.0,0.0152878569678466,msemrir
???????,Amerzgane,8683.0,0.0152825688817284,amerzgane
??????,Idelsane,8680.0,0.0152772807956101,idelsane
????,Lehri,8669.0,0.0152578911465099,lehri
????,Tatoft,8657.0,0.0152367388020369,tatoft
??? ????,Ait Taguella,8656.0,0.0152349761066642,aittaguella
?????,Ajdir,8638.0,0.0152032475899547,ajdir
???? ????? ????????,Sidi Bouzid Arragragui,8622.0,0.0151750444639907,sidibouzidarragragui
????????,El Aamria,8614.0,0.0151609429010087,elaamria
?????,Aklim,8613.0,0.015159180205636,aklim
???? ?????,Kasbat Troch,8612.0,0.0151574175102632,kasbattroch
??????,Zaaroura,8611.0,0.0151556548148905,zaaroura
??? ?????,Ain Maatouf,8607.0,0.0151486040333995,ainmaatouf
??? ????,Ait Milk,8603.0,0.0151415532519085,aitmilk
???????,Es-Sfalat,8586.0,0.0151115874305718,essfalat
????,Siroua,8584.0,0.0151080620398263,siroua
???? ????,Sidi Moussa,8581.0,0.015102773953708,sidimoussa
?????,Amtar,8568.0,0.0150798589138623,amtar
???? ??????,Outabouabane,8558.0,0.0150622319601348,outabouabane
??? ????,Had Kourt,8554.0,0.0150551811786438,hadkourt
?????,Toubkal,8536.0,0.0150234526619344,toubkal
?????,Bouhlou,8503.0,0.0149652837146337,bouhlou
??????,Irhzrane,8498.0,0.0149564702377699,irhzrane
???????,Chtaiba,8480.0,0.0149247417210605,chtaiba
?????,Gdana,8462.0,0.014893013204351,gdana
???? ??????,Sidi Boutmim,8460.0,0.0148894878136055,sidiboutmim
??? ???????-?????,Ain Dorbane-Lahlaf,8451.0,0.0148736235552508,aindorbanelahlaf
??? ????????,Dar El Kebdani,8444.0,0.0148612846876415,darelkebdani
??? ????,Bni Snous,8432.0,0.0148401323431685,bnisnous
??????,Mzoura,8424.0,0.0148260307801865,mzoura
????,Riah,8420.0,0.0148189799986956,riah
??? ??????,Bni Boufrah,8387.0,0.0147608110513949,bniboufrah
??????,Tsaft,8377.0,0.0147431840976674,tsaft
??? ???????,Lalla Takarkoust,8368.0,0.0147273198393126,lallatakarkoust
?????????,Mrhassiyine,8352.0,0.0146991167133487,mrhassiyine
???? ????,Sidi Ghanem,8345.0,0.0146867778457394,sidighanem
?? ?????,Ben Maachou,8338.0,0.0146744389781302,benmaachou
???? ????????,Sidi Boushab,8335.0,0.0146691508920119,sidiboushab
???????,Ermila,8333.0,0.0146656255012664,ermila
?????-????,Skoura M'daz,8297.0,0.0146021684678475,skouramdaz
?????,Lagfaf,8290.0,0.0145898296002383,lagfaf
???????,Taznakht,8265.0,0.0145457622159196,taznakht
??? ???,Bni Guil,8249.0,0.0145175590899556,bniguil
??????,Allougoum,8248.0,0.0145157963945828,allougoum
??????,Gteter,8217.0,0.0144611528380276,gteter
???????,Zinat,8214.0,0.0144558647519094,zinat
????,Rima,8203.0,0.0144364751028092,rima
?????,Messassa,8195.0,0.0144223735398272,messassa
??????,Tafersit,8194.0,0.0144206108444544,tafersit
??? ????? ?????,Bni Sidel Jbel,8194.0,0.0144206108444544,bnisideljbel
??? ????,Ait Ikkou,8179.0,0.0143941704138632,aitikkou
????,Semguet,8167.0,0.0143730180693902,semguet
????? ??????,Oulad Boughadi,8146.0,0.0143360014665625,ouledboughadi
??????? ????????,Gzenaya Al Janoubia,8125.0,0.0142989848637348,gzenayaeljanoubia
?????,Allyene,8109.0,0.0142707817377708,allyene
??? ?????-??? ????,Ait Hkim-Ait Yzid,8104.0,0.0142619682609071,aithkimaityzid
?????,Tanaqoub,8097.0,0.0142496293932978,tanaqoub
??????,Boumerieme,8063.0,0.0141896977506244,boumerieme
?????,Senada,8059.0,0.0141826469691334,senada
??? ??????,Ait Taleb,8058.0,0.0141808842737606,aittaleb
?????,Assaki,8046.0,0.0141597319292877,assaki
?? ????,Foum Zguid,8044.0,0.0141562065385422,foumzguid
???? ????,Sidi Ghanem,8039.0,0.0141473930616784,sidighanem
????? ????,Oulad M'rah,8024.0,0.0141209526310872,ouledmrah
??? ??? ???,Sebt Ait Rahou,8018.0,0.0141103764588507,sebtaitrahou
??? ???????,Melg El Ouidane,8009.0,0.014094512200496,melgelouidane
??????,M'hajer,8008.0,0.0140927495051232,mhajer
??????,Talambote,8007.0,0.0140909868097505,talambote
???? ?????,Assif El Mal,8002.0,0.0140821733328867,assifelmal
??????,Fezouata,8001.0,0.014080410637514,fezouata
???????,Boudinar,7994.0,0.0140680717699047,boudinar
?????,Enjil,7982.0,0.0140469194254318,enjil
???? ????? ?????,Sidi M'hamed Chelh,7977.0,0.014038105948568,sidimhamedchelh
??????,Ouzioua,7977.0,0.014038105948568,ouzioua
???????,Boutferda,7952.0,0.0139940385642493,boutferda
?????,Iguidi,7949.0,0.0139887504781311,iguidi
????,Isly,7933.0,0.0139605473521671,isly
??????,Mrizigue,7926.0,0.0139482084845579,mrizigue
???? ???? ??????,Sidi Ahmed Cherif,7913.0,0.0139252934447121,sidiahmedcherif
??? ???????,Ait Bourzouine,7906.0,0.0139129545771029,aitbourzouine
???? ??????,Sidi Mokhfi,7896.0,0.0138953276233754,sidimokhfi
????? ??????,Oulad Chrif,7882.0,0.0138706498881569,ouledchrif
???? ????? ?????,Sidi Haj M'hamed,7880.0,0.0138671244974114,sidihajmhamed
????? ??????,Skoura Lhadra,7877.0,0.0138618364112932,skouralhadra
?????,Jahjouh,7865.0,0.0138406840668202,jahjouh
??? ?? ?????,Ait Oum El Bekht,7863.0,0.0138371586760747,aitoumelbekht
????,Arazane,7832.0,0.0137825151195195,arazane
??? ???????,Dar Gueddari,7826.0,0.013771938947283,dargueddari
?? ??????,Oum Rabia,7821.0,0.0137631254704193,oumrabia
??? ??????,Oued Jemaa,7804.0,0.0137331596490826,ouedjemaa
??????,Msila,7799.0,0.0137243461722188,msila
????? ???? ????,Oulad Hassoune Hamri,7792.0,0.0137120073046096,ouledhassounehamri
?????,Eddir,7767.0,0.0136679399202909,eddir
??????,N'kob,7742.0,0.0136238725359722,nkob
??? ?????,Bni Gmil,7741.0,0.0136221098405994,bnigmil
????? ??? ??????,Moulay Abdelkader,7740.0,0.0136203471452267,moulayabdelkader
??????,Iksane,7731.0,0.0136044828868719,iksane
????? ?????,Oulad El Garne,7722.0,0.0135886186285172,ouledelgarne
??? ?????,Ait Blal,7722.0,0.0135886186285172,aitblal
??????,Nekkour,7720.0,0.0135850932377717,nekkour
??????,Mezraoua,7711.0,0.013569228979417,mezraoua
???????,El Orjane,7706.0,0.0135604155025532,elorjane
???? ???? ??????,Sidi Ahmed Benaissa,7685.0,0.0135233988997255,sidiahmedbenaissa
???? ???????,Sidi Boulaalam,7681.0,0.0135163481182345,sidiboulaalam
????? ??? ????,N'zalat Bni Amar,7669.0,0.0134951957737615,nzalatbniamar
??????,Ouirgane,7663.0,0.013484619601525,ouirgane
???? ???????,Sidi El Rhandour,7644.0,0.0134511283894428,sidielrhandour
??? ?????,Ain Lehjer,7643.0,0.0134493656940701,ainlehjer
??? ?????,Bab Tiouka,7626.0,0.0134193998727333,babtiouka
?????,Saddina,7619.0,0.0134070610051241,saddina
???? ????,Ida Ou Aazza,7604.0,0.0133806205745329,idaouaazza
???? ????,Sidi Bettache,7592.0,0.0133594682300599,sidibettache
????? ?????,Moulay Bouazza,7588.0,0.0133524174485689,moulaybouazza
??? ???? ???????,Bni Ahmed Imoukzan,7580.0,0.0133383158855869,bniahmedimoukzan
???? ???? ????????,Sidi Aissa Regragui,7567.0,0.0133154008457412,sidiaissaregragui
????,Afra,7554.0,0.0132924858058955,afra
??? ?????,Ida-Ougoummad,7543.0,0.0132730961567952,idaougoummad
???????,Zrizer,7539.0,0.0132660453753042,zrizer
??? ?????,Ras-El-Ma,7524.0,0.013239604944713,raselma
??? ?????,Lalla Aaziza,7512.0,0.01321845260024,lallaaaziza
??????,M'garto,7508.0,0.013211401818749,mgarto
?????? ????,Agadir Melloul,7504.0,0.013204351037258,agadirmelloul
??????,M'zizel,7502.0,0.0132008256465125,mzizel
??? ?????,Ahl Ramel,7496.0,0.0131902494742761,ahlramel
????? ????,Ouled Cebbah,7489.0,0.0131779106066668,ouledcebbah
????????,El Bsabsa,7476.0,0.0131549955668211,elbsabsa
??? ????,Ait Kamra,7461.0,0.0131285551362299,aitkamra
???????,Lakhzazra,7455.0,0.0131179789639934,lakhzazra
??? ????,Ain Lahsan,7450.0,0.0131091654871296,ainlahsan
???? ?????,Hassi-Berkane,7448.0,0.0131056400963841,hassiberkane
???????,Zagmouzen,7398.0,0.0130175053277467,zagmouzen
????,Tekna,7396.0,0.0130139799370012,tekna
???????,Smia,7385.0,0.012994590287901,smia
????,Oudka,7379.0,0.0129840141156645,oudka
?????,Tabia,7354.0,0.0129399467313458,tabia
??????,Tafetachte,7342.0,0.0129187943868728,tafetachte
??? ????,Bni Arouss,7333.0,0.0129029301285181,bniarouss
?????,Khouzama,7321.0,0.0128817777840451,khouzama
??? ???????,Had Bouhssoussen,7303.0,0.0128500492673356,hadbouhssoussen
????? ?? ??????,Zaouiat Ben Hmida,7302.0,0.0128482865719629,zaouiatbenhmida
??? ???????,Sebt Azzinate,7263.0,0.0127795414524257,sebtazzinate
??????,Znada,7230.0,0.012721372505125,znada
??? ????,Ait Izdeg,7230.0,0.012721372505125,aitizdeg
???? ????,Afalla Issen,7221.0,0.0127055082467703,afallaissen
??? ???? ???????,Bni Gmil Maksouline,7214.0,0.012693169379161,bnigmilmaksouline
??? ???,Ait Hammou,7188.0,0.0126473392994696,aithammou
????? ??????,Oulad Cherki,7185.0,0.0126420512133513,ouledcherki
????,Ghassate,7158.0,0.0125944584382871,ghassate
??????,El Menzeh,7143.0,0.0125680180076959,elmenzeh
??????,Assebbab,7136.0,0.0125556791400866,assebbab
???? ??????,Talat N'yaaqoub,7134.0,0.0125521537493411,talatnyaaqoub
???? ?????,Imi-N'tlit,7123.0,0.0125327641002409,imintlit
?????,Rhafsai,7117.0,0.0125221879280044,rhafsai
??????,Imsouane,7096.0,0.0124851713251767,imsouane
????? ?????,Oulad Moumna,7092.0,0.0124781205436857,ouledmoumna
??????,Mezguita,7084.0,0.0124640189807037,mezguita
??????,Bizdad,7077.0,0.0124516801130945,bizdad
??? ???????,Oued Naanaa,7075.0,0.012448154722349,ouednaanaa
????????,Sfassif,7071.0,0.012441103940858,sfassif
???????,Taouyalte,7069.0,0.0124375785501125,taouyalte
??? ?????,Ait Mimoune,7063.0,0.012427002377876,aitmimoune
??????,Adassil,7059.0,0.012419951596385,adassil
???? ??? ??????,Sidi Abdelmoumen,7055.0,0.012412900814894,sidiabdelmoumen
??? ?????,Kaf El Ghar,7054.0,0.0124111381195213,kafelghar
??????,Ouneine,7042.0,0.0123899857750483,ouneine
??????,Ouardana,7030.0,0.0123688334305753,ouardana
??????,Lahouaza,7018.0,0.0123476810861023,lahouaza
????? ????,Oulad Aamer,6996.0,0.0123089017879019,ouledaamer
????,Bourd,6996.0,0.0123089017879019,bourd
???????,Imrabten,6982.0,0.0122842240526834,imrabten
??????,Taliouine,6969.0,0.0122613090128377,taliouine
????????,Braksa,6948.0,0.0122242924100099,braksa
??????,Eddachra,6929.0,0.0121908011979277,eddachra
?????,Ayacha,6925.0,0.0121837504164367,ayacha
??????,Tassift,6924.0,0.012181987721064,tassift
????? ????,Oulad Fennane,6912.0,0.012160835376591,ouledfennane
???? ???? ??????,Sidi Yahya Ou Saad,6911.0,0.0121590726812183,sidiyahyaousaad
???????,Lagnadiz,6905.0,0.0121484965089818,lagnadiz
???????,Imoulass,6889.0,0.0121202933830178,imoulass
????? ??????,Gheris Es-Soufli,6877.0,0.0120991410385448,gherisessoufli
???? ???? ??????,Sidi Allal Lamsadder,6875.0,0.0120956156477993,sidiallallamsadder
??????,Tazemmourt,6856.0,0.0120621244357171,tazemmourt
????????,Timoulilt,6852.0,0.0120550736542261,timoulilt
??? ???????,Bni Bouifrour,6844.0,0.0120409720912441,bnibouifrour
??????,Rouadi,6838.0,0.0120303959190076,rouadi
????,Assoul,6825.0,0.0120074808791619,assoul
???? ???? ????,Khemis Sidi Yahya,6821.0,0.0120004300976709,khemissidiyahya
??????,Askaouen,6813.0,0.0119863285346889,askaouen
?????,Kerrouchen,6794.0,0.0119528373226067,kerrouchen
????? ?????,Oulad Yaacoub,6791.0,0.0119475492364884,ouledyaacoub
?????,Barkine,6785.0,0.011936973064252,barkine
?????? ?????,Aguelmam Azegza,6779.0,0.0119263968920155,aguelmamazegza
???? ????,Sidi Lahsen,6776.0,0.0119211088058972,sidilahsen
????????,Timezgadiouine,6776.0,0.0119211088058972,timezgadiouine
???????,Atiamim,6774.0,0.0119175834151517,atiamim
??????,Maghraoua,6771.0,0.0119122953290335,maghraoua
???????,Outerbat,6763.0,0.0118981937660515,outerbat
????,Fifi,6762.0,0.0118964310706787,fifi
??????,Boulemane,6759.0,0.0118911429845605,boulemane
???? ??? ???????,Sidi Ali Labrahla,6718.0,0.0118188724742778,sidialilabrahla
??? ??????,Ras Ijerri,6707.0,0.0117994828251776,rasijerri
???? ??????,Sidi Hsaine,6706.0,0.0117977201298048,sidihsaine
?? ????,Ben Smim,6704.0,0.0117941947390593,bensmim
???????,Lagdadra,6699.0,0.0117853812621956,lagdadra
????????,Afella N'dra,6657.0,0.0117113480565402,afellandra
????? ?????,Oulad Mtaa,6638.0,0.0116778568444579,ouledmtaa
??????,Brarha,6625.0,0.0116549418046122,brarha
??? ???,Bni Oual,6623.0,0.0116514164138667,bnioual
????????,Tafraouten,6604.0,0.0116179252017845,tafraouten
??? ??????,Ain Timguenai,6598.0,0.011607349029548,aintimguenai
???? ??? ???? ?????????,Sidi Abdallah El Bouchouari,6577.0,0.0115703324267203,sidiabdallahelbouchouari
????? ??? ??????,Moulay Abdelkrim,6557.0,0.0115350785192653,moulayabdelkrim
????? ?????,Ouled Zidane,6554.0,0.0115297904331471,ouledzidane
??????,Maatarka,6552.0,0.0115262650424016,maatarka
??????,Es-Sifa,6531.0,0.0114892484395739,essifa
????? ????,Oulad Sbih,6512.0,0.0114557572274917,ouledsbih
?????,Aglif,6499.0,0.0114328421876459,aglif
??? ??????,Bni Bounsar,6495.0,0.0114257914061549,bnibounsar
??????,M'ramer,6488.0,0.0114134525385457,mramer
???,Mejji,6479.0,0.011397588280191,mejji
?????,Laghdir,6454.0,0.0113535208958722,laghdir
??? ????,Bni Harchen,6423.0,0.011298877339317,bniharchen
?????? ??????,Bouabout Amdlane,6405.0,0.0112671488226076,bouaboutamdlane
???,Tiqqi,6378.0,0.0112195560475434,tiqqi
???????,Targante,6358.0,0.0111843021400884,targante
??????,Izemmouren,6345.0,0.0111613871002427,izemmouren
????????,Saidate,6330.0,0.0111349466696514,saidate
?????,Bourrous,6316.0,0.011110268934433,bourrous
????? ????? ?????,Oulad Bouali Loued,6289.0,0.0110626761593688,ouledboualiloued
?????,Nfifa,6281.0,0.0110485745963868,nfifa
???? ???????,Oued El Makhazine,6264.0,0.0110186087750501,ouedelmakhazine
??????,Bghaghza,6238.0,0.0109727786953586,bghaghza
??? ????,Bni Khaled,6231.0,0.0109604398277494,bnikhaled
????,Adis,6227.0,0.0109533890462584,adis
???????,Mzefroune,6226.0,0.0109516263508856,mzefroune
????? ?????,Oulad Msabbel,6210.0,0.0109234232249216,ouledmsabbel
?????,Azgour,6207.0,0.0109181351388034,azgour
??? ?? ???????,Dar Oum Soltane,6184.0,0.0108775931452302,daroumsoltane
??? ??????,Dar Jamaa,6184.0,0.0108775931452302,darjamaa
???? ??? ??????,Sidi Ali Bourakba,6162.0,0.0108388138470297,sidialibourakba
??????,Meskoura,6159.0,0.0108335257609115,meskoura
?????,Ktaoua,6157.0,0.010830000370166,ktaoua
????? ??????,Rbaa El Fouki,6156.0,0.0108282376747932,rbaaelfouki
????,Mikkes,6145.0,0.010808848025693,mikkes
???? ??? ??????,Sidi Abdelkhaleq,6141.0,0.010801797244202,sidiabdelkhaleq
???????,Mazguitam,6131.0,0.0107841702904745,mazguitam
?????,Azzaba,6128.0,0.0107788822043563,azzaba
??????? ???????,M'hamid El Ghizlane,6121.0,0.010766543336747,mhamidelghizlane
?????,Tinzart,6116.0,0.0107577298598833,tinzart
???????,Tafraout,6113.0,0.0107524417737651,tafraout
???? ??? ???????,Sidi Ali El Korati,6099.0,0.0107277640385466,sidialielkorati
?????? ????? ????,Foqra Oulad Aameur,6093.0,0.0107171878663101,foqraouledaameur
??????,Tancherfi,6092.0,0.0107154251709373,tancherfi
????,Anzi,6089.0,0.0107101370848191,anzi
????? ????,Oulad Aarrad,6065.0,0.0106678323958731,ouledaarrad
???? ??? ??????,Sidi Abdeljalil,6054.0,0.0106484427467729,sidiabdeljalil
??????,Houderrane,6047.0,0.0106361038791637,houderrane
??? ???????,Sebt Ennabour,6047.0,0.0106361038791637,sebtennabour
??? ?????,Akka-Ighane,6043.0,0.0106290530976727,akkaighane
??? ??????,Ida Ou Gailal,6036.0,0.0106167142300634,idaougailal
??? ????,Ait Said,6027.0,0.0106008499717087,aitsaid
??????,Amersid,6021.0,0.0105902737994722,amersid
??? ??????,Ras Tabouda,6018.0,0.010584985713354,rastabouda
????????,Tadighoust,6016.0,0.0105814603226085,tadighoust
?? ?????? ?? ??? ???????,Si Hsaien Ben Abderrahmane,6014.0,0.010577934931863,sihsaienbenabderrahmane
??? ????,Ait Baha,6007.0,0.0105655960642537,aitbaha
?????? ??????,El Maader El Kabir,6002.0,0.01055678258739,elmaaderelkabir
???????,Taifa,5994.0,0.010542681024408,taifa
??? ???? ???????,Bni Ounjel Tafraout,5990.0,0.010535630242917,bniounjeltafraout
??????,Tassousfi,5988.0,0.0105321048521715,tassousfi
????? ??????,Oulad Boussaken,5962.0,0.01048627477248,ouledboussaken
???????,El Gouzate,5942.0,0.0104510208650251,elgouzate
?????,Kechoula,5934.0,0.0104369193020431,kechoula
?????,Assaisse,5934.0,0.0104369193020431,assaisse
??????,Amghras,5919.0,0.0104104788714519,amghras
???????? ????????,Laattaouia Ech-Chaibia,5909.0,0.0103928519177244,laattaouiaechchaibia
????? ????,Oulad Amer,5871.0,0.0103258694935599,ouledamer
????? ??????,Oulad Mkoudou,5871.0,0.0103258694935599,ouledmkoudou
??? ?????,Ait Naamane,5857.0,0.0103011917583415,aitnaamane
???????,El Bibane,5853.0,0.0102941409768505,elbibane
?????,Tighirt,5837.0,0.0102659378508865,tighirt
???? ?????,Sidi Badhaj,5835.0,0.010262412460141,sidibadhaj
??? ?????,Ida Ou Moumen,5833.0,0.0102588870693955,idaoumoumen
???????,Ezzaouite,5818.0,0.0102324466388043,ezzaouite
??????,Tazouta,5802.0,0.0102042435128403,tazouta
?????,Fezouane,5777.0,0.0101601761285216,fezouane
???????,Traiba,5773.0,0.0101531253470306,traiba
?????,Loulad,5771.0,0.0101495999562851,loulad
???? ???? ??? ???? ?? ?????,Kasbat Sidi Abdellah Ben M'barek,5767.0,0.0101425491747941,kasbatsidiabdellahbenmbarek
????? ?????,Oulad Amghar,5755.0,0.0101213968303211,ouledamghar
???? ?????,Sidi Harazem,5738.0,0.0100914310089844,sidiharazem
????,Tisqi,5734.0,0.0100843802274934,tisqi
???? ?????,Sidi Boubker,5728.0,0.0100738040552569,sidiboubker
??????,Guenfouda,5709.0,0.0100403128431747,guenfouda
???? ??????,Oued Naam,5707.0,0.0100367874524292,ouednaam
???????,Ichamraren,5705.0,0.0100332620616837,ichamraren
????????,Tafingoult,5669.0,0.0099698050282648,tafingoult
??? ??????,Ait El Farsi,5653.0,0.0099416019023008,aitelfarsi
??????,Ijoukak,5633.0,0.0099063479948458,ijoukak
??? ????,Bir Mezoui,5617.0,0.0098781448688819,birmezoui
?????,Ajdir,5608.0,0.0098622806105271,ajdir
????? ????????,Moulay Bouzarqtoune,5608.0,0.0098622806105271,moulaybouzarqtoune
??????,Tisrasse,5608.0,0.0098622806105271,tisrasse
???? ????? ????,Sidi M'hamed Dalil,5605.0,0.0098569925244089,sidimhameddalil
????,Zarkt,5601.0,0.0098499417429179,zarkt
???????,Lakhsas,5599.0,0.0098464163521724,lakhsas
???????,Chougrane,5590.0,0.0098305520938176,chougrane
??????,Timlilt,5582.0,0.0098164505308357,timlilt
??? ?????,Bni Ammart,5580.0,0.0098129251400902,bniammart
???,Akka,5575.0,0.0098041116632264,akka
????????,Maadna,5570.0,0.0097952981863627,maadna
???? ???????,Sidi El Jazouli,5554.0,0.0097670950603987,sidieljazouli
??? ?????,Bni Zrantel,5533.0,0.009730078457571,bnizrantel
?????,Tighmi,5478.0,0.0096331302120698,tighmi
????? ??? ???????,Oulad Ali Toualaa,5475.0,0.0096278421259516,ouledalitoualaa
?????,M'ssici,5455.0,0.0095925882184966,mssici
??????,Tazroute,5448.0,0.0095802493508874,tazroute
???? ????,Tizi Ouasli,5434.0,0.0095555716156689,tiziouasli
?????,Ouizeght,5430.0,0.0095485208341779,ouizeght
??? ?????,Bni Bchir,5401.0,0.0094974026683682,bnibchir
????? ????? ???????,Oulad Bouali Nouaja,5393.0,0.0094833011053862,ouledboualinouaja
????,Aguerd,5370.0,0.009442759111813,aguerd
????????,Mouarid,5316.0,0.0093475735616846,mouarid
?????,Naour,5303.0,0.0093246585218389,naour
???????,Ijermaouas,5301.0,0.0093211331310934,ijermaouas
??????,Mestegmer,5291.0,0.0093035061773659,mestegmer
??????,Ouazguita,5269.0,0.0092647268791654,ouazguita
??? ????? ????,Bni Sidel Louta,5264.0,0.0092559134023017,bnisidellouta
???? ???????,Khmis Ksiba,5249.0,0.0092294729717105,khmisksiba
????? ???? ????,Zaouiat Sidi Hamza,5248.0,0.0092277102763377,zaouiatsidihamza
???????,El Hanchane,5239.0,0.009211846017983,elhanchane
????????,Talgjount,5234.0,0.0092030325411192,talgjount
???? ???? ??????,Sidi Ahmed Essayeh,5233.0,0.0092012698457465,sidiahmedessayeh
??? ????? ????? ??????,Ait Sedrate Jebel Soufla,5228.0,0.0091924563688827,aitsedratejebelsoufla
??????,Taouzint,5217.0,0.0091730667197825,taouzint
??? ?????,Thar Es-Souk,5216.0,0.0091713040244098,tharessouk
??? ?????,Ahl Tifnoute,5196.0,0.0091360501169548,ahltifnoute
?????? ???????,Meknassa Acharqia,5187.0,0.0091201858586001,meknassaacharqia
?????,Tizguine,5179.0,0.0091060842956181,tizguine
??? ??? ????,Ait Haddou Youssef,5174.0,0.0090972708187543,aithaddouyoussef
??? ??? ??????,Ait Ali Ou Lahcen,5139.0,0.0090355764807081,aitalioulahcen
?????,Anemzi,5134.0,0.0090267630038444,anemzi
??????? ???????,Khemisset Chaouia,5103.0,0.0089721194472892,khemissetchaouia
???? ?????,Ida Ou Guelloul,5086.0,0.0089421536259525,idaouguelloul
????? ??????,Toudgha El Oulia,5084.0,0.008938628235207,toudghaeloulia
????????,M'khalif,5062.0,0.0088998489370065,mkhalif
???? ??? ??????,Jemaat Moul Blad,5051.0,0.0088804592879063,jemaatmoulblad
??????,Toughmart,5035.0,0.0088522561619423,toughmart
???????,Irohalen,5031.0,0.0088452053804513,irohalen
?????? ???????,Sahel Chamali,5028.0,0.0088399172943331,sahelchamali
??? ???,Bni Leit,5004.0,0.0087976126053871,bnileit
?????,Tafedna,4999.0,0.0087887991285234,tafedna
??????,Tamanarte,4996.0,0.0087835110424051,tamanarte
??????,Bounrar,4995.0,0.0087817483470324,bounrar
??? ????? ????? ??????,Ait Sedrate Jbel El Oulia,4978.0,0.0087517825256956,aitsedratejbeleloulia
????????,Imilmaiss,4967.0,0.0087323928765954,imilmaiss
??? ??????,Ait Ouadrim,4951.0,0.0087041897506314,aitouadrim
??? ??????,Bni Marghnine,4950.0,0.0087024270552587,bnimarghnine
?????? ??????,Timzguida-Ouftas,4946.0,0.0086953762737677,timzguidaouftas
????????,M'fassis,4937.0,0.008679512015413,mfassis
???????,Lahsinate,4932.0,0.0086706985385492,lahsinate
??? ?????,Ouad L'bour,4906.0,0.0086248684588578,ouadlbour
?????,El Mers,4887.0,0.0085913772467755,elmers
???? ??????,Sidi M'bark,4886.0,0.0085896145514028,sidimbark
???? ?????,Sidi Kaouki,4877.0,0.0085737502930481,sidikaouki
?????,Iferni,4873.0,0.0085666995115571,iferni
???? ???? ?????,Sidi Yahia Ou Youssef,4873.0,0.0085666995115571,sidiyahiaouyoussef
???????,En-Nzala,4873.0,0.0085666995115571,ennzala
???????,Timoulay,4873.0,0.0085666995115571,timoulay
??? ??? ????,Bni Abdellah,4866.0,0.0085543606439478,bniabdellah
?? ?????,Fam El Hisn,4865.0,0.0085525979485751,famelhisn
?????,Rahhala,4859.0,0.0085420217763386,rahhala
??????,Taghazout,4854.0,0.0085332082994748,taghazout
????????,Errafiaya,4832.0,0.0084944290012744,errafiaya
??????,Imgrade,4815.0,0.0084644631799377,imgrade
?????,Akarma,4795.0,0.0084292092724827,akarma
????????,Oukaimden,4790.0,0.0084203957956189,oukaimden
??????,Imgdal,4782.0,0.008406294232637,imgdal
???? ?????,Sidi Mansour,4766.0,0.008378091106673,sidimansour
???? ?????? ?? ???,Sidi H'saine Ou Ali,4762.0,0.008371040325182,sidihsaineouali
???? ???? ?????,Aarab Sebbah Gheris,4758.0,0.008363989543691,aarabsebbahgheris
??? ??????,Ait Boudaoud,4757.0,0.0083622268483183,aitboudaoud
??????,Charqaoua,4727.0,0.0083093459871358,charqaoua
???? ???? ???????,Sidi Hmad Ou M'barek,4726.0,0.0083075832917631,sidihmadoumbarek
??? ?????,Bni Hadifa,4718.0,0.0082934817287811,bnihadifa
??????,Amellagou,4706.0,0.0082723293843081,amellagou
??? ????,Ait Mait,4695.0,0.0082529397352079,aitmait
?????,Zag,4692.0,0.0082476516490896,zag
????? ??? ?????,Oulad Ali Mansour,4683.0,0.0082317873907349,ouledalimansour
??? ???,Ait Youl,4680.0,0.0082264993046166,aityoul
??? ?????,Ait Siberne,4676.0,0.0082194485231256,aitsiberne
??????? ??????,Imouzzer Marmoucha,4674.0,0.0082159231323801,imouzzermarmoucha
????,Ighil,4666.0,0.0082018215693981,ighil
???????,Taftechna,4661.0,0.0081930080925344,taftechna
??? ???,Bni Idder,4659.0,0.0081894827017889,bniidder
????? ?????,Ouled Ghziyel,4656.0,0.0081841946156707,ouledghziyel
??? ????,Bni Smir,4655.0,0.0081824319202979,bnismir
????????,Tizgzaouine,4653.0,0.0081789065295524,tizgzaouine
????? ????,Oulad Aissa,4652.0,0.0081771438341797,ouledaissa
