commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang	commune_norm
Oulad Fennane	4.58	11.7	20.7	0.7844758602293945	0.7671232876712328	0.4419263456090652	0.7108	Moyen	865	ouledfennane
Azlaf	4.88	13.1	17.6	0.7684715924246466	0.7351598173515982	0.5297450424929178	0.7107	Moyen	867	azlaf
El Hagounia	6.85	18.2	2.2	0.6633769005068019	0.6187214611872146	0.9660056657223796	0.7105	Moyen	868	elhagounia
Afra	4.15	10.0	24.9	0.8074153107495332	0.8059360730593608	0.3229461756373938	0.7101	Moyen	869	afra
M'tal	4.02	10.2	25.5	0.814350493464924	0.8013698630136986	0.3059490084985835	0.7088	Moyen	870	mtal
Ait Hkim-Ait Yzid	3.9	10.0	26.3	0.8207522005868232	0.8059360730593608	0.2832861189801698	0.7088	Moyen	870	aithkimaityzid
Laqraqra	4.64	11.6	20.9	0.781275006668445	0.769406392694064	0.4362606232294618	0.7087	Moyen	872	laqraqra
Mzoura	5.22	12.9	16.7	0.7503334222459322	0.7397260273972602	0.5552407932011332	0.7081	Moyen	873	mzoura
Ait Mzal	4.83	12.4	19.2	0.7711389703921046	0.7511415525114156	0.4844192634560906	0.7078	Moyen	874	aitmzal
Eddir	5.18	12.7	17.2	0.7524673246198987	0.7442922374429224	0.5410764872521246	0.7077	Moyen	875	eddir
Ait Saghrouchen	4.9	12.2	19.2	0.7674046412376634	0.7557077625570776	0.4844192634560906	0.7073	Moyen	876	aitsaghrouchen
Sidi Ouaaziz	5.26	13.7	15.7	0.7481995198719659	0.7214611872146119	0.5835694050991501	0.7073	Moyen	876	sidiouaaziz
Ouzioua	5.14	12.6	17.7	0.7546012269938651	0.7465753424657534	0.5269121813031161	0.7067	Moyen	878	ouzioua
Masmouda	4.4	10.9	23.3	0.7940784209122432	0.7853881278538812	0.3682719546742209	0.7063	Moyen	879	masmouda
Taounza	4.49	11.2	22.6	0.7892771405708189	0.7785388127853882	0.3881019830028327	0.7058	Moyen	880	taounza
Tamorot	4.4	10.9	23.4	0.7940784209122432	0.7853881278538812	0.3654390934844193	0.7057	Moyen	881	tamorot
Sidi Boutayeb	5.5	13.1	15.6	0.7353961056281675	0.7351598173515982	0.5864022662889519	0.7055	Moyen	882	sidiboutayeb
Argana	4.28	11.3	23.6	0.8004801280341425	0.776255707762557	0.3597733711048158	0.7051	Moyen	883	argana
Braksa	4.14	10.4	25.4	0.8079487863430248	0.7968036529680365	0.3087818696883853	0.7048	Moyen	884	braksa
Koudiat Bni Dghough	5.95	15.5	10.7	0.7113897039210456	0.6803652968036529	0.725212464589235	0.7048	Moyen	884	koudiatbnidghough
Ida-Ougoummad	4.99	12.3	19.2	0.762603360896239	0.7534246575342465	0.4844192634560906	0.7042	Moyen	886	idaougoummad
Mestegmer	5.03	12.5	18.8	0.7604694585222727	0.7488584474885844	0.4957507082152974	0.704	Moyen	887	mestegmer
Lamjaara	4.54	11.2	22.7	0.7866097626033609	0.7785388127853882	0.3852691218130311	0.7039	Moyen	888	lamjaara
Al Hamra	3.79	9.6	28.2	0.8266204321152307	0.8150684931506849	0.2294617563739376	0.7037	Moyen	889	elhamra
Oulad Fares	4.49	11.7	22.4	0.7892771405708189	0.7671232876712328	0.3937677053824362	0.7035	Moyen	890	ouledfares
Tilmi	4.54	11.8	22.1	0.7866097626033609	0.7648401826484018	0.4022662889518412	0.7032	Moyen	891	tilmi
Aghbalou Aqorar	5.61	14.4	14.0	0.7295278740997599	0.7054794520547945	0.631728045325779	0.7028	Moyen	892	aghbalouaqorar
Bni Tsiriss	4.8	11.6	21.2	0.7727393971725793	0.769406392694064	0.4277620396600566	0.7027	Moyen	893	bnitsiriss
Moulay Abdelkader	4.18	10.4	25.6	0.8058148839690584	0.7968036529680365	0.3031161473087818	0.7026	Moyen	894	moulayabdelkader
Atouabet	5.06	13.0	18.4	0.7588690317417979	0.7374429223744292	0.5070821529745042	0.7021	Moyen	895	atouabet
Lahdar	4.2	10.8	25.1	0.8047479327820752	0.7876712328767123	0.3172804532577903	0.7021	Moyen	895	lahdar
Oulad Nouel	3.77	9.2	29.1	0.8276873833022139	0.8242009132420092	0.2039660056657223	0.7019	Moyen	897	oulednouel
Tinzouline	3.7	8.7	30.1	0.8314217124566551	0.8356164383561644	0.1756373937677052	0.7015	Moyen	898	tinzouline
Amersid	4.87	11.7	21.2	0.7690050680181382	0.7671232876712328	0.4277620396600566	0.7002	Moyen	899	amersid
Bni Smir	4.57	11.8	22.5	0.7850093358228861	0.7648401826484018	0.3909348441926344	0.7001	Moyen	900	bnismir
Ain Dfali	4.23	10.4	25.8	0.8031475060016005	0.7968036529680365	0.2974504249291784	0.7001	Moyen	900	aindfali
Sgamna	5.83	15.6	12.0	0.7177914110429449	0.678082191780822	0.6883852691218131	0.7	Moyen	902	sgamna
Oulad Daoud Zkhanine	5.59	15.1	13.8	0.7305948252867431	0.6894977168949772	0.6373937677053824	0.6996	Moyen	903	ouleddaoudzkhanine
Foqra Oulad Aameur	4.98	12.9	19.4	0.7631368364897306	0.7397260273972602	0.4787535410764872	0.6992	Moyen	904	foqraouledaameur
Tamanarte	5.28	13.8	16.9	0.7471325686849827	0.7191780821917808	0.5495750708215297	0.6992	Moyen	904	tamanarte
Foum El Anceur	5.94	14.4	13.1	0.7119231795145372	0.7054794520547945	0.6572237960339944	0.6991	Moyen	906	foumelanceur
Afella N'dra	4.19	10.7	25.8	0.8052814083755668	0.7899543378995434	0.2974504249291784	0.6991	Moyen	906	afellandra
Ain Zohra	4.96	12.8	19.7	0.7642037876767138	0.7420091324200913	0.4702549575070821	0.6988	Moyen	908	ainzohra
Tagounite	5.16	13.5	17.9	0.7535342758068818	0.726027397260274	0.5212464589235127	0.6988	Moyen	908	tagounite
Ain Jemaa	4.99	12.6	19.8	0.762603360896239	0.7465753424657534	0.4674220963172804	0.6988	Moyen	908	ainjemaa
Sidi Ameur Al Hadi	4.89	12.6	20.3	0.767938116831155	0.7465753424657534	0.4532577903682718	0.6986	Moyen	911	sidiameurelhadi
Es-Sfalat	5.09	13.1	18.8	0.7572686049613231	0.7351598173515982	0.4957507082152974	0.6983	Moyen	912	essfalat
Louad Lakhdar	3.49	8.4	32.1	0.8426246999199787	0.8424657534246576	0.1189801699716712	0.6978	Moyen	913	louadlakhdar
Dayat-Aoua	4.63	11.5	23.1	0.7818084822619366	0.771689497716895	0.3739376770538243	0.6972	Moyen	914	dayataoua
Ait Mait	6.07	15.5	11.5	0.7049879967991464	0.6803652968036529	0.7025495750708215	0.6971	Moyen	915	aitmait
Mtalssa	4.34	11.4	24.6	0.7972792744731929	0.773972602739726	0.3314447592067987	0.6971	Moyen	915	mtalssa
Ouled Salmane	4.81	12.2	21.5	0.7722059215790877	0.7557077625570776	0.4192634560906515	0.6967	Moyen	917	ouledsalmane
Tounfite	5.65	14.3	15.0	0.7273939717257936	0.7077625570776256	0.603399433427762	0.6967	Moyen	917	tounfite
Souk Kdim	5.25	12.7	19.0	0.7487329954654575	0.7442922374429224	0.490084985835694	0.6957	Moyen	919	soukkdim
Aquermoud	5.28	13.8	17.6	0.7471325686849827	0.7191780821917808	0.5297450424929178	0.6953	Moyen	920	aquermoud
Haddada	5.39	13.3	17.7	0.7412643371565751	0.730593607305936	0.5269121813031161	0.6952	Moyen	921	haddada
Kasbat Sidi Abdellah Ben M'barek	4.38	11.4	24.8	0.7951453720992265	0.773972602739726	0.3257790368271954	0.6949	Moyen	922	kasbatsidiabdellahbenmbarek
Ouled Said Loued	5.61	14.5	15.5	0.7295278740997599	0.7031963470319634	0.5892351274787535	0.6936	Moyen	923	ouledsaidloued
Anzi	4.81	12.6	21.6	0.7722059215790877	0.7465753424657534	0.4164305949008497	0.6934	Moyen	924	anzi
Majmaa Tolba	5.57	13.2	17.3	0.7316617764737263	0.7328767123287672	0.5382436260623229	0.6933	Moyen	925	majmaatolba
Moulay Bouazza	6.0	16.1	11.9	0.7087223259535876	0.6666666666666666	0.6912181303116147	0.6926	Moyen	926	moulaybouazza
Sidi Aissa Ben Slimane	5.22	12.9	19.5	0.7503334222459322	0.7397260273972602	0.4759206798866855	0.6923	Moyen	927	sidiaissabenslimane
Tizgane	4.94	12.6	21.2	0.765270738863697	0.7465753424657534	0.4277620396600566	0.6922	Moyen	928	tizgane
Tigrigra	5.7	14.1	15.8	0.7247265937583356	0.7123287671232876	0.5807365439093484	0.6922	Moyen	928	tigrigra
Ait Abdallah	4.8	12.0	22.6	0.7727393971725793	0.7602739726027397	0.3881019830028327	0.6921	Moyen	930	aitabdallah
Mzamza Janoubia	4.89	11.9	22.3	0.767938116831155	0.7625570776255708	0.3966005665722378	0.6921	Moyen	930	mzamzajanoubia
Al Oued	4.17	10.5	27.4	0.80634835956255	0.7945205479452054	0.2521246458923513	0.692	Moyen	932	eloued
Sidi Mohammed Ben Rahal	5.3	13.7	18.2	0.7460656174979995	0.7214611872146119	0.5127478753541077	0.692	Moyen	932	sidimohammedbenrahal
Zaouiat Saiss	4.81	11.8	23.0	0.7722059215790877	0.7648401826484018	0.376770538243626	0.6909	Moyen	934	zaouiatsaiss
Sebt Saiss	5.18	13.1	19.7	0.7524673246198987	0.7351598173515982	0.4702549575070821	0.6908	Moyen	935	sebtsaiss
Bni Gmil	4.18	10.5	27.6	0.8058148839690584	0.7945205479452054	0.2464589235127477	0.6906	Moyen	936	bnigmil
Sidi Lamine	5.85	15.5	13.7	0.7167244598559617	0.6803652968036529	0.6402266288951841	0.6905	Moyen	937	sidilamine
M'saada	4.72	11.9	23.4	0.7770072019205122	0.7625570776255708	0.3654390934844193	0.6904	Moyen	938	msaada
Fezouata	4.24	10.5	27.8	0.8026140304081089	0.7945205479452054	0.2407932011331444	0.6878	Moyen	939	fezouata
Dar Si Aissa	5.11	13.4	20.2	0.7562016537743398	0.728310502283105	0.4560906515580736	0.6878	Moyen	939	darsiaissa
Tizi Ouasli	5.45	14.1	17.8	0.7380634835956255	0.7123287671232876	0.5240793201133144	0.6875	Moyen	941	tiziouasli
Lamharra	4.49	11.0	26.1	0.7892771405708189	0.7831050228310502	0.2889518413597732	0.6874	Moyen	942	lamharra
Ait Ouribel	5.29	13.3	19.9	0.7465990930914911	0.730593607305936	0.4645892351274787	0.6854	Moyen	943	aitouribel
Tiglit	4.23	11.0	27.7	0.8031475060016005	0.7831050228310502	0.2436260623229461	0.6852	Moyen	944	tiglit
Majjat	5.22	13.4	20.2	0.7503334222459322	0.728310502283105	0.4560906515580736	0.6849	Moyen	945	majjat
Labrikiyne	4.2	10.2	28.9	0.8047479327820752	0.8013698630136986	0.2096317280453257	0.6847	Moyen	946	labrikiyne
Targante	5.1	13.0	21.3	0.7567351293678315	0.7374429223744292	0.4249291784702549	0.6846	Moyen	947	targante
Ait El Farsi	5.9	14.8	15.4	0.7140570818885036	0.6963470319634704	0.5920679886685551	0.6843	Moyen	948	aitelfarsi
Sidi Abdellah Al Khayat	5.46	14.2	18.5	0.7375300080021339	0.7100456621004566	0.5042492917847026	0.6826	Moyen	949	sidiabdellahelkhayat
Imrabten	6.04	15.6	14.1	0.7065884235796213	0.678082191780822	0.6288951841359773	0.6825	Moyen	950	imrabten
Tnine Amellou	4.84	12.2	23.9	0.770605494798613	0.7557077625570776	0.3512747875354107	0.6823	Moyen	951	tnineamellou
Ait Ouaarda	5.15	13.4	21.0	0.7540677514003734	0.728310502283105	0.43342776203966	0.6822	Moyen	952	aitouaarda
Lamrasla	5.04	12.8	22.3	0.7599359829287811	0.7420091324200913	0.3966005665722378	0.6819	Moyen	953	lamrasla
Adrej	4.81	12.4	24.0	0.7722059215790877	0.7511415525114156	0.348441926345609	0.6811	Moyen	954	adrej
Tidili Mesfioua	5.16	13.3	21.3	0.7535342758068818	0.730593607305936	0.4249291784702549	0.6809	Moyen	955	tidilimesfioua
Tizguite	5.86	14.5	16.6	0.71619098426247	0.7031963470319634	0.5580736543909348	0.6807	Moyen	956	tizguite
Oulad Freiha	4.28	10.8	28.6	0.8004801280341425	0.7876712328767123	0.2181303116147307	0.6802	Moyen	957	ouledfreiha
Semguet	5.59	14.3	18.2	0.7305948252867431	0.7077625570776256	0.5127478753541077	0.6802	Moyen	957	semguet
Tiouli	5.77	14.8	16.8	0.7209922646038944	0.6963470319634704	0.5524079320113313	0.6799	Moyen	959	tiouli
Bni Smih	4.61	11.7	26.0	0.7828754334489197	0.7671232876712328	0.291784702549575	0.6799	Moyen	959	bnismih
Tamaloukte	5.54	13.8	19.1	0.7332622032542011	0.7191780821917808	0.4872521246458923	0.6798	Moyen	961	tamaloukte
Steha	5.24	13.0	21.7	0.7492664710589491	0.7374429223744292	0.4135977337110481	0.6786	Moyen	962	steha
Jaidate	5.18	12.6	22.5	0.7524673246198987	0.7465753424657534	0.3909348441926344	0.6784	Moyen	963	jaidate
Bni Darkoul	4.67	12.1	25.6	0.7796745798879702	0.7579908675799086	0.3031161473087818	0.6779	Moyen	964	bnidarkoul
Smia	6.6	17.5	10.0	0.6767137903440918	0.634703196347032	0.745042492917847	0.6778	Moyen	965	smia
Ksar Bjir	5.69	13.6	19.1	0.7252600693518272	0.7237442922374429	0.4872521246458923	0.6772	Moyen	966	ksarbjir
Ait Belkacem	5.04	12.8	23.3	0.7599359829287811	0.7420091324200913	0.3682719546742209	0.6762	Moyen	967	aitbelkacem
Zaggota	4.72	11.7	26.2	0.7770072019205122	0.7671232876712328	0.2861189801699716	0.6759	Moyen	968	zaggota
Outerbat	5.65	14.4	18.6	0.7273939717257936	0.7054794520547945	0.5014164305949007	0.6756	Moyen	969	outerbat
Gmassa	4.04	10.5	30.9	0.8132835422779408	0.7945205479452054	0.1529745042492917	0.6756	Moyen	969	gmassa
Tilemzoun	6.93	20.0	5.9	0.659109095758869	0.5776255707762556	0.8611898016997167	0.6751	Moyen	971	tilemzoun
Iounane	5.06	12.9	23.4	0.7588690317417979	0.7397260273972602	0.3654390934844193	0.6744	Moyen	972	iounane
Mejji	5.41	13.9	20.6	0.7401973859695918	0.7168949771689497	0.4447592067988668	0.6741	Moyen	973	mejji
Ait Ouabelli	5.25	13.5	21.9	0.7487329954654575	0.726027397260274	0.4079320113314447	0.6738	Moyen	974	aitouabelli
Khlalfa	5.33	13.3	21.8	0.7444651907175247	0.730593607305936	0.4107648725212464	0.6736	Moyen	975	khlalfa
Ait Sedrate Sahl El-Gharbia	5.85	14.2	18.3	0.7167244598559617	0.7100456621004566	0.5099150141643058	0.6734	Moyen	976	aitsedratesahlelgharbia
Zaouiat Ben Hmida	5.25	13.0	22.6	0.7487329954654575	0.7374429223744292	0.3881019830028327	0.6732	Moyen	977	zaouiatbenhmida
Al Barkanyene	4.69	11.4	27.2	0.7786076287009869	0.773972602739726	0.2577903682719547	0.6731	Moyen	978	elbarkanyene
Ait Ammar	4.63	11.7	27.3	0.7818084822619366	0.7671232876712328	0.2549575070821529	0.672	Moyen	979	aitammar
Ouirgane	5.52	13.4	21.2	0.7343291544411843	0.728310502283105	0.4277620396600566	0.6712	Moyen	980	ouirgane
Ezzhiliga	6.08	15.7	15.8	0.7044545212056549	0.6757990867579908	0.5807365439093484	0.6711	Moyen	981	ezzhiliga
Chaibate	5.21	13.1	23.1	0.7508668978394238	0.7351598173515982	0.3739376770538243	0.6708	Moyen	982	chaibate
Bni Tadjite	6.55	16.6	12.7	0.6793811683115498	0.6552511415525113	0.6685552407932012	0.67	Moyen	983	bnitadjite
Bni Oukil Oulad M'hand	5.19	13.2	23.3	0.751933849026407	0.7328767123287672	0.3682719546742209	0.6695	Moyen	984	bnioukilouledmhand
Tanalt	4.87	12.4	25.8	0.7690050680181382	0.7511415525114156	0.2974504249291784	0.6693	Moyen	985	tanalt
Bourrous	5.08	12.9	24.4	0.7578020805548147	0.7397260273972602	0.3371104815864022	0.6682	Moyen	986	bourrous
Bni Bounsar	4.17	10.7	31.4	0.80634835956255	0.7899543378995434	0.1388101983002833	0.6679	Moyen	987	bnibounsar
Galdamane	6.67	16.3	13.0	0.6729794611896506	0.6621004566210045	0.660056657223796	0.6671	Moyen	988	galdamane
Tamaguert	4.97	12.0	26.2	0.7636703120832222	0.7602739726027397	0.2861189801699716	0.6671	Moyen	988	tamaguert
Ait Yadine	5.83	14.6	19.1	0.7177914110429449	0.7009132420091324	0.4872521246458923	0.6666	Moyen	990	aityadine
Sidi Ali Labrahla	4.9	12.2	26.4	0.7674046412376634	0.7557077625570776	0.2804532577903682	0.6665	Moyen	991	sidialilabrahla
Sidi Ahmed Benaissa	4.49	11.5	29.2	0.7892771405708189	0.771689497716895	0.2011331444759206	0.6664	Moyen	992	sidiahmedbenaissa
Amellagou	5.16	12.5	25.0	0.7535342758068818	0.7488584474885844	0.320113314447592	0.6654	Moyen	993	amellagou
Errouha	4.65	10.9	29.4	0.7807415310749533	0.7853881278538812	0.1954674220963173	0.6651	Moyen	994	errouha
Bni Leit	4.78	11.8	27.8	0.7738063483595625	0.7648401826484018	0.2407932011331444	0.6645	Moyen	995	bnileit
Gafait	6.42	15.8	15.3	0.6863163510269406	0.6735159817351597	0.5949008498583569	0.6642	Moyen	996	gafait
Tamegroute	4.39	11.7	29.9	0.7946118965057349	0.7671232876712328	0.1813031161473087	0.6637	Moyen	997	tamegroute
Had Al Gharbia	5.05	12.7	25.6	0.7594025073352895	0.7442922374429224	0.3031161473087818	0.6636	Moyen	998	hadelgharbia
Ghiata Al Gharbia	6.27	15.6	16.4	0.6943184849293145	0.678082191780822	0.5637393767705383	0.6633	Moyen	999	ghiataelgharbia
Ait Saadelli	5.22	13.1	24.4	0.7503334222459322	0.7351598173515982	0.3371104815864022	0.6631	Moyen	1000	aitsaadelli
Nihit	5.22	13.2	24.3	0.7503334222459322	0.7328767123287672	0.3399433427762038	0.663	Moyen	1001	nihit
Hrara	5.35	13.6	23.3	0.7433982395305415	0.7237442922374429	0.3682719546742209	0.6625	Moyen	1002	hrara
Sidi Ishaq	5.95	15.0	18.8	0.7113897039210456	0.6917808219178082	0.4957507082152974	0.6624	Moyen	1003	sidiishaq
Laghoualem	4.79	11.9	28.0	0.7732728727660709	0.7625570776255708	0.235127478753541	0.6624	Moyen	1003	laghoualem
Moulay Ahmed Cherif	5.77	14.4	20.4	0.7209922646038944	0.7054794520547945	0.4504249291784702	0.6622	Moyen	1005	moulayahmedcherif
Sidi Ali Bourakba	5.22	13.2	24.5	0.7503334222459322	0.7328767123287672	0.3342776203966004	0.6619	Moyen	1006	sidialibourakba
Oulad Boussaken	5.86	15.2	19.1	0.71619098426247	0.687214611872146	0.4872521246458923	0.6617	Moyen	1007	ouledboussaken
Zerkten	5.1	12.3	26.2	0.7567351293678315	0.7534246575342465	0.2861189801699716	0.6616	Moyen	1008	zerkten
Jdiriya	6.22	15.1	17.6	0.6969858628967724	0.6894977168949772	0.5297450424929178	0.6613	Moyen	1009	jdiriya
Sidi Mohamed Benmansour	5.69	14.1	21.3	0.7252600693518272	0.7123287671232876	0.4249291784702549	0.6613	Moyen	1009	sidimohamedbenmansour
Oulad Boubker	6.3	17.1	14.9	0.6927180581488397	0.6438356164383561	0.6062322946175637	0.6608	Moyen	1011	ouledboubker
Oulad Imloul	5.32	13.3	24.1	0.7449986663110162	0.730593607305936	0.3456090651558072	0.6608	Moyen	1011	ouledimloul
Ibn Yacoub	5.99	14.5	19.5	0.7092558015470792	0.7031963470319634	0.4759206798866855	0.6608	Moyen	1011	ibnyacoub
Issaguen	4.52	11.0	30.7	0.7876767137903441	0.7831050228310502	0.1586402266288951	0.6605	Moyen	1014	issaguen
Sidi Allal Lamsadder	4.92	12.1	27.5	0.7663376900506802	0.7579908675799086	0.2492917847025495	0.6604	Moyen	1015	sidiallallamsadder
Tidzi	4.94	12.3	27.3	0.765270738863697	0.7534246575342465	0.2549575070821529	0.6597	Moyen	1016	tidzi
Bab Marzouka	6.33	15.6	16.8	0.6911176313683649	0.678082191780822	0.5524079320113313	0.6595	Moyen	1017	babmarzouka
Oulad Bouali Nouaja	5.81	14.8	20.3	0.718858362229928	0.6963470319634704	0.4532577903682718	0.659	Moyen	1018	ouledboualinouaja
Sidi Abdellah Ou Belaid	5.99	15.2	19.0	0.7092558015470792	0.687214611872146	0.490084985835694	0.6588	Moyen	1019	sidiabdellahoubelaid
Aqsri	5.85	14.5	20.6	0.7167244598559617	0.7031963470319634	0.4447592067988668	0.6583	Moyen	1020	aqsri
Bou-Azmou	4.79	11.8	28.9	0.7732728727660709	0.7648401826484018	0.2096317280453257	0.658	Moyen	1021	bouazmou
Oulad Hamdane	5.88	14.5	20.6	0.7151240330754869	0.7031963470319634	0.4447592067988668	0.6575	Moyen	1022	ouledhamdane
Ben Khlil	6.24	16.5	16.5	0.6959189117097893	0.6575342465753424	0.5609065155807365	0.6574	Moyen	1023	benkhlil
Oulad Yahia Lagraire	5.61	14.2	22.4	0.7295278740997599	0.7100456621004566	0.3937677053824362	0.6565	Moyen	1024	ouledyahialagraire
Meskoura	6.47	17.5	14.5	0.6836489730594826	0.634703196347032	0.6175637393767706	0.6557	Moyen	1025	meskoura
Lamzoudia	5.59	14.1	22.8	0.7305948252867431	0.7123287671232876	0.3824362606232294	0.6555	Moyen	1026	lamzoudia
Ras El Ain	5.14	13.5	25.7	0.7546012269938651	0.726027397260274	0.3002832861189801	0.6552	Moyen	1027	raselain
Sfassif	5.0	12.5	27.7	0.7620698853027474	0.7488584474885844	0.2436260623229461	0.6544	Moyen	1028	sfassif
Anfeg	6.9	18.7	11.4	0.6607095225393438	0.6073059360730593	0.7053824362606231	0.6536	Moyen	1029	anfeg
Tazouta	6.28	16.0	17.6	0.6937850093358229	0.6689497716894977	0.5297450424929178	0.6535	Moyen	1030	tazouta
Tanaqoub	5.99	15.0	20.2	0.7092558015470792	0.6917808219178082	0.4560906515580736	0.6534	Moyen	1031	tanaqoub
Oulad Aissa	6.173333333333334	15.166666666666666	19.166666666666668	0.6994754156663999	0.6879756468797564	0.4853635505193577	0.6532	Moyen	1032	ouledaissa
Tafetachte	5.7	14.4	22.4	0.7247265937583356	0.7054794520547945	0.3937677053824362	0.6528	Moyen	1033	tafetachte
Ait Hani	5.42	13.2	25.3	0.7396639103761002	0.7328767123287672	0.3116147308781869	0.652	Moyen	1034	aithani
Ounagha	5.56	14.2	23.5	0.7321952520672179	0.7100456621004566	0.3626062322946175	0.6516	Moyen	1035	ounagha
Mezraoua	5.17	12.5	27.6	0.7530008002133902	0.7488584474885844	0.2464589235127477	0.6504	Moyen	1036	mezraoua
Ain Lahsan	5.78	13.9	23.1	0.7204587890104028	0.7168949771689497	0.3739376770538243	0.6501	Moyen	1037	ainlahsan
Ahdil	5.3	12.7	27.0	0.7460656174979995	0.7442922374429224	0.263456090651558	0.649	Moyen	1038	ahdil
Ida Ou Moumen	5.72	13.9	23.8	0.7236596425713524	0.7168949771689497	0.3541076487252124	0.6477	Moyen	1039	idaoumoumen
Ait Hammou	6.55	16.8	16.5	0.6793811683115498	0.6506849315068493	0.5609065155807365	0.6471	Moyen	1040	aithammou
Adar	6.62	17.5	15.5	0.6756468391571087	0.634703196347032	0.5892351274787535	0.6461	Moyen	1041	adar
Sidi Bouhria	6.84	16.9	15.3	0.6639103761002935	0.6484018264840183	0.5949008498583569	0.6455	Moyen	1042	sidibouhria
Fritissa	6.26	15.6	19.6	0.6948519605228061	0.678082191780822	0.4730878186968837	0.6455	Moyen	1042	fritissa
Oulad Sbaita	6.06	15.4	21.0	0.7055214723926381	0.682648401826484	0.43342776203966	0.6442	Moyen	1044	ouledsbaita
Lagnadiz	5.14	12.7	28.6	0.7546012269938651	0.7442922374429224	0.2181303116147307	0.6442	Moyen	1044	lagnadiz
Jbilate	5.76	13.8	24.4	0.721525740197386	0.7191780821917808	0.3371104815864022	0.6439	Moyen	1046	jbilate
Bni Arouss	4.81	12.0	31.1	0.7722059215790877	0.7602739726027397	0.1473087818696883	0.6436	Moyen	1047	bniarouss
Almis Marmoucha	5.85	14.7	23.0	0.7167244598559617	0.6986301369863014	0.376770538243626	0.6433	Moyen	1048	almismarmoucha
Sidi Mohamed Lahmar	5.28	13.2	27.6	0.7471325686849827	0.7328767123287672	0.2464589235127477	0.6427	Moyen	1049	sidimohamedlahmar
Ain Sbit	6.45	15.8	19.0	0.6847159242464658	0.6735159817351597	0.490084985835694	0.6424	Moyen	1050	ainsbit
Mrizigue	5.69	14.5	24.3	0.7252600693518272	0.7031963470319634	0.3399433427762038	0.6416	Moyen	1051	mrizigue
Bni Bouzra	5.6	13.6	25.8	0.7300613496932515	0.7237442922374429	0.2974504249291784	0.6416	Moyen	1051	bnibouzra
Maadna	6.29	15.5	20.3	0.6932515337423313	0.6803652968036529	0.4532577903682718	0.6414	Moyen	1053	maadna
Ouad L'bour	5.85	14.9	23.1	0.7167244598559617	0.6940639269406392	0.3739376770538243	0.6414	Moyen	1053	ouadlbour
Ahlaf	5.91	14.3	23.6	0.713523606295012	0.7077625570776256	0.3597733711048158	0.641	Moyen	1055	ahlaf
Ait Ouadrim	6.24	16.6	19.3	0.6959189117097893	0.6552511415525113	0.4815864022662889	0.6409	Moyen	1056	aitouadrim
Sidi Yahya Ou Saad	7.05	17.5	14.5	0.6527073886369699	0.634703196347032	0.6175637393767706	0.6403	Moyen	1057	sidiyahyaousaad
Lebkhata	6.89	17.4	15.5	0.6612429981328354	0.636986301369863	0.5892351274787535	0.6396	Moyen	1058	lebkhata
Sidi Abderrazak	6.83	16.5	16.9	0.664443851693785	0.6575342465753424	0.5495750708215297	0.6394	Moyen	1059	sidiabderrazak
Amtdi	6.29	16.8	19.1	0.6932515337423313	0.6506849315068493	0.4872521246458923	0.6393	Moyen	1060	amtdi
Bni Zrantel	6.16	15.0	21.9	0.700186716457722	0.6917808219178082	0.4079320113314447	0.6392	Moyen	1061	bnizrantel
Tazart	6.29	15.6	20.6	0.6932515337423313	0.678082191780822	0.4447592067988668	0.639	Moyen	1062	tazart
Bni Bchir	5.84	14.2	24.5	0.7172579354494533	0.7100456621004566	0.3342776203966004	0.6385	Moyen	1063	bnibchir
Guir	6.31	15.7	20.5	0.6921845825553481	0.6757990867579908	0.4475920679886684	0.6384	Moyen	1064	guir
Souaken	6.84	17.4	16.0	0.6639103761002935	0.636986301369863	0.5750708215297451	0.6381	Moyen	1065	souaken
Lamsabih	5.46	13.6	27.1	0.7375300080021339	0.7237442922374429	0.2606232294617563	0.638	Moyen	1066	lamsabih
Tlite	5.22	13.3	28.6	0.7503334222459322	0.730593607305936	0.2181303116147307	0.638	Moyen	1066	tlite
Tagmout	6.2	15.2	21.7	0.6980528140837556	0.687214611872146	0.4135977337110481	0.6379	Moyen	1068	tagmout
Bab Tiouka	5.68	14.6	24.9	0.7257935449453188	0.7009132420091324	0.3229461756373938	0.6378	Moyen	1069	babtiouka
Sidi Boutmim	6.34	15.8	20.4	0.6905841557748733	0.6735159817351597	0.4504249291784702	0.6374	Moyen	1070	sidiboutmim
Lounasda	5.23	12.7	29.4	0.7497999466524407	0.7442922374429224	0.1954674220963173	0.6373	Moyen	1071	lounasda
Ain Mediouna	6.62	16.4	18.4	0.6756468391571087	0.6598173515981736	0.5070821529745042	0.6372	Moyen	1072	ainmediouna
Ben Mansour	5.27	13.0	28.9	0.7476660442784743	0.7374429223744292	0.2096317280453257	0.637	Moyen	1073	benmansour
Bni Snous	5.3	12.9	28.9	0.7460656174979995	0.7397260273972602	0.2096317280453257	0.6369	Moyen	1074	bnisnous
Chtouka	6.86	16.3	17.5	0.6628434249133102	0.6621004566210045	0.5325779036827195	0.6366	Moyen	1075	chtouka
Bni Hilal	5.93	14.7	23.8	0.7124566551080289	0.6986301369863014	0.3541076487252124	0.6366	Moyen	1075	bnihilal
