commune	ipm	pov	vul	N_ipm	N_pov	N_vul	INIV	Niveau_de_vie_categorie	Rang	commune_norm
Sid Zouine	2.75	7.5	9.3	0.8821018938383569	0.863013698630137	0.7648725212464589	0.8529	Bon	433	sidzouine
Tamri	3.0	7.8	7.8	0.8687650040010669	0.8561643835616438	0.8073654390934843	0.8527	Bon	434	tamri
Imider	3.08	7.9	7.3	0.8644971992531342	0.8538812785388128	0.8215297450424929	0.8527	Bon	434	imider
Foum Zguid	2.63	6.4	11.3	0.888503600960256	0.8881278538812785	0.7082152974504249	0.8523	Bon	436	foumzguid
Iksane	2.8	7.5	9.2	0.8794345158708989	0.863013698630137	0.7677053824362606	0.8522	Bon	437	iksane
Tissint	1.6	4.1	19.0	0.9434515870898906	0.9406392694063928	0.490084985835694	0.8519	Bon	438	tissint
Sidi Lyamani	2.82	7.8	8.8	0.8783675646839157	0.8561643835616438	0.7790368271954674	0.8518	Bon	439	sidilyamani
Agafay	2.12	5.4	15.0	0.9157108562283276	0.910958904109589	0.603399433427762	0.8518	Bon	439	agafay
Ouijjane	3.05	8.5	6.9	0.866097626033609	0.8401826484018264	0.8328611898016997	0.8517	Bon	441	ouijjane
Amskroud	2.73	7.3	10.0	0.8831688450253401	0.8675799086757991	0.745042492917847	0.8509	Bon	442	amskroud
Ait Bourzouine	2.46	6.7	12.0	0.8975726860496133	0.8812785388127854	0.6883852691218131	0.8508	Bon	443	aitbourzouine
Toundoute	2.47	6.6	12.1	0.8970392104561217	0.8835616438356164	0.6855524079320113	0.8507	Bon	444	toundoute
Dar Ould Zidouh	2.69	7.4	10.1	0.8853027473993065	0.865296803652968	0.7422096317280453	0.8507	Bon	444	darouldzidouh
Tichla	0.54	1.5	27.4	1.0	1.0	0.2521246458923513	0.8504	Bon	446	tichla
Saddina	2.27	5.8	14.2	0.9077087223259536	0.9018264840182648	0.6260623229461757	0.8496	Bon	447	saddina
Bni Chegdale	3.25	9.2	5.5	0.855428114163777	0.8242009132420092	0.8725212464589235	0.8495	Bon	448	bnichegdale
Errafiaya	2.38	6.2	13.5	0.901840490797546	0.8926940639269406	0.6458923512747875	0.8479	Bon	449	errafiaya
Lagfifat	2.45	6.0	13.6	0.8981061616431049	0.8972602739726028	0.6430594900849858	0.8468	Bon	450	lagfifat
El Aamria	2.46	6.5	13.0	0.8975726860496133	0.8858447488584474	0.660056657223796	0.8466	Bon	451	elaamria
Oulad Ziyane	2.6	6.3	12.6	0.8901040277407308	0.8904109589041096	0.6713881019830028	0.8465	Bon	452	ouledziyane
Ben Smim	2.78	7.1	10.8	0.8805014670578821	0.8721461187214612	0.7223796033994334	0.8464	Bon	453	bensmim
Sidi Ahmed Essayeh	3.35	9.2	5.6	0.850093358228861	0.8242009132420092	0.8696883852691218	0.8462	Bon	454	sidiahmedessayeh
Telouet	2.68	7.2	11.2	0.8858362229927981	0.8698630136986301	0.7110481586402266	0.8461	Bon	455	telouet
H'ssyia	2.72	7.3	10.9	0.8837023206188317	0.8675799086757991	0.7195467422096318	0.846	Bon	456	hssyia
Fezna	2.38	6.0	14.1	0.901840490797546	0.8972602739726028	0.6288951841359773	0.8459	Bon	457	fezna
Ouled Zmam	3.15	8.7	7.2	0.860762870098693	0.8356164383561644	0.8243626062322946	0.8459	Bon	457	ouledzmam
Ouargui	2.57	6.9	12.2	0.8917044545212056	0.8767123287671232	0.6827195467422096	0.8454	Bon	459	ouargui
Er-Rteb	2.32	6.1	14.4	0.9050413443584956	0.8949771689497716	0.6203966005665722	0.8451	Bon	460	errteb
M'fassis	2.31	6.0	14.6	0.9055748199519872	0.8972602739726028	0.6147308781869688	0.8449	Bon	461	mfassis
Bni Sidel Jbel	2.76	7.5	10.7	0.8815684182448653	0.863013698630137	0.725212464589235	0.8447	Bon	462	bnisideljbel
Asrir	2.85	7.3	10.6	0.876767137903441	0.8675799086757991	0.7280453257790368	0.8443	Bon	463	asrir
Ben Taieb	3.64	10.6	2.9	0.8346225660176048	0.7922374429223744	0.9461756373937678	0.8442	Bon	464	bentaieb
Talmest	2.9	7.6	10.1	0.874099759935983	0.860730593607306	0.7422096317280453	0.8437	Bon	465	talmest
Ouled Youssef	3.29	9.1	6.6	0.8532942117898106	0.8264840182648402	0.8413597733711048	0.8429	Bon	466	ouledyoussef
Tigzmerte	2.73	7.1	11.7	0.8831688450253401	0.8721461187214612	0.6968838526912181	0.8426	Bon	467	tigzmerte
Bni Chiker	2.78	7.6	10.9	0.8805014670578821	0.860730593607306	0.7195467422096318	0.8424	Bon	468	bnichiker
Khemisset Chaouia	2.79	7.2	11.4	0.8799679914643905	0.8698630136986301	0.7053824362606231	0.842	Bon	469	khemissetchaouia
Ait Daoud	3.19	7.9	8.7	0.8586289677247266	0.8538812785388128	0.7818696883852692	0.8419	Bon	470	aitdaoud
Anzou	2.79	7.4	11.2	0.8799679914643905	0.865296803652968	0.7110481586402266	0.8418	Bon	471	anzou
Sidi Youssef Ben Ahmed	2.82	7.8	10.6	0.8783675646839157	0.8561643835616438	0.7280453257790368	0.8416	Bon	472	sidiyoussefbenahmed
Moualine El Oued	2.49	6.3	14.1	0.8959722592691384	0.8904109589041096	0.6288951841359773	0.8409	Bon	473	moualineeloued
Ahl Sidi Lahcen	3.0	8.2	9.4	0.8687650040010669	0.8470319634703196	0.7620396600566572	0.8409	Bon	473	ahlsidilahcen
Oued Naam	2.43	6.4	14.3	0.899173112830088	0.8881278538812785	0.6232294617563738	0.8407	Bon	475	ouednaam
Ksar Sghir	2.11	5.5	16.9	0.9162443318218192	0.908675799086758	0.5495750708215297	0.8406	Bon	476	ksarsghir
Nfifa	2.87	7.9	10.5	0.8757001867164578	0.8538812785388128	0.7308781869688386	0.8402	Bon	477	nfifa
Thar Es-Souk	3.1	8.1	9.2	0.863430248066151	0.8493150684931507	0.7677053824362606	0.8401	Bon	478	tharessouk
Nzalat Laadam	3.09	7.5	10.0	0.8639637236596426	0.863013698630137	0.745042492917847	0.8399	Bon	479	nzalatlaadam
Lahsasna	2.55	6.8	13.5	0.8927714057081889	0.8789954337899544	0.6458923512747875	0.8393	Bon	480	lahsasna
Bir Mezoui	3.07	8.1	9.5	0.8650306748466258	0.8493150684931507	0.7592067988668555	0.8392	Bon	481	birmezoui
Ida Ou Guelloul	2.97	8.0	10.1	0.8703654307815417	0.8515981735159817	0.7422096317280453	0.8391	Bon	482	idaouguelloul
Igoudar Mnabha	2.74	7.5	11.8	0.8826353694318485	0.863013698630137	0.6940509915014164	0.839	Bon	483	igoudarmnabha
Ait Ouassif	2.54	6.4	14.1	0.8933048813016804	0.8881278538812785	0.6288951841359773	0.8389	Bon	484	aitouassif
Laaounate	3.2	8.9	8.0	0.8580954921312349	0.8310502283105022	0.8016997167138811	0.8387	Bon	485	laaounate
Khnichet	2.68	7.0	12.8	0.8858362229927981	0.8744292237442922	0.6657223796033993	0.8384	Bon	486	khnichet
Ain Karma-Oued Rommane	2.71	7.3	12.3	0.8842357962123233	0.8675799086757991	0.6798866855524079	0.8384	Bon	486	ainkarmaouedrommane
Bab Berred	2.24	5.9	16.3	0.9093091491064283	0.8995433789954338	0.56657223796034	0.8378	Bon	488	babberred
Bitit	2.73	7.2	12.5	0.8831688450253401	0.8698630136986301	0.6742209631728044	0.8374	Bon	489	bitit
Bni A'yat	2.64	7.1	13.1	0.8879701253667645	0.8721461187214612	0.6572237960339944	0.8371	Bon	490	bniainyat
Sidi Moussa Lhamri	2.78	6.9	12.7	0.8805014670578821	0.8767123287671232	0.6685552407932012	0.837	Bon	491	sidimoussalhamri
Asni	3.15	8.3	9.3	0.860762870098693	0.8447488584474886	0.7648725212464589	0.8368	Bon	492	asni
Aoulouz	3.38	8.9	7.6	0.8484929314483862	0.8310502283105022	0.8130311614730878	0.8362	Bon	493	aoulouz
Ahl Angad	2.9	7.3	11.8	0.874099759935983	0.8675799086757991	0.6940509915014164	0.8361	Bon	494	ahlangad
Zemrane Charqia	2.51	6.4	14.8	0.8949053080821553	0.8881278538812785	0.6090651558073654	0.8357	Bon	495	zemranecharqia
Sidi Kaouki	3.12	8.1	9.9	0.8623632968791678	0.8493150684931507	0.7478753541076487	0.8356	Bon	496	sidikaouki
Ben Maachou	3.36	9.1	7.6	0.8495598826353694	0.8264840182648402	0.8130311614730878	0.8353	Bon	497	benmaachou
Oulad Mkoudou	3.17	8.4	9.4	0.8596959189117098	0.8424657534246576	0.7620396600566572	0.835	Bon	498	ouledmkoudou
Rmilat	2.71	7.4	12.8	0.8842357962123233	0.865296803652968	0.6657223796033993	0.8349	Bon	499	rmilat
Ouaouizeght	3.3	9.0	8.3	0.852760736196319	0.8287671232876712	0.7932011331444759	0.8337	Bon	500	ouaouizeght
Loudaya	2.57	7.0	14.2	0.8917044545212056	0.8744292237442922	0.6260623229461757	0.8334	Bon	501	loudaya
Sahel	2.92	8.0	11.6	0.8730328087489998	0.8515981735159817	0.6997167138810199	0.8319	Bon	502	sahel
Lambarkiyne	2.96	7.9	11.6	0.8708989063750334	0.8538812785388128	0.6997167138810199	0.8316	Bon	503	lambarkiyne
Bni Oukil	3.49	9.4	7.3	0.8426246999199787	0.819634703196347	0.8215297450424929	0.8315	Bon	504	bnioukil
Ouled Bourahmoune	3.55	9.6	6.8	0.8394238463590291	0.8150684931506849	0.8356940509915014	0.8314	Bon	505	ouledbourahmoune
Akka-Ighane	2.65	7.3	13.9	0.8874366497732729	0.8675799086757991	0.6345609065155806	0.8309	Bon	506	akkaighane
Dzouz	2.48	6.4	15.8	0.8965057348626301	0.8881278538812785	0.5807365439093484	0.8308	Bon	507	dzouz
Iqaddar	2.79	7.4	13.3	0.8799679914643905	0.865296803652968	0.6515580736543909	0.8299	Bon	508	iqaddar
Bni M'hamed-Sijelmassa	2.52	6.5	15.8	0.8943718324886637	0.8858447488584474	0.5807365439093484	0.8291	Bon	509	bnimhamedsijelmassa
Ait Boubidmane	3.41	9.6	7.9	0.8468925046679114	0.8150684931506849	0.8045325779036827	0.8289	Bon	510	aitboubidmane
Sid L'mokhtar	3.24	8.8	9.7	0.8559615897572685	0.8333333333333333	0.7535410764872521	0.8287	Bon	511	sidlmokhtar
Bni Hadifa	2.92	7.9	12.3	0.8730328087489998	0.8538812785388128	0.6798866855524079	0.8287	Bon	511	bnihadifa
Had Boumoussa	3.17	8.6	10.3	0.8596959189117098	0.8378995433789954	0.7365439093484418	0.8285	Bon	513	hadboumoussa
Laghdira	2.91	7.9	12.4	0.8735662843424914	0.8538812785388128	0.6770538243626062	0.8284	Bon	514	laghdira
Moulay Aissa Ben Driss	2.97	7.6	12.5	0.8703654307815417	0.860730593607306	0.6742209631728044	0.8282	Bon	515	moulayaissabendriss
Sidi Hsaine	3.23	8.7	10.0	0.8564950653507603	0.8356164383561644	0.745042492917847	0.8279	Bon	516	sidihsaine
Ouardana	3.85	11.0	4.5	0.8234195785542812	0.7831050228310502	0.9008498583569404	0.8268	Bon	517	ouardana
Sidi Al Kamel	3.06	8.2	11.7	0.8655641504401174	0.8470319634703196	0.6968838526912181	0.8263	Bon	518	sidielkamel
Jraifia	2.56	7.1	15.4	0.8922379301146972	0.8721461187214612	0.5920679886685551	0.8262	Bon	519	jraifia
Oulad Said	3.01	8.0	12.2	0.8682315284075753	0.8515981735159817	0.6827195467422096	0.8261	Bon	520	ouledsaid
Aghouatim	2.82	7.3	14.0	0.8783675646839157	0.8675799086757991	0.631728045325779	0.8258	Bon	521	aghouatim
Tafersit	3.08	8.3	11.6	0.8644971992531342	0.8447488584474886	0.6997167138810199	0.8256	Bon	522	tafersit
Oued Jdida	2.65	7.0	15.2	0.8874366497732729	0.8744292237442922	0.5977337110481586	0.8256	Bon	522	ouedjdida
Lalla Mimouna	3.3	8.9	9.9	0.852760736196319	0.8310502283105022	0.7478753541076487	0.8253	Bon	524	lallamimouna
Ouled Zidane	2.28	5.7	18.6	0.907175246732462	0.9041095890410958	0.5014164305949007	0.8251	Bon	525	ouledzidane
Guenfouda	3.28	8.5	10.5	0.8538276873833022	0.8401826484018264	0.7308781869688386	0.8251	Bon	525	guenfouda
Skoura Ahl El Oust	2.61	6.1	16.6	0.8895705521472392	0.8949771689497716	0.5580736543909348	0.8249	Bon	527	skouraahleloust
Jouala	2.38	6.2	17.7	0.901840490797546	0.8926940639269406	0.5269121813031161	0.8241	Bon	528	jouala
Sidi El Hattab	2.82	7.6	14.0	0.8783675646839157	0.860730593607306	0.631728045325779	0.8237	Bon	529	sidielhattab
Imsouane	3.44	9.6	8.7	0.8452920778874367	0.8150684931506849	0.7818696883852692	0.8235	Bon	530	imsouane
Azzaba	3.02	7.9	12.8	0.8676980528140837	0.8538812785388128	0.6657223796033993	0.8232	Bon	531	azzaba
Dcheira	1.57	4.0	24.4	0.9450520138703654	0.9429223744292238	0.3371104815864022	0.8228	Bon	532	dcheira
Oulad El Garne	2.76	7.4	14.7	0.8815684182448653	0.865296803652968	0.6118980169971671	0.8228	Bon	532	ouledelgarne
Dir El Ksiba	3.2	8.4	11.5	0.8580954921312349	0.8424657534246576	0.7025495750708215	0.8223	Bon	534	direlksiba
El Gantour	2.72	7.1	15.4	0.8837023206188317	0.8721461187214612	0.5920679886685551	0.8219	Bon	535	elgantour
Laatamna	2.68	6.9	15.9	0.8858362229927981	0.8767123287671232	0.5779036827195467	0.8215	Bon	536	laatamna
Foum Jemaa	3.19	8.4	11.8	0.8586289677247266	0.8424657534246576	0.6940509915014164	0.8209	Bon	537	foumjemaa
Kasbat Ben Mchich	2.57	6.6	16.9	0.8917044545212056	0.8835616438356164	0.5495750708215297	0.8208	Bon	538	kasbatbenmchich
Timzguida-Ouftas	3.66	9.7	8.1	0.8335556148306215	0.812785388127854	0.7988668555240793	0.8204	Bon	539	timzguidaouftas
Ait Erkha	2.72	7.1	15.7	0.8837023206188317	0.8721461187214612	0.5835694050991501	0.8202	Bon	540	aiterkha
Ait Igas	2.61	6.7	16.7	0.8895705521472392	0.8812785388127854	0.5552407932011332	0.8202	Bon	540	aitigas
Sidi Allal Tazi	3.57	9.3	9.1	0.8383568951720459	0.821917808219178	0.7705382436260624	0.8199	Bon	542	sidiallaltazi
Lamaachate	3.17	8.4	12.1	0.8596959189117098	0.8424657534246576	0.6855524079320113	0.8197	Bon	543	lamaachate
Ait Ishaq	3.51	9.7	9.0	0.8415577487329955	0.812785388127854	0.773371104815864	0.8193	Bon	544	aitishaq
Guisser	3.45	9.2	9.9	0.8447586022939451	0.8242009132420092	0.7478753541076487	0.8192	Bon	545	guisser
Khalfia	3.29	8.9	11.1	0.8532942117898106	0.8310502283105022	0.7138810198300283	0.8187	Bon	546	khalfia
Ait Sidi Daoud	2.87	7.5	14.8	0.8757001867164578	0.863013698630137	0.6090651558073654	0.8186	Bon	547	aitsididaoud
Ait Yaazem	3.11	7.9	13.3	0.8628967724726594	0.8538812785388128	0.6515580736543909	0.8179	Bon	548	aityaazem
Ghassate	2.98	7.6	14.3	0.8698319551880501	0.860730593607306	0.6232294617563738	0.8178	Bon	549	ghassate
Sidi Boumehdi	2.43	6.3	18.5	0.899173112830088	0.8904109589041096	0.5042492917847026	0.8176	Bon	550	sidiboumehdi
Labyar	3.33	9.3	10.7	0.8511603094158442	0.821917808219178	0.725212464589235	0.8172	Bon	551	labyar
Sahel Chamali	2.3	5.8	19.8	0.9061082955454788	0.9018264840182648	0.4674220963172804	0.8171	Bon	552	sahelchamali
Assahrij	3.21	8.3	12.5	0.8575620165377434	0.8447488584474886	0.6742209631728044	0.817	Bon	553	assahrij
Metrane	3.49	9.3	10.1	0.8426246999199787	0.821917808219178	0.7422096317280453	0.8163	Bon	554	metrane
Smimou	3.59	9.7	9.2	0.8372899439850627	0.812785388127854	0.7677053824362606	0.816	Bon	555	smimou
Ziaida	2.92	7.8	14.9	0.8730328087489998	0.8561643835616438	0.6062322946175637	0.8146	Bon	556	ziaida
Ouisselsate	3.47	8.9	11.1	0.8436916511069619	0.8310502283105022	0.7138810198300283	0.8139	Bon	557	ouisselsate
Aghbal	3.37	9.1	11.4	0.8490264070418778	0.8264840182648402	0.7053824362606231	0.8135	Bon	558	aghbal
Abadou	2.82	7.4	16.3	0.8783675646839157	0.865296803652968	0.56657223796034	0.8121	Bon	559	abadou
Taghbalte	2.54	6.3	19.0	0.8933048813016804	0.8904109589041096	0.490084985835694	0.8118	Bon	560	taghbalte
Ouled Nacer	3.31	8.8	12.4	0.8522272606028274	0.8333333333333333	0.6770538243626062	0.8115	Bon	561	oulednacer
Oulad Amer	3.72	10.3	8.7	0.8303547612696719	0.7990867579908676	0.7818696883852692	0.8113	Bon	562	ouledamer
Ras Ain Rhamna	2.76	6.8	17.7	0.8815684182448653	0.8789954337899544	0.5269121813031161	0.8099	Bon	563	rasainrhamna
Zrizer	3.04	7.8	15.2	0.8666311016271006	0.8561643835616438	0.5977337110481586	0.8097	Bon	564	zrizer
Bni Salah	2.26	5.8	21.3	0.9082421979194452	0.9018264840182648	0.4249291784702549	0.8097	Bon	564	bnisalah
Taghazout	3.58	9.4	10.8	0.8378234195785543	0.819634703196347	0.7223796033994334	0.8093	Bon	566	taghazout
Tah	2.7	7.5	17.3	0.8847692718058149	0.863013698630137	0.5382436260623229	0.8089	Bon	567	tah
Ras El Ain Chaouia	2.62	7.0	18.3	0.8890370765537476	0.8744292237442922	0.5099150141643058	0.8088	Bon	568	raselainchaouia
Ait Ben Yacoub	3.57	9.4	11.0	0.8383568951720459	0.819634703196347	0.71671388101983	0.8084	Bon	569	aitbenyacoub
Lakhzazra	3.58	9.7	10.6	0.8378234195785543	0.812785388127854	0.7280453257790368	0.8084	Bon	569	lakhzazra
Tinzart	2.96	7.7	16.1	0.8708989063750334	0.8584474885844748	0.5722379603399432	0.8074	Bon	571	tinzart
Sidi Badhaj	3.36	8.3	13.5	0.8495598826353694	0.8447488584474886	0.6458923512747875	0.8074	Bon	571	sidibadhaj
Mezguita	1.85	4.5	25.2	0.9301146972526008	0.9315068493150684	0.3144475920679886	0.8074	Bon	571	mezguita
Ouaoumana	3.29	8.7	13.4	0.8532942117898106	0.8356164383561644	0.6487252124645893	0.8071	Bon	574	ouaoumana
Boutrouch	4.44	12.9	2.9	0.7919445185382769	0.7397260273972602	0.9461756373937678	0.8071	Bon	574	boutrouch
Tidili	3.32	8.6	13.4	0.8516937850093358	0.8378995433789954	0.6487252124645893	0.807	Bon	576	tidili
Ait Sedrate Jbel El Oulia	3.0	7.7	16.1	0.8687650040010669	0.8584474885844748	0.5722379603399432	0.8064	Bon	577	aitsedratejbeleloulia
Mettouh	3.29	8.9	13.3	0.8532942117898106	0.8310502283105022	0.6515580736543909	0.8063	Bon	578	mettouh
Louta	3.94	10.8	8.0	0.8186182982128568	0.7876712328767123	0.8016997167138811	0.806	Bon	579	louta
Tamazouzte	2.77	7.4	17.7	0.8810349426513737	0.865296803652968	0.5269121813031161	0.8055	Bon	580	tamazouzte
Trougout	3.39	9.4	12.5	0.8479594558548946	0.819634703196347	0.6742209631728044	0.8047	Bon	581	trougout
Tazemmourt	3.08	8.1	15.6	0.8644971992531342	0.8493150684931507	0.5864022662889519	0.8043	Bon	582	tazemmourt
Ajdir	3.525	9.15	12.35	0.8407575353427581	0.8253424657534246	0.678470254957507	0.8037	Bon	583	ajdir
Tamanar	3.81	9.6	10.5	0.8255534809282475	0.8150684931506849	0.7308781869688386	0.8035	Bon	584	tamanar
Oulmes	3.99	10.8	8.3	0.8159509202453987	0.7876712328767123	0.7932011331444759	0.8029	Bon	585	oulmes
Oued Naanaa	2.62	6.7	19.8	0.8890370765537476	0.8812785388127854	0.4674220963172804	0.8024	Bon	586	ouednaanaa
M'semrir	3.17	7.9	15.8	0.8596959189117098	0.8538812785388128	0.5807365439093484	0.8022	Bon	587	msemrir
El Marbouh	3.35	8.7	14.0	0.850093358228861	0.8356164383561644	0.631728045325779	0.8021	Bon	588	elmarbouh
N'zalat Bni Amar	3.73	10.2	10.4	0.8298212856761803	0.8013698630136986	0.7337110481586402	0.8021	Bon	588	nzalatbniamar
Oulad Mtaa	3.49	9.0	13.0	0.8426246999199787	0.8287671232876712	0.660056657223796	0.802	Bon	590	ouledmtaa
Rass Oumlil	2.03	5.4	24.3	0.920512136569752	0.910958904109589	0.3399433427762038	0.8015	Bon	591	rassoumlil
Azghar	3.37	8.8	13.9	0.8490264070418778	0.8333333333333333	0.6345609065155806	0.8014	Bon	592	azghar
Oulad Settout	3.58	9.4	12.2	0.8378234195785543	0.819634703196347	0.6827195467422096	0.8013	Bon	593	ouledsettout
Siroua	3.4	9.3	13.2	0.847425980261403	0.821917808219178	0.6543909348441926	0.8012	Bon	594	siroua
Timahdite	3.34	8.8	14.1	0.8506268338223526	0.8333333333333333	0.6288951841359773	0.8011	Bon	595	timahdite
Tissa	3.92	10.5	9.4	0.81968524939984	0.7945205479452054	0.7620396600566572	0.8006	Bon	596	tissa
Oulad Zarrad	2.77	7.3	18.7	0.8810349426513737	0.8675799086757991	0.4985835694050992	0.8005	Bon	597	ouledzarrad
Mrhassiyine	3.71	9.8	11.3	0.8308882368631635	0.8105022831050228	0.7082152974504249	0.8002	Bon	598	mrhassiyine
Ait Ayach	3.27	8.5	15.0	0.8543611629767938	0.8401826484018264	0.603399433427762	0.7999	Bon	599	aitayach
Zoug	2.21	5.2	24.0	0.9109095758869032	0.9155251141552512	0.348441926345609	0.7998	Bon	600	zoug
Ait Bouyahia El Hajjama	3.2	8.2	15.9	0.8580954921312349	0.8470319634703196	0.5779036827195467	0.7987	Bon	601	aitbouyahiaelhajjama
Laghnimyine	3.59	9.6	12.4	0.8372899439850627	0.8150684931506849	0.6770538243626062	0.7986	Bon	602	laghnimyine
Bounaamane	3.99	10.6	9.5	0.8159509202453987	0.7922374429223744	0.7592067988668555	0.7975	Bon	603	bounaamane
Sidi Ali Ben Hamdouche	3.6	9.4	12.8	0.8367564683915711	0.819634703196347	0.6657223796033993	0.7974	Bon	604	sidialibenhamdouche
Zaouiat Sidi Ben Hamdoun	3.36	9.0	14.5	0.8495598826353694	0.8287671232876712	0.6175637393767706	0.7969	Bon	605	zaouiatsidibenhamdoun
Oulad Ayyad	3.01	7.6	17.9	0.8682315284075753	0.860730593607306	0.5212464589235127	0.7966	Bon	606	ouledayyad
Laagagcha	3.09	8.1	17.0	0.8639637236596426	0.8493150684931507	0.546742209631728	0.7961	Bon	607	laagagcha
Boumaiz	3.42	9.0	14.4	0.8463590290744198	0.8287671232876712	0.6203966005665722	0.7959	Bon	608	boumaiz
Atiamim	2.89	7.5	18.9	0.8746332355294746	0.863013698630137	0.4929178470254958	0.7948	Bon	609	atiamim
Bouya Omar	3.9	9.8	11.4	0.8207522005868232	0.8105022831050228	0.7053824362606231	0.7946	Bon	610	bouyaomar
El Orjane	3.58	9.6	13.2	0.8378234195785543	0.8150684931506849	0.6543909348441926	0.7943	Bon	611	elorjane
Sebt Azzinate	3.38	9.0	14.9	0.8484929314483862	0.8287671232876712	0.6062322946175637	0.7941	Bon	612	sebtazzinate
Ida-Ougnidif	3.41	9.2	14.6	0.8468925046679114	0.8242009132420092	0.6147308781869688	0.7937	Bon	613	idaougnidif
Taghjijt	4.04	10.8	9.7	0.8132835422779408	0.7876712328767123	0.7535410764872521	0.7937	Bon	613	taghjijt
Ras-El-Ma	3.79	10.3	11.5	0.8266204321152307	0.7990867579908676	0.7025495750708215	0.7935	Bon	615	raselma
M'hamid El Ghizlane	2.68	7.1	20.6	0.8858362229927981	0.8721461187214612	0.4447592067988668	0.7935	Bon	615	mhamidelghizlane
Oulad Khallouf	2.92	7.4	19.2	0.8730328087489998	0.865296803652968	0.4844192634560906	0.793	Bon	617	ouledkhallouf
Melaab	3.41	9.2	14.8	0.8468925046679114	0.8242009132420092	0.6090651558073654	0.7925	Bon	618	melaab
Si Hsaien Ben Abderrahmane	3.35	8.7	15.7	0.850093358228861	0.8356164383561644	0.5835694050991501	0.7924	Bon	619	sihsaienbenabderrahmane
Aferkat	2.65	6.9	21.2	0.8874366497732729	0.8767123287671232	0.4277620396600566	0.7923	Bon	620	aferkat
Ouaklim	3.76	9.2	13.2	0.8282208588957055	0.8242009132420092	0.6543909348441926	0.7922	Bon	621	ouaklim
Chtaiba	3.51	9.1	14.6	0.8415577487329955	0.8264840182648402	0.6147308781869688	0.7917	Bon	622	chtaiba
Afella Ighir	3.18	8.4	17.0	0.8591624433182182	0.8424657534246576	0.546742209631728	0.7917	Bon	622	afellaighir
Ait Milk	3.85	10.4	11.5	0.8234195785542812	0.7968036529680365	0.7025495750708215	0.7913	Bon	624	aitmilk
M'garto	3.76	9.7	13.0	0.8282208588957055	0.812785388127854	0.660056657223796	0.79	Bon	625	mgarto
Sidi Abdelkhaleq	3.3	8.6	16.5	0.852760736196319	0.8378995433789954	0.5609065155807365	0.7899	Bon	626	sidiabdelkhaleq
Ain Orma	3.63	9.4	14.0	0.8351560416110964	0.819634703196347	0.631728045325779	0.7898	Bon	627	ainorma
Sidi Ahmed Ou Moussa	3.26	8.3	17.1	0.8548946385702855	0.8447488584474886	0.5439093484419263	0.7897	Bon	628	sidiahmedoumoussa
Nekkour	3.66	9.8	13.4	0.8335556148306215	0.8105022831050228	0.6487252124645893	0.7897	Bon	628	nekkour
Tansifte	2.88	7.2	20.3	0.8751667111229662	0.8698630136986301	0.4532577903682718	0.7892	Bon	630	tansifte
Malloussa	3.92	10.0	12.1	0.81968524939984	0.8059360730593608	0.6855524079320113	0.7887	Bon	631	malloussa
Rdadna Oulad Malek	2.99	7.8	19.3	0.8692984795945585	0.8561643835616438	0.4815864022662889	0.7878	Bon	632	rdadnaouledmalek
Khatazakane	3.87	10.1	12.4	0.822352627367298	0.8036529680365296	0.6770538243626062	0.7877	Bon	633	khatazakane
Zrarda	4.04	10.9	10.7	0.8132835422779408	0.7853881278538812	0.725212464589235	0.7873	Bon	634	zrarda
Machraa Ben Abbou	3.55	9.6	14.6	0.8394238463590291	0.8150684931506849	0.6147308781869688	0.7872	Bon	635	machraabenabbou
Sidi Boushab	3.98	10.5	11.5	0.8164843958388903	0.7945205479452054	0.7025495750708215	0.7871	Bon	636	sidiboushab
Tassousfi	3.66	9.3	14.5	0.8335556148306215	0.821917808219178	0.6175637393767706	0.7869	Bon	637	tassousfi
Bir Taleb	3.2	8.2	18.0	0.8580954921312349	0.8470319634703196	0.518413597733711	0.7868	Bon	638	birtaleb
Labkhati	3.46	9.1	15.7	0.8442251267004535	0.8264840182648402	0.5835694050991501	0.7868	Bon	638	labkhati
Sidi El Rhandour	3.17	8.0	18.4	0.8596959189117098	0.8515981735159817	0.5070821529745042	0.7867	Bon	640	sidielrhandour
Tighmi	3.65	9.6	14.3	0.8340890904241132	0.8150684931506849	0.6232294617563738	0.7862	Bon	641	tighmi
Tachraft	3.23	8.4	17.9	0.8564950653507603	0.8424657534246576	0.5212464589235127	0.7852	Bon	642	tachraft
Ain Dorbane-Lahlaf	2.83	7.4	21.0	0.8778340890904242	0.865296803652968	0.43342776203966	0.7852	Bon	642	aindorbanelahlaf
Anjra	3.63	9.2	15.1	0.8351560416110964	0.8242009132420092	0.6005665722379603	0.785	Bon	644	anjra
Aghbalou	3.83	10.0	13.2	0.8244865297412644	0.8059360730593608	0.6543909348441926	0.7849	Bon	645	aghbalou
Sebt Ennabour	3.56	9.3	15.4	0.8388903707655375	0.821917808219178	0.5920679886685551	0.7844	Bon	646	sebtennabour
Boulaouane	3.42	9.2	16.2	0.8463590290744198	0.8242009132420092	0.5694050991501416	0.7843	Bon	647	boulaouane
Bouhlou	3.97	10.6	12.0	0.8170178714323819	0.7922374429223744	0.6883852691218131	0.7839	Bon	648	bouhlou
M'zizel	3.92	10.0	13.0	0.81968524939984	0.8059360730593608	0.660056657223796	0.7836	Bon	649	mzizel
